[2.48, -0.47, 2.44]	[1.74, 1.99, -2.41]	[-1.94, -2.25, -2.26]	[-0.96, -0.42, -1.12]	[-0.75, -0.29, 2.22]	[1.83, 0.72, 0.13]	[-1.79, 2.03, 0.72]
[-1.69, 0.13, -2.42]	[0.36, 2.09, -0.7]	[-0.19, 2.01, 0.99]	[1.36, 1.43, 1.61]	[1.89, -2.39, -1.52]	[1.73, -0.69, 1.05]	[0.65, -1.1, 0.45]
[1.96, 1.17, -2.36]	[-0.2, -1.25, -0.37]	[1.23, 0.5, 1.35]	[0.39, -2.05, 1.34]	[-1.35, -0.74, 1.08]	[-1.75, -2.25, -1.76]	[0.7, 1.8, -1.2]
[1.78, 1.52, -0.26]	[1.81, 0.37, -0.16]	[2.21, -0.74, 1.6]	[-0.2, -2.48, 2.48]	[-1.6, -0.06, -0.56]	[2.42, 0.54, -1.68]	[1.76, 0.58, -1.88]
[-0.37, -0.13, -1.62]	[2.08, 0.29, -0.03]	[2.23, -2.45, 1.22]	[2.06, 0.86, 1.96]	[-2.16, -0.4, -1.49]	[-1.6, -2.15, -0.72]	[2.05, 1.17, 0.83]
[0.65, -2.45, 1.13]	[0.39, -0.72, 0.35]	[-1.38, 2.11, -2.43]	[-0.56, 0.71, 2.01]	[-1.71, -1.52, -1.0]	[-1.7, -0.48, 0.67]	[-0.84, 1.65, 1.96]
[-2.2, -1.77, -1.98]	[2.09, 0.95, -0.02]	[-1.91, -1.42, 1.55]	[-2.5, -2.39, -0.91]	[0.72, 0.9, 2.31]	[-0.54, -2.31, -0.11]	[-1.1, -0.47, 1.83]
[-1.76, 1.82, 0.52]	[-2.27, 0.23, 2.23]	[-0.63, 1.46, 0.5]	[1.32, 1.09, 2.02]	[2.34, 1.79, 2.13]	[-1.47, 0.43, 2.31]	[-2.13, 1.13, -1.53]
[-1.33, -2.47, -0.16]	[1.04, -0.14, 0.08]	[0.08, -1.29, -1.12]	[1.14, 0.7, 1.41]	[0.19, 1.26, -2.46]	[-1.21, 1.49, 0.28]	[-2.37, -0.41, -0.79]
[-1.42, 0.96, 1.02]	[0.11, 0.13, 0.87]	[-1.3, -2.0, -0.74]	[-0.14, -0.55, -0.22]	[-0.71, -0.49, 2.47]	[-1.73, -1.29, -2.14]	[1.75, -0.91, -1.42]
