[-1.22, -0.2, 1.62]	[-2.07, -0.78, -0.15]	[1.38, -1.06, 1.21]	[0.11, 0.05, -1.43]	[1.64, 1.96, -0.54]	[1.23, -0.81, -1.77]	[-1.04, 0.89, 0.78]
[0.69, 1.71, -1.66]	[0.45, 0.98, -1.57]	[1.05, -0.54, -0.74]	[0.89, -1.99, 2.46]	[2.29, 2.22, -1.79]	[-2.48, -1.3, 1.61]	[1.63, -0.62, -1.66]
[2.34, 1.97, 0.62]	[-2.44, 1.95, -1.77]	[-0.99, -1.09, 0.54]	[-1.69, -0.79, 0.55]	[0.11, 0.91, -1.78]	[0.62, 2.27, 0.83]	[-0.33, -0.81, 0.32]
[1.77, 2.33, 1.98]	[-0.37, -0.8, 0.25]	[-1.75, -1.3, 2.04]	[0.32, 0.52, 1.15]	[-1.16, -0.66, 1.37]	[1.02, 0.62, -0.95]	[-0.21, 1.72, -1.69]
[-2.49, 2.0, 1.1]	[-0.74, 1.62, -1.82]	[-1.66, -0.56, 2.12]	[-1.61, 0.52, 1.36]	[-0.66, 0.48, -1.69]	[0.82, 0.66, -0.83]	[-1.39, 2.41, -0.89]
[1.03, -0.71, -2.45]	[-1.23, -0.66, -0.47]	[1.46, 1.54, 1.64]	[-0.64, 0.91, 2.13]	[1.54, -1.32, -2.48]	[0.81, 0.43, 1.2]	[1.71, 0.17, -0.22]
[0.28, 0.1, 1.45]	[0.98, 0.2, 0.73]	[-0.56, -1.57, -2.34]	[2.07, 1.87, -0.15]	[-0.74, -1.49, -0.92]	[1.84, 1.69, -1.14]	[-1.38, -2.41, 2.08]
[-2.28, -1.84, 1.65]	[2.15, 0.84, -1.8]	[2.02, 0.33, -0.9]	[0.33, -0.35, 0.77]	[-2.32, -0.18, 0.78]	[1.49, 2.1, -2.45]	[2.41, -0.27, 1.46]
[-1.76, 1.46, -1.99]	[-1.6, -0.65, -2.0]	[2.49, -0.4, 0.93]	[-0.86, 0.56, 1.05]	[1.17, 1.69, -0.47]	[-1.78, 0.4, -2.22]	[1.12, -1.39, -1.63]
[-0.11, 1.33, 1.87]	[1.08, 0.62, 1.74]	[2.19, 2.08, -0.84]	[-1.44, -1.87, 2.5]	[1.01, -1.79, 0.74]	[-0.08, -1.48, -0.63]	[-0.8, 1.12, -1.92]
