[-0.42, 2.17, -1.12]	[0.11, -0.33, -0.5]	[-0.07, 1.01, -1.14]	[-0.91, 1.87, -1.47]	[1.03, -0.22, 1.96]	[-0.23, 2.23, -0.19]	[-1.41, -1.16, 1.34]
[-0.85, -0.8, -1.64]	[-1.28, -1.38, 1.71]	[1.42, -0.13, 0.64]	[0.19, 1.87, -2.5]	[1.97, 0.29, -1.06]	[-0.04, -1.82, -0.79]	[1.21, -1.12, -0.74]
[-2.36, -0.63, -0.76]	[-1.66, -2.14, 2.16]	[-1.55, 2.22, 0.68]	[-0.44, 2.38, 1.44]	[0.69, -2.08, -2.12]	[1.76, 0.4, 2.26]	[1.36, -0.68, -0.57]
[-0.6, 0.86, 2.16]	[0.75, -0.56, -1.17]	[2.13, -1.59, 1.69]	[-0.94, -1.52, 1.37]	[1.6, -0.18, 1.76]	[-1.28, -0.63, -2.35]	[-2.14, -1.33, -1.5]
[0.75, -2.02, -0.46]	[0.48, -1.9, -1.61]	[-0.1, -0.69, 1.99]	[-2.39, -1.82, -1.72]	[-2.39, -2.21, -2.08]	[0.23, 2.34, 0.29]	[1.63, -0.12, 1.73]
[2.43, 1.03, 0.06]	[0.5, 1.36, 1.76]	[1.94, -2.17, -0.69]	[-1.74, 0.07, 2.0]	[-1.8, -0.09, 0.18]	[-1.18, 0.87, 1.15]	[-1.06, 0.44, -2.38]
[-1.84, 1.06, -1.02]	[-0.28, 1.93, -1.32]	[1.75, 1.7, 0.14]	[1.17, 0.38, -0.44]	[-2.23, 0.47, 0.4]	[0.08, 0.92, -1.14]	[0.82, -1.67, -0.09]
[-0.03, -0.87, -0.97]	[0.93, 1.55, -1.96]	[-1.68, -1.18, -2.27]	[-1.2, -0.73, -1.43]	[-0.65, 1.25, 1.85]	[0.43, 1.66, -1.06]	[2.16, 1.87, -1.78]
[1.51, -2.02, -1.74]	[1.51, -0.9, 1.49]	[-1.37, 1.93, 1.62]	[-1.75, 0.66, 1.66]	[-2.28, 2.26, -2.23]	[0.18, 1.47, -1.92]	[-1.95, 0.96, 0.61]
[-0.69, 1.49, 0.12]	[1.49, -0.87, -1.0]	[0.46, 0.79, 1.67]	[-2.46, -0.07, 1.76]	[-0.67, -1.03, 0.65]	[1.68, -2.13, -1.31]	[0.31, 1.17, 1.29]
