[1.19, 0.37, -0.94]	[-1.55, 1.02, 2.47]	[0.23, -0.87, 0.34]	[-0.91, 0.71, -0.25]	[-2.24, 0.89, 0.7]	[-0.81, 2.12, -2.43]	[0.37, 0.25, 1.07]
[1.18, -0.94, 1.09]	[-2.17, 2.41, 1.23]	[0.09, -1.13, 2.06]	[0.6, -1.03, 1.15]	[-0.48, -0.91, 1.02]	[0.95, -2.36, 1.78]	[1.9, -0.77, -1.82]
[1.41, 0.09, -0.38]	[0.52, -2.34, 2.22]	[0.19, 1.72, -2.34]	[-0.66, -2.38, 2.0]	[-1.51, -2.06, 2.24]	[1.43, -1.99, 1.32]	[-0.06, 0.57, -1.51]
[-2.04, 2.12, 2.24]	[0.74, -0.63, 0.08]	[0.45, 1.2, -2.06]	[-0.37, 0.77, -2.06]	[-0.33, -0.43, 1.65]	[2.33, -0.47, 1.67]	[-2.16, -1.79, 2.38]
[0.0, -0.67, 1.79]	[-0.84, -1.99, -0.69]	[2.28, -2.13, -1.29]	[-1.75, -0.37, -2.4]	[1.82, -1.57, 1.05]	[-0.38, -1.37, -0.2]	[0.87, 0.66, 2.49]
[-2.08, -1.46, -1.06]	[2.24, -1.21, -0.16]	[-0.16, -2.39, 0.83]	[0.43, -0.62, -1.74]	[-2.48, -0.42, 1.51]	[-0.73, 0.32, 2.45]	[1.56, -1.67, 0.42]
[0.2, -1.61, -1.93]	[-0.4, -0.03, 1.96]	[1.93, -2.0, 2.12]	[0.04, -1.9, 0.41]	[1.65, -2.33, 1.18]	[-2.16, 0.32, -1.15]	[-2.3, -1.72, -1.51]
[-1.04, 2.24, 1.75]	[-1.39, -1.13, 2.19]	[1.2, -1.29, 0.29]	[-1.66, 0.04, 0.32]	[-0.83, 0.37, 0.73]	[-1.02, 0.95, -2.13]	[-0.96, -1.87, 1.07]
[1.89, -2.36, 0.62]	[1.42, -2.32, 0.52]	[-1.92, -2.12, -1.32]	[-0.95, -2.0, 1.78]	[1.97, -2.31, 0.65]	[-0.15, 0.45, 0.72]	[-1.38, -0.53, -1.2]
[-1.57, 0.19, -0.7]	[2.04, 1.31, -1.92]	[-0.95, -0.27, -1.82]	[-0.73, 1.2, 2.04]	[1.73, -0.96, 1.59]	[-1.36, 1.11, 0.76]	[-0.79, 0.42, -2.25]
