[1.79, -2.3, -0.1]	[-1.69, 2.17, 0.18]	[-1.43, -0.39, -0.51]	[-0.39, 0.44, 1.43]	[-2.14, 0.37, 1.52]	[0.94, -0.88, -0.75]	[-2.16, -1.86, -2.06]
[-2.16, -1.17, 0.34]	[0.31, 2.42, 0.4]	[2.24, -1.77, -0.98]	[0.77, -2.41, 1.83]	[0.91, 1.94, 1.4]	[2.18, -0.23, 0.93]	[-1.97, 1.11, 0.03]
[-2.12, 2.31, 2.16]	[-0.11, -2.13, -0.47]	[1.01, 2.01, -2.03]	[-2.2, -1.96, 1.32]	[-0.34, -0.98, -1.38]	[-0.83, -0.91, 0.39]	[-1.47, -2.47, 2.5]
[-1.64, 1.81, 2.47]	[1.6, 1.99, 0.41]	[-0.38, 2.22, 2.19]	[1.57, -0.66, -0.32]	[0.23, 2.17, -1.87]	[0.29, -1.11, -0.33]	[1.24, -1.46, -1.23]
[0.27, 1.46, -0.91]	[-0.59, -0.37, -1.36]	[-1.46, -1.72, 0.94]	[-0.02, 0.91, -1.01]	[-1.26, -2.45, -2.25]	[-2.27, -1.9, -1.59]	[-0.67, 0.45, -0.52]
[-1.81, -1.65, -2.25]	[-1.8, 0.3, -1.58]	[0.2, -1.91, -0.11]	[-1.85, -1.05, 1.12]	[-1.51, -0.57, -0.01]	[-0.35, 1.08, 2.07]	[-0.1, 1.65, -2.27]
[0.72, 1.34, -1.37]	[1.11, -0.79, -1.09]	[-1.22, 2.02, 2.46]	[0.71, 0.58, 0.5]	[-0.95, -2.45, -0.08]	[2.28, 0.81, -1.7]	[2.06, -0.6, -0.82]
[-0.82, -2.03, -2.27]	[-2.13, -0.81, 0.05]	[1.79, 0.25, 0.19]	[-1.06, -1.05, 0.92]	[2.46, -2.11, -0.14]	[-1.04, 1.98, 0.94]	[-1.26, 2.05, -1.39]
[1.53, 0.34, 0.15]	[-1.48, -1.23, -0.69]	[-2.29, -0.17, 1.47]	[0.38, 1.55, 1.78]	[-1.05, 1.13, 0.71]	[1.48, -2.07, 1.09]	[1.86, -0.21, -1.73]
[-1.82, -2.12, 1.62]	[-2.09, 2.35, 0.37]	[1.39, -0.98, -0.79]	[2.45, 2.46, 1.53]	[-1.57, 1.95, 2.44]	[-1.6, 0.94, -1.64]	[-2.28, 0.53, -2.38]
