[1.59, 0.13, 0.88]	[1.55, -2.34, -0.51]	[0.83, -1.85, 0.86]	[1.27, -0.68, 0.69]	[-1.38, -0.93, 0.7]	[1.12, 1.36, 2.12]	[-2.11, 1.16, 1.51]
[0.66, -0.38, 1.89]	[0.06, 0.05, -1.02]	[-2.31, -2.01, 0.79]	[0.03, -0.64, 0.05]	[1.37, -1.12, -1.21]	[0.56, -1.9, 1.33]	[-0.32, -2.34, -0.81]
[1.83, 2.24, -0.94]	[0.09, 1.52, -2.09]	[0.78, -0.44, -0.27]	[1.0, 2.39, 0.84]	[0.45, -0.16, 1.83]	[1.11, 1.7, 1.1]	[-0.2, 1.82, 1.01]
[0.15, 1.45, -0.55]	[1.23, -0.89, -0.79]	[-0.16, -2.02, 0.42]	[-1.21, 2.05, 0.14]	[1.77, 1.26, -0.38]	[1.54, -0.29, 2.3]	[-1.79, 1.66, 2.1]
[0.17, 2.34, 0.01]	[0.64, 0.93, 1.25]	[-0.69, -0.12, -0.71]	[0.22, -1.91, -1.68]	[1.12, -1.03, 2.29]	[-1.3, -0.33, 1.9]	[1.81, -0.44, 0.14]
[-2.16, 2.11, -0.33]	[0.45, -0.22, 2.1]	[1.71, 0.52, -1.67]	[-2.41, -2.41, -1.33]	[-0.84, -0.47, 0.25]	[0.96, 1.74, 1.57]	[-2.48, -1.79, 1.88]
[-1.05, 2.14, 2.04]	[2.45, 1.65, -1.28]	[-0.14, -1.6, -0.49]	[-1.48, 2.1, 2.45]	[1.05, 1.42, -1.3]	[1.64, -0.9, -0.94]	[1.98, -0.7, -1.17]
[-0.97, -0.56, 2.26]	[1.73, -0.63, -1.53]	[-1.6, 1.31, -2.0]	[-1.68, -0.82, -0.56]	[2.44, -0.49, -0.52]	[-1.66, 2.45, -1.14]	[2.22, -1.35, 0.61]
[0.03, -0.29, -0.62]	[0.49, -2.2, 1.98]	[-0.95, -0.68, 1.54]	[-1.35, 0.84, 2.31]	[-2.46, 2.49, 2.44]	[-1.98, 0.46, -2.29]	[-0.78, 2.13, -0.26]
[-0.52, 1.37, -0.57]	[1.01, -1.21, -0.15]	[0.82, 0.35, -1.16]	[2.31, -0.63, -0.31]	[-1.27, 1.2, 1.96]	[-0.79, 1.02, -0.17]	[2.18, -1.94, 1.05]
