[-0.32, 0.35, -2.34]	[-1.15, 1.36, -1.41]	[-1.98, 0.04, -2.23]	[1.99, 0.19, -2.36]	[-1.07, -1.97, -0.28]	[-1.68, 1.33, -1.87]	[1.66, 0.33, -1.01]
[1.44, -1.51, 0.58]	[1.09, -1.41, 1.82]	[-0.94, 0.49, -2.18]	[-0.8, -0.04, 0.21]	[0.02, 0.13, -0.51]	[0.83, -2.37, 0.23]	[0.01, -0.85, 0.17]
[1.78, -2.3, -2.4]	[1.72, -1.15, 1.54]	[2.26, 1.29, 2.44]	[-1.29, 1.8, 1.71]	[-1.94, -0.53, -0.35]	[0.1, -2.36, 0.33]	[-0.87, -1.86, 0.51]
[-1.49, 1.38, -2.32]	[-0.15, 0.94, -0.23]	[-1.68, 0.06, -2.08]	[-2.04, 1.07, -1.41]	[0.84, -2.46, 1.06]	[-0.02, -2.44, -0.28]	[-2.21, 0.27, 1.65]
[-1.85, 1.55, 2.37]	[1.67, 1.71, -1.42]	[-0.41, -1.06, 0.12]	[-2.47, -0.03, -0.8]	[1.0, -0.67, 0.84]	[2.45, 0.81, -1.17]	[-0.81, -0.79, 0.38]
[0.97, 0.5, 2.43]	[1.84, -2.38, 0.81]	[-1.07, -0.89, 2.09]	[-2.41, -1.45, 1.54]	[0.66, 0.09, -1.86]	[0.79, 0.96, -1.17]	[-0.88, 2.48, -2.49]
[-2.39, 0.01, 1.49]	[1.43, 1.75, -1.81]	[-0.79, -1.52, 1.92]	[2.32, 1.57, -2.33]	[-1.48, 0.29, 1.62]	[-1.04, -0.43, -0.06]	[-0.94, 1.1, -0.3]
[0.07, -2.08, -0.29]	[0.68, -1.41, -1.75]	[-0.58, -2.09, 2.06]	[1.93, 1.43, -1.54]	[0.96, -1.01, -0.04]	[-0.2, -1.91, -1.71]	[-0.47, 2.29, 1.38]
[2.05, 2.22, -0.59]	[0.45, -0.37, 0.3]	[0.5, 1.94, -0.29]	[-0.79, -1.21, -1.98]	[0.52, 1.74, -1.79]	[0.24, 0.07, -1.89]	[-2.29, 2.23, 2.11]
[-1.41, 2.06, 0.48]	[0.7, 0.32, 1.25]	[-0.63, -0.15, -1.81]	[1.04, 0.47, -0.64]	[0.51, 2.09, -0.62]	[0.45, 2.31, 1.43]	[-0.89, -1.37, 1.16]
