[2.24, 1.56, 1.04]	[0.05, 0.66, 0.55]	[0.71, 1.65, -1.18]	[0.79, -0.39, 2.4]	[1.9, -0.17, -1.02]	[-0.72, 2.0, 0.72]	[0.1, -1.13, -1.67]
[-2.5, 0.98, 0.41]	[1.02, 2.41, -1.03]	[2.39, -1.54, -0.61]	[-1.04, -1.6, 1.08]	[0.39, -1.33, 1.57]	[1.46, -2.48, -1.75]	[0.3, -1.5, 1.28]
[-1.57, 2.26, -0.38]	[2.14, 1.9, -0.4]	[-0.66, -0.86, 1.38]	[1.58, 0.05, -1.54]	[0.47, 0.29, 1.2]	[-2.11, 1.85, 2.27]	[-1.11, -1.61, -2.33]
[-1.73, 0.15, -1.61]	[2.36, -0.53, -1.35]	[-0.91, -0.28, 1.84]	[0.51, 1.17, 1.65]	[-0.94, -0.83, -0.61]	[-0.62, -0.7, -1.31]	[0.74, -0.65, 1.67]
[-0.42, -1.55, -1.68]	[-2.25, -1.83, 1.2]	[0.58, -0.92, 1.55]	[2.19, -0.5, 0.91]	[0.52, 2.19, 1.26]	[-1.7, -0.25, -0.11]	[-0.77, 1.17, -0.31]
[-1.36, 0.48, -2.16]	[-1.94, 2.29, -1.37]	[1.12, 1.79, 1.42]	[-2.24, 2.43, 0.4]	[-1.41, 1.74, -0.87]	[-2.06, -0.57, -0.73]	[-2.33, -2.32, 1.63]
[-1.82, 1.4, 1.95]	[-2.25, 1.6, -0.23]	[1.27, -1.3, -0.38]	[-0.82, -0.57, 1.31]	[1.24, 0.75, -0.37]	[0.17, 0.31, 2.0]	[-2.45, 0.37, -2.22]
[-1.31, -1.16, 1.7]	[0.09, 2.04, -2.15]	[-0.42, 0.03, -2.15]	[-1.56, 2.38, -0.39]	[-1.13, -1.77, 0.74]	[-1.12, -0.61, 0.4]	[0.88, -1.87, -1.48]
[0.72, 1.52, -0.23]	[-0.39, 1.55, 2.03]	[-0.59, 2.5, -0.88]	[1.49, -0.15, 1.18]	[0.9, -2.08, 1.46]	[-0.51, 1.44, -1.73]	[-0.62, 0.6, -0.33]
[-0.9, 1.53, -1.07]	[-0.02, 0.04, -0.65]	[-0.51, -1.64, -1.26]	[-0.47, 0.6, -1.43]	[1.34, -0.81, 2.05]	[0.73, 1.01, -0.58]	[0.67, 1.07, 0.36]
