[2.36, 2.3, -1.9]	[-0.56, 1.54, -1.15]	[2.44, -0.32, -1.99]	[1.89, -0.88, -1.77]	[-1.74, 1.55, 2.21]	[0.41, 1.19, -1.46]	[0.3, -0.67, -0.01]
[-1.92, 0.02, 1.37]	[1.76, -2.12, -1.79]	[0.96, 0.84, -1.0]	[-2.39, -1.65, 1.71]	[1.11, -2.4, 1.0]	[-1.95, -2.38, -0.89]	[2.03, -2.41, -0.8]
[2.22, -1.52, -0.78]	[2.5, -0.54, -0.32]	[2.29, -0.08, -0.89]	[-1.72, -0.52, 1.5]	[1.62, 1.4, 2.37]	[2.17, 0.12, 0.69]	[0.32, 0.11, 0.96]
[0.52, 2.44, 1.53]	[0.5, -0.34, -0.13]	[-2.08, -1.66, -1.22]	[-1.41, 0.1, -2.11]	[-1.88, 0.79, -0.85]	[2.24, -0.12, 0.61]	[-2.08, 0.0, 2.16]
[-0.08, 1.52, -0.14]	[1.62, 0.55, -1.68]	[2.4, -1.15, -0.53]	[-2.06, 1.59, 1.13]	[-1.63, -2.07, -0.21]	[2.4, -1.13, -0.46]	[1.63, -1.85, 2.35]
[0.62, -2.45, 0.5]	[1.45, -1.94, 2.15]	[1.26, -0.21, -2.39]	[1.21, -2.03, -1.51]	[-0.96, 2.27, 2.3]	[1.75, -1.1, 1.0]	[1.85, -1.27, 2.44]
[-2.25, 0.56, -1.45]	[1.64, 1.44, -1.7]	[-0.55, 1.22, 1.44]	[-0.46, -2.41, -0.55]	[-0.39, -2.17, -0.95]	[-0.62, 0.26, -1.71]	[1.71, -0.91, 1.83]
[-2.49, -2.13, 1.88]	[0.51, -0.04, -0.31]	[-2.23, 0.86, 1.19]	[0.58, 1.77, 1.79]	[-2.45, 2.38, 0.35]	[2.38, 0.14, 0.2]	[-1.34, -2.31, 1.8]
[0.77, 2.18, -0.59]	[2.22, 0.97, -0.03]	[0.08, 1.62, -0.74]	[2.41, 0.98, -1.2]	[-1.09, 1.38, -0.79]	[-1.06, -0.45, -0.38]	[-1.69, 0.97, 1.86]
[-0.04, 2.16, 1.27]	[2.19, -1.64, 0.4]	[0.36, -2.49, 1.36]	[-2.27, -1.13, 1.64]	[1.0, -2.41, -1.88]	[-1.77, -1.97, 1.94]	[-2.0, -0.07, 1.81]
