[1.67, 2.3, 2.25]	[1.73, 0.01, 2.01]	[-2.14, 0.45, 0.12]	[2.02, 1.2, -1.93]	[0.31, 0.11, -1.55]	[0.19, -1.32, -1.89]	[0.68, 1.77, -1.6]
[1.11, -1.29, 1.01]	[2.21, 0.1, 1.72]	[-1.01, -0.32, 1.72]	[0.52, -1.99, -1.27]	[-0.39, -1.01, 0.25]	[-1.28, -1.03, 2.08]	[1.15, 0.46, 1.14]
[0.59, -2.1, -1.96]	[1.49, 0.76, 1.08]	[1.69, 1.66, 0.63]	[2.44, -1.75, -1.56]	[2.02, -0.02, 1.99]	[2.41, 0.2, 1.38]	[1.32, -1.26, 1.05]
[0.14, 1.63, -0.9]	[-2.03, -0.71, -0.76]	[-0.18, 1.14, -0.37]	[-1.69, 2.13, 0.5]	[1.53, 1.52, -0.59]	[-2.01, 1.62, -0.63]	[1.47, 0.53, -0.85]
[-1.37, 1.32, -1.06]	[2.04, -2.19, 0.59]	[0.75, 0.8, 0.76]	[-0.87, 0.3, 0.71]	[-1.66, -2.5, 0.99]	[1.75, 1.49, 1.65]	[0.69, -2.37, 0.79]
[0.14, 1.05, -1.94]	[-1.24, -0.52, 0.18]	[1.57, 0.66, -0.99]	[-1.59, 0.66, -1.15]	[2.41, -1.07, -1.49]	[-1.29, 1.82, -0.01]	[-0.11, -1.55, -1.02]
[0.52, -0.78, 1.37]	[-0.6, -1.53, -2.24]	[-2.12, -1.19, 0.18]	[-1.47, -1.51, -1.94]	[0.22, 1.44, 1.09]	[-1.83, -1.72, -0.79]	[1.17, -1.76, -0.45]
[0.35, -0.97, -1.68]	[0.21, 1.65, -1.04]	[-1.58, -0.1, 1.14]	[-0.76, 1.33, 1.13]	[1.31, 0.23, 2.42]	[1.93, 1.15, 1.39]	[-1.79, -1.05, -1.73]
[-1.6, -0.2, -2.12]	[-1.67, -1.69, 2.39]	[-1.73, -0.37, -1.72]	[-0.79, 0.36, 1.21]	[-1.98, 0.52, -1.92]	[0.21, 0.68, 0.53]	[1.42, 0.08, -0.72]
[1.99, 2.16, 1.97]	[1.12, -1.49, 1.88]	[-0.63, -0.79, 0.51]	[-0.74, -1.72, 0.62]	[-1.91, -1.98, -0.5]	[-1.96, -0.67, 2.09]	[0.36, -2.3, -0.9]
