K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.8670411299950298	0.9682034976152624
10	1	2	0.656738805906245	0.9666136724960255
10	5	1	0.8409434743572752	0.9682034976152624
10	5	2	-1.020722112058396	0.9666136724960255
10	10	1	-0.7655759962964168	0.9682034976152624
10	10	2	-4.969399605463595	0.6883942766295708
20	1	1	0.8670411299950298	0.9682034976152624
20	1	2	0.8315561823332047	0.9682034976152624
20	5	1	0.8409434743572752	0.9682034976152624
20	5	2	-0.8459047356314363	0.9682034976152624
20	10	1	-0.7655759962964168	0.9682034976152624
20	10	2	-4.699843004888487	0.699523052464229
30	1	1	0.8670411299950298	0.9682034976152624
30	1	2	0.8315561823332047	0.9682034976152624
30	5	1	0.8409434743572752	0.9682034976152624
30	5	2	-0.8459047356314363	0.9682034976152624
30	10	1	-0.7655759962964168	0.9682034976152624
30	10	2	-4.699843004888487	0.699523052464229
40	1	1	0.8670411299950298	0.9682034976152624
40	1	2	0.8315561823332047	0.9682034976152624
40	5	1	0.8409434743572752	0.9682034976152624
40	5	2	-0.8459047356314363	0.9682034976152624
40	10	1	-0.7655759962964168	0.9682034976152624
40	10	2	-4.699843004888487	0.699523052464229
50	1	1	0.8670411299950298	0.9682034976152624
50	1	2	0.8315561823332047	0.9682034976152624
50	5	1	0.8409434743572752	0.9682034976152624
50	5	2	-0.8459047356314363	0.9682034976152624
50	10	1	-0.7655759962964168	0.9682034976152624
50	10	2	-4.699843004888487	0.699523052464229
60	1	1	0.8670411299950298	0.9682034976152624
60	1	2	0.8315561823332047	0.9682034976152624
60	5	1	0.8409434743572752	0.9682034976152624
60	5	2	-0.8459047356314363	0.9682034976152624
60	10	1	-0.7655759962964168	0.9682034976152624
60	10	2	-4.699843004888487	0.699523052464229
70	1	1	0.8670411299950298	0.9682034976152624
70	1	2	0.8315561823332047	0.9682034976152624
70	5	1	0.8409434743572752	0.9682034976152624
70	5	2	-0.8459047356314363	0.9682034976152624
70	10	1	-0.7655759962964168	0.9682034976152624
70	10	2	-4.699843004888487	0.699523052464229
80	1	1	0.8670411299950298	0.9682034976152624
80	1	2	0.8315561823332047	0.9682034976152624
80	5	1	0.8409434743572752	0.9682034976152624
80	5	2	-0.8459047356314363	0.9682034976152624
80	10	1	-0.7655759962964168	0.9682034976152624
80	10	2	-4.699843004888487	0.699523052464229
90	1	1	0.8670411299950298	0.9682034976152624
90	1	2	0.8315561823332047	0.9682034976152624
90	5	1	0.8409434743572752	0.9682034976152624
90	5	2	-0.8459047356314363	0.9682034976152624
90	10	1	-0.7655759962964168	0.9682034976152624
90	10	2	-4.699843004888487	0.699523052464229
100	1	1	0.8670411299950298	0.9682034976152624
100	1	2	0.8315561823332047	0.9682034976152624
100	5	1	0.8409434743572752	0.9682034976152624
100	5	2	-0.8459047356314363	0.9682034976152624
100	10	1	-0.7655759962964168	0.9682034976152624
100	10	2	-4.699843004888487	0.699523052464229
---------
10	1	1	0.8670411299950298	0.9571428571428572
10	1	2	0.656738805906245	0.9428571428571428
10	5	1	0.8409434743572752	0.9571428571428572
10	5	2	-1.020722112058396	0.9428571428571428
10	10	1	-0.7655759962964168	0.9428571428571428
10	10	2	-4.969399605463595	0.7428571428571429
20	1	1	0.8670411299950298	0.9571428571428572
20	1	2	0.8315561823332047	0.9571428571428572
20	5	1	0.8409434743572752	0.9571428571428572
20	5	2	-0.8459047356314363	0.9571428571428572
20	10	1	-0.7655759962964168	0.9428571428571428
20	10	2	-4.699843004888487	0.7714285714285715
30	1	1	0.8670411299950298	0.9571428571428572
30	1	2	0.8315561823332047	0.9571428571428572
30	5	1	0.8409434743572752	0.9571428571428572
30	5	2	-0.8459047356314363	0.9571428571428572
30	10	1	-0.7655759962964168	0.9428571428571428
30	10	2	-4.699843004888487	0.7714285714285715
40	1	1	0.8670411299950298	0.9571428571428572
40	1	2	0.8315561823332047	0.9571428571428572
40	5	1	0.8409434743572752	0.9571428571428572
40	5	2	-0.8459047356314363	0.9571428571428572
40	10	1	-0.7655759962964168	0.9428571428571428
40	10	2	-4.699843004888487	0.7714285714285715
50	1	1	0.8670411299950298	0.9571428571428572
50	1	2	0.8315561823332047	0.9571428571428572
50	5	1	0.8409434743572752	0.9571428571428572
50	5	2	-0.8459047356314363	0.9571428571428572
50	10	1	-0.7655759962964168	0.9428571428571428
50	10	2	-4.699843004888487	0.7714285714285715
60	1	1	0.8670411299950298	0.9571428571428572
60	1	2	0.8315561823332047	0.9571428571428572
60	5	1	0.8409434743572752	0.9571428571428572
60	5	2	-0.8459047356314363	0.9571428571428572
60	10	1	-0.7655759962964168	0.9428571428571428
60	10	2	-4.699843004888487	0.7714285714285715
70	1	1	0.8670411299950298	0.9571428571428572
70	1	2	0.8315561823332047	0.9571428571428572
70	5	1	0.8409434743572752	0.9571428571428572
