K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	-0.7641149435294422	0.9682034976152624
10	1	2	0.8699917459207119	0.9682034976152624
10	5	1	0.8594959853325912	0.9682034976152624
10	5	2	0.720626679431712	0.9682034976152624
10	10	1	1.0804337828569592	0.9666136724960255
10	10	2	0.8548026283374771	0.9682034976152624
20	1	1	-0.7641149435294422	0.9682034976152624
20	1	2	0.8699917459207119	0.9682034976152624
20	5	1	0.8594959853325912	0.9682034976152624
20	5	2	0.720626679431712	0.9682034976152624
20	10	1	-0.7972367421822417	0.9682034976152624
20	10	2	0.8548026283374771	0.9682034976152624
30	1	1	-0.7641149435294422	0.9682034976152624
30	1	2	0.8699917459207119	0.9682034976152624
30	5	1	0.8594959853325912	0.9682034976152624
30	5	2	0.720626679431712	0.9682034976152624
30	10	1	-0.7972367421822417	0.9682034976152624
30	10	2	0.8548026283374771	0.9682034976152624
40	1	1	-0.7641149435294422	0.9682034976152624
40	1	2	0.8699917459207119	0.9682034976152624
40	5	1	0.8594959853325912	0.9682034976152624
40	5	2	0.720626679431712	0.9682034976152624
40	10	1	-0.7972367421822417	0.9682034976152624
40	10	2	0.8548026283374771	0.9682034976152624
50	1	1	-0.7641149435294422	0.9682034976152624
50	1	2	0.8699917459207119	0.9682034976152624
50	5	1	0.8594959853325912	0.9682034976152624
50	5	2	0.720626679431712	0.9682034976152624
50	10	1	-0.7972367421822417	0.9682034976152624
50	10	2	0.8548026283374771	0.9682034976152624
60	1	1	-0.7641149435294422	0.9682034976152624
60	1	2	0.8699917459207119	0.9682034976152624
60	5	1	0.8594959853325912	0.9682034976152624
60	5	2	0.720626679431712	0.9682034976152624
60	10	1	-0.7972367421822417	0.9682034976152624
60	10	2	0.8548026283374771	0.9682034976152624
70	1	1	-0.7641149435294422	0.9682034976152624
70	1	2	0.8699917459207119	0.9682034976152624
70	5	1	0.8594959853325912	0.9682034976152624
70	5	2	0.720626679431712	0.9682034976152624
70	10	1	-0.7972367421822417	0.9682034976152624
70	10	2	0.8548026283374771	0.9682034976152624
80	1	1	-0.7641149435294422	0.9682034976152624
80	1	2	0.8699917459207119	0.9682034976152624
80	5	1	0.8594959853325912	0.9682034976152624
80	5	2	0.720626679431712	0.9682034976152624
80	10	1	-0.7972367421822417	0.9682034976152624
80	10	2	0.8548026283374771	0.9682034976152624
90	1	1	-0.7641149435294422	0.9682034976152624
90	1	2	0.8699917459207119	0.9682034976152624
90	5	1	0.8594959853325912	0.9682034976152624
90	5	2	0.720626679431712	0.9682034976152624
90	10	1	-0.7972367421822417	0.9682034976152624
90	10	2	0.8548026283374771	0.9682034976152624
100	1	1	-0.7641149435294422	0.9682034976152624
100	1	2	0.8699917459207119	0.9682034976152624
100	5	1	0.8594959853325912	0.9682034976152624
100	5	2	0.720626679431712	0.9682034976152624
100	10	1	-0.7972367421822417	0.9682034976152624
100	10	2	0.8548026283374771	0.9682034976152624
---------
10	1	1	-0.7641149435294422	0.9428571428571428
10	1	2	0.8699917459207119	0.9571428571428572
10	5	1	0.8594959853325912	0.9571428571428572
10	5	2	0.720626679431712	0.9428571428571428
10	10	1	1.0804337828569592	0.9428571428571428
10	10	2	0.8548026283374771	0.9571428571428572
20	1	1	-0.7641149435294422	0.9428571428571428
20	1	2	0.8699917459207119	0.9571428571428572
20	5	1	0.8594959853325912	0.9571428571428572
20	5	2	0.720626679431712	0.9428571428571428
20	10	1	-0.7972367421822417	0.9428571428571428
20	10	2	0.8548026283374771	0.9571428571428572
30	1	1	-0.7641149435294422	0.9428571428571428
30	1	2	0.8699917459207119	0.9571428571428572
30	5	1	0.8594959853325912	0.9571428571428572
30	5	2	0.720626679431712	0.9428571428571428
30	10	1	-0.7972367421822417	0.9428571428571428
30	10	2	0.8548026283374771	0.9571428571428572
40	1	1	-0.7641149435294422	0.9428571428571428
40	1	2	0.8699917459207119	0.9571428571428572
