K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	-0.7155548198842362	0.9682034976152624
10	1	2	-0.734437376492748	0.9697933227344993
10	5	1	-0.7339490381630492	0.9697933227344993
10	5	2	-0.7272038653961462	0.9697933227344993
10	10	1	-0.846304365954866	0.9682034976152624
10	10	2	0.6936947252360093	0.9666136724960255
20	1	1	-0.7155548198842362	0.9682034976152624
20	1	2	-0.734437376492748	0.9697933227344993
20	5	1	-0.7339490381630492	0.9697933227344993
20	5	2	-0.7272038653961462	0.9697933227344993
20	10	1	-0.846304365954866	0.9682034976152624
20	10	2	0.7696323735704019	0.9682034976152624
30	1	1	-0.7155548198842362	0.9682034976152624
30	1	2	-0.734437376492748	0.9697933227344993
30	5	1	-0.7339490381630492	0.9697933227344993
30	5	2	-0.7272038653961462	0.9697933227344993
30	10	1	-0.846304365954866	0.9682034976152624
30	10	2	0.7696323735704019	0.9682034976152624
40	1	1	-0.7155548198842362	0.9682034976152624
40	1	2	-0.734437376492748	0.9697933227344993
40	5	1	-0.7339490381630492	0.9697933227344993
40	5	2	-0.7272038653961462	0.9697933227344993
40	10	1	-0.846304365954866	0.9682034976152624
40	10	2	0.7696323735704019	0.9682034976152624
50	1	1	-0.7155548198842362	0.9682034976152624
50	1	2	-0.734437376492748	0.9697933227344993
50	5	1	-0.7339490381630492	0.9697933227344993
50	5	2	-0.7272038653961462	0.9697933227344993
50	10	1	-0.846304365954866	0.9682034976152624
50	10	2	0.7696323735704019	0.9682034976152624
60	1	1	0.7310327342036472	0.9697933227344993
60	1	2	-0.734437376492748	0.9697933227344993
60	5	1	-0.7339490381630492	0.9697933227344993
60	5	2	-0.7272038653961462	0.9697933227344993
60	10	1	-0.730659568505197	0.9697933227344993
60	10	2	0.7696323735704019	0.9682034976152624
70	1	1	0.7310327342036472	0.9697933227344993
70	1	2	-0.734437376492748	0.9697933227344993
70	5	1	-0.7339490381630492	0.9697933227344993
70	5	2	-0.7272038653961462	0.9697933227344993
70	10	1	-0.730659568505197	0.9697933227344993
70	10	2	0.7696323735704019	0.9682034976152624
80	1	1	0.7310327342036472	0.9697933227344993
80	1	2	-0.734437376492748	0.9697933227344993
80	5	1	-0.7339490381630492	0.9697933227344993
80	5	2	-0.7272038653961462	0.9697933227344993
80	10	1	-0.730659568505197	0.9697933227344993
80	10	2	0.7696323735704019	0.9682034976152624
90	1	1	0.7310327342036472	0.9697933227344993
90	1	2	-0.734437376492748	0.9697933227344993
90	5	1	-0.7339490381630492	0.9697933227344993
90	5	2	-0.7272038653961462	0.9697933227344993
90	10	1	-0.730659568505197	0.9697933227344993
90	10	2	0.7696323735704019	0.9682034976152624
100	1	1	0.7310327342036472	0.9697933227344993
100	1	2	-0.734437376492748	0.9697933227344993
100	5	1	-0.7339490381630492	0.9697933227344993
100	5	2	-0.7272038653961462	0.9697933227344993
100	10	1	-0.730659568505197	0.9697933227344993
100	10	2	0.7696323735704019	0.9682034976152624
---------
10	1	1	-0.7155548198842362	0.9428571428571428
10	1	2	-0.734437376492748	0.9428571428571428
10	5	1	-0.7339490381630492	0.9428571428571428
10	5	2	-0.7272038653961462	0.9428571428571428
10	10	1	-0.846304365954866	0.9571428571428572
10	10	2	0.6936947252360093	0.9428571428571428
