-1.112,-1.1333,0.48073,-2.6991,0.12106,2.2345,-2.4301,2.8361,-4.3259,3.5614,4.4387,2.3955,3.9369,1.4621,1.4672,1.724,3.7407,1
-0.27021,-0.97831,-0.85394,-4.7532,-4.4016,-0.21828,0.024028,-0.24129,-3.5616,-3.8942,-2.2692,-2.1617,-2.5204,4.724,-2.3341,-2.3325,0.48244,1
-1.2105,-0.66046,3.3107,-4.2037,-0.54217,-3.7807,-4.0772,-0.0051858,-0.70146,3.9527,0.47989,-2.7531,3.5264,-2.8804,-0.99304,0.8598,-3.9698,1
0.13633,-0.67451,-0.013763,0.06894,-2.1472,1.3862,-2.3796,3.7027,-2.7897,2.0921,-0.88645,4.2407,0.81389,1.4661,1.2775,-1.2623,-1.5346,1
-0.21267,-0.64542,2.0417,2.9413,1.6111,-4.3358,3.5541,-3.7076,2.6409,-4.0292,4.6518,1.7879,-2.8423,-0.8094,-4.6991,0.94879,-2.7304,1
-1.5809,-1.4773,-4.6284,3.1942,-2.569,3.7691,-3.891,3.8555,2.7116,-4.9388,-4.2082,-3.4509,-4.6464,0.42616,-2.0975,3.5368,0.041672,1
-1.4474,-1.5409,-1.2351,3.7531,2.0295,-0.76115,-2.5916,1.6104,2.1842,-0.0051734,-2.0017,3.5872,2.5245,-4.4675,4.5189,4.0692,3.4293,1
-1.0683,-0.16907,3.1053,-4.7441,3.5181,2.0583,2.4768,3.544,-2.4631,-0.99681,4.6239,4.6686,2.3829,0.49554,-3.1411,-0.0019922,0.83718,1
-1.3239,-0.75458,-0.7078,-1.2911,-2.1645,-1.4766,2.6109,4.7331,3.5213,-2.562,-4.6498,-4.4237,-3.7421,1.2924,0.097327,1.2606,-3.2439,1
-0.75848,-0.76052,1.6326,1.5373,4.35,-2.2513,2.4385,0.62745,-1.9303,-4.193,2.5471,-3.0779,3.318,2.0746,-4.0361,2.8246,-1.6518,1
-0.61063,-0.81838,-1.0739,-1.6273,3.1337,4.866,-3.4624,-0.30086,0.32893,-1.4019,4.5021,-4.0266,2.1095,2.2503,3.7344,-1.9811,-2.1193,1
-0.6511,-0.5147,2.317,2.1245,1.2653,4.8343,-0.1095,1.4067,-3.5439,-1.9079,4.8864,2.1281,4.3532,1.4156,-0.60208,1.2148,-4.4156,1
-1.5141,-0.83627,-1.9504,1.4995,-4.4226,0.72162,2.9018,-4.6335,3.9847,3.7386,0.056156,-1.9217,-1.3232,4.4074,-2.8517,-0.74203,0.89239,1
0.097579,-0.94406,3.4904,3.4924,-4.0617,3.239,-0.18665,-0.47287,-2.4638,1.5792,-4.9506,4.2436,-3.2189,2.2133,-1.9505,-0.10839,1.2072,1
-0.81511,0.014545,1.9831,3.1777,-1.4471,-4.8777,1.1117,0.84269,-3.8191,-2.0456,-1.0021,4.3073,-0.30641,3.9551,0.39534,0.91338,-0.57313,1
-0.98896,-0.75134,-3.8248,3.1703,-0.69435,4.8163,2.2005,1.4013,-2.0271,0.47593,-4.9788,4.1319,2.9393,-2.8585,-0.27023,-4.4756,2.8054,1
-0.82448,-1.4958,2.6007,-4.8326,-2.2489,-4.5159,-3.244,0.66239,-3.6371,-2.5853,1.4347,-1.6505,-1.5377,-3.1325,4.5879,-4.078,3.4782,1
-1.55,-0.087547,2.3169,3.7784,4.1189,-4.7459,4.2494,1.8802,0.076359,4.3364,2.8037,-1.2709,1.0462,-4.2507,-2.5579,-2.3546,3.0395,1
-1.0263,0.45582,-4.0413,2.7762,-1.456,3.4294,-1.0398,2.2031,-1.1734,4.5148,-4.0809,-0.14162,-0.90721,-1.1252,4.2559,1.0471,-1.1755,1
-0.19363,-0.33565,3.3352,-2.6177,1.9036,-4.2354,2.1547,-3.0519,2.6741,-3.2427,2.2734,4.1598,-1.3089,-4.7594,-0.71377,-4.8617,-4.0274,1
-1.016,-1.517,1.0949,-1.8447,-1.0989,3.8585,0.40108,-4.639,0.4045,-4.1858,4.0706,1.1648,4.487,1.994,-0.091232,3.053,0.076541,1
0.032889,-1.6422,-3.99,3.9016,3.1144,3.3936,-0.51679,1.3304,2.8699,4.7944,3.3587,1.3251,4.6678,-4.3182,3.8896,-2.829,-2.7093,1
-1.5944,-0.75767,-1.3038,2.2661,1.5437,-3.6543,-3.2141,-1.8137,-2.3379,0.22848,-1.4948,0.20864,2.0977,-3.5121,-1.7019,1.1706,-4.0876,1
-0.30251,-0.62489,-1.1704,2.8816,-3.1999,-4.5949,1.0988,4.7115,4.4245,0.22474,0.32889,-3.5094,1.7802,0.28338,1.44,-1.7358,3.5697,1
-0.2573,-0.57833,1.7258,-4.4114,-4.9308,4.4399,4.9812,-4.2441,4.278,-4.9385,0.94609,-4.6099,0.59639,4.6635,-1.8512,-3.1964,-4.2551,1
-0.40883,-1.1124,-0.053324,2.8248,-3.6774,-1.4463,-2.2165,3.3698,-0.38844,4.0721,-2.1325,-2.0436,2.0034,-2.3541,1.1912,2.2446,-4.2457,1
-1.1119,-0.73924,-2.0948,-3.206,3.1661,1.4067,4.9226,-0.12637,3.6593,2.4961,-3.9168,-3.3118,4.1828,1.4736,1.4892,-3.7399,3.6834,1
-0.10863,-0.88966,3.9446,4.3754,3.8633,3.7558,4.0007,0.10911,-3.5678,3.4909,4.4994,3.4335,2.803,2.312,0.95813,1.6532,-1.2106,1
-1.8233,-0.72428,-3.1429,-4.9613,-0.59576,4.9499,-2.2013,-2.6622,-4.073,0.17274,4.5477,-0.43808,-2.0091,-2.7547,-1.1147,4.56,-1.9711,1
-0.88115,-0.93509,2.8381,3.6493,1.2227,4.0519,-3.6814,0.16885,1.3603,-2.9883,4.772,-4.0718,-0.42814,-0.0598,-3.098,0.4812,3.7289,1
-0.61854,-1.8578,1.9063,-0.19557,0.29213,4.635,0.42463,-3.2898,0.57338,-3.0063,-2.8602,-3.3686,-0.19584,1.2558,-1.0367,-3.3406,2.1109,1
-1.8092,-1.9441,-4.9127,4.777,-3.7237,2.1891,-4.8641,-3.3221,-2.2482,1.6016,-4.0903,-2.4481,3.2075,0.96498,0.23116,-2.8618,-2.4773,1
-0.78473,-0.43854,-0.96334,1.2798,-2.517,-2.8904,-1.9851,4.9048,3.9159,-2.7849,4.8018,-1.5117,-3.1863,-4.4508,4.6813,-4.7133,-1.0465,1
-1.1782,-0.95693,-1.3715,-3.5698,2.8101,-3.362,-2.1493,-1.355,1.9493,0.26631,4.4218,-0.05012,3.1603,-4.0207,-1.4266,0.96181,-1.7928,1
-0.66765,-1.5623,4.1316,0.032912,3.9382,3.3846,-1.4071,-1.6436,-4.9533,-0.96002,-2.1909,0.80841,3.8838,3.9501,1.9246,2.7492,-0.90671,1
