K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	-0.8514549457713912	0.9666136724960255
10	1	2	0.7046011950119986	0.958664546899841
10	5	1	0.9478668459325734	0.9650238473767886
10	5	2	0.8602657137366706	0.9666136724960255
10	10	1	1.0938283088365657	0.9618441971383148
10	10	2	1.0516742039034943	0.9634340222575517
20	1	1	-0.8514549457713912	0.9666136724960255
20	1	2	0.9812553218956284	0.9650238473767886
20	5	1	0.9478668459325734	0.9650238473767886
20	5	2	0.8602657137366706	0.9666136724960255
20	10	1	-0.8399186423811067	0.9650238473767886
20	10	2	0.9034794726505687	0.9650238473767886
30	1	1	-0.8514549457713912	0.9666136724960255
30	1	2	0.9812553218956284	0.9650238473767886
30	5	1	0.9478668459325734	0.9650238473767886
30	5	2	0.8602657137366706	0.9666136724960255
30	10	1	-0.8399186423811067	0.9650238473767886
30	10	2	0.9034794726505687	0.9650238473767886
40	1	1	-0.8514549457713912	0.9666136724960255
40	1	2	0.9812553218956284	0.9650238473767886
40	5	1	0.9478668459325734	0.9650238473767886
40	5	2	0.8602657137366706	0.9666136724960255
40	10	1	-0.8399186423811067	0.9650238473767886
40	10	2	-0.8443131006401087	0.9666136724960255
50	1	1	-0.8514549457713912	0.9666136724960255
50	1	2	0.9812553218956284	0.9650238473767886
50	5	1	0.9478668459325734	0.9650238473767886
50	5	2	0.8602657137366706	0.9666136724960255
50	10	1	-0.8399186423811067	0.9650238473767886
50	10	2	-0.8443131006401087	0.9666136724960255
60	1	1	-0.8514549457713912	0.9666136724960255
60	1	2	0.9812553218956284	0.9650238473767886
60	5	1	0.9478668459325734	0.9650238473767886
60	5	2	0.8602657137366706	0.9666136724960255
60	10	1	-0.8399186423811067	0.9650238473767886
60	10	2	-0.8443131006401087	0.9666136724960255
70	1	1	-0.8514549457713912	0.9666136724960255
70	1	2	0.9812553218956284	0.9650238473767886
70	5	1	0.9478668459325734	0.9650238473767886
70	5	2	0.8602657137366706	0.9666136724960255
70	10	1	-0.8399186423811067	0.9650238473767886
70	10	2	-0.8443131006401087	0.9666136724960255
80	1	1	-0.8514549457713912	0.9666136724960255
80	1	2	0.9812553218956284	0.9650238473767886
80	5	1	0.9478668459325734	0.9650238473767886
80	5	2	0.8602657137366706	0.9666136724960255
80	10	1	0.8608661308642507	0.9666136724960255
80	10	2	-0.8443131006401087	0.9666136724960255
90	1	1	-0.8514549457713912	0.9666136724960255
90	1	2	0.9812553218956284	0.9650238473767886
90	5	1	0.9478668459325734	0.9650238473767886
90	5	2	0.8602657137366706	0.9666136724960255
90	10	1	0.8608661308642507	0.9666136724960255
90	10	2	-0.8443131006401087	0.9666136724960255
100	1	1	-0.8514549457713912	0.9666136724960255
100	1	2	0.9812553218956284	0.9650238473767886
100	5	1	0.8602657137366706	0.9666136724960255
100	5	2	0.8602657137366706	0.9666136724960255
100	10	1	0.8608661308642507	0.9666136724960255
100	10	2	-0.8443131006401087	0.9666136724960255
---------
10	1	1	-0.8514549457713912	0.9714285714285714
10	1	2	0.7046011950119986	0.9714285714285714
10	5	1	0.9478668459325734	0.9714285714285714
10	5	2	0.8602657137366706	0.9714285714285714
10	10	1	1.0938283088365657	0.9571428571428572
10	10	2	1.0516742039034943	0.9714285714285714
20	1	1	-0.8514549457713912	0.9714285714285714
20	1	2	0.9812553218956284	0.9714285714285714
20	5	1	0.9478668459325734	0.9714285714285714
20	5	2	0.8602657137366706	0.9714285714285714
20	10	1	-0.8399186423811067	0.9714285714285714
20	10	2	0.9034794726505687	0.9714285714285714
30	1	1	-0.8514549457713912	0.9714285714285714
30	1	2	0.9812553218956284	0.9714285714285714
30	5	1	0.9478668459325734	0.9714285714285714
30	5	2	0.8602657137366706	0.9714285714285714
30	10	1	-0.8399186423811067	0.9714285714285714
30	10	2	0.9034794726505687	0.9714285714285714
40	1	1	-0.8514549457713912	0.9714285714285714
40	1	2	0.9812553218956284	0.9714285714285714
40	5	1	0.9478668459325734	0.9714285714285714
40	5	2	0.8602657137366706	0.9714285714285714
40	10	1	-0.8399186423811067	0.9714285714285714
40	10	2	-0.8443131006401087	0.9714285714285714
50	1	1	-0.8514549457713912	0.9714285714285714
50	1	2	0.9812553218956284	0.9714285714285714
50	5	1	0.9478668459325734	0.9714285714285714
50	5	2	0.8602657137366706	0.9714285714285714
50	10	1	-0.8399186423811067	0.9714285714285714
50	10	2	-0.8443131006401087	0.9714285714285714
60	1	1	-0.8514549457713912	0.9714285714285714
60	1	2	0.9812553218956284	0.9714285714285714
60	5	1	0.9478668459325734	0.9714285714285714
60	5	2	0.8602657137366706	0.9714285714285714
60	10	1	-0.8399186423811067	0.9714285714285714
60	10	2	-0.8443131006401087	0.9714285714285714
70	1	1	-0.8514549457713912	0.9714285714285714
70	1	2	0.9812553218956284	0.9714285714285714
70	5	1	0.9478668459325734	0.9714285714285714
70	5	2	0.8602657137366706	0.9714285714285714
70	10	1	-0.8399186423811067	0.9714285714285714
70	10	2	-0.8443131006401087	0.9714285714285714
