K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	1.1078578689413328	0.9618441971383148
10	1	2	-1.1024206398336653	0.9618441971383148
10	5	1	-0.8278469036140874	0.9666136724960255
10	5	2	-0.951831981648824	0.9650238473767886
10	10	1	-0.8082395642084864	0.9666136724960255
10	10	2	-0.9618669793196674	0.9650238473767886
20	1	1	1.1078578689413328	0.9618441971383148
20	1	2	-0.891782762849133	0.9650238473767886
20	5	1	-0.8278469036140874	0.9666136724960255
20	5	2	-0.8056323345704846	0.9666136724960255
20	10	1	-0.8082395642084864	0.9666136724960255
20	10	2	-0.8156673322413279	0.9666136724960255
30	1	1	-0.9907050612378495	0.9650238473767886
30	1	2	-0.891782762849133	0.9650238473767886
30	5	1	-0.8278469036140874	0.9666136724960255
30	5	2	-0.8056323345704846	0.9666136724960255
30	10	1	-0.8082395642084864	0.9666136724960255
30	10	2	-0.8156673322413279	0.9666136724960255
40	1	1	-0.9907050612378495	0.9650238473767886
40	1	2	-0.891782762849133	0.9650238473767886
40	5	1	-0.8278469036140874	0.9666136724960255
40	5	2	-0.8056323345704846	0.9666136724960255
40	10	1	-0.8082395642084864	0.9666136724960255
40	10	2	-0.8156673322413279	0.9666136724960255
50	1	1	-0.9907050612378495	0.9650238473767886
50	1	2	-0.891782762849133	0.9650238473767886
50	5	1	-0.8278469036140874	0.9666136724960255
50	5	2	-0.8056323345704846	0.9666136724960255
50	10	1	-0.8082395642084864	0.9666136724960255
50	10	2	-0.8156673322413279	0.9666136724960255
60	1	1	0.8480018530186596	0.9666136724960255
60	1	2	-0.891782762849133	0.9650238473767886
60	5	1	-0.8278469036140874	0.9666136724960255
60	5	2	-0.8056323345704846	0.9666136724960255
60	10	1	-0.8082395642084864	0.9666136724960255
60	10	2	-0.8156673322413279	0.9666136724960255
70	1	1	0.8480018530186596	0.9666136724960255
70	1	2	-0.891782762849133	0.9650238473767886
70	5	1	-0.8278469036140874	0.9666136724960255
70	5	2	-0.8056323345704846	0.9666136724960255
70	10	1	-0.8082395642084864	0.9666136724960255
70	10	2	-0.8156673322413279	0.9666136724960255
80	1	1	0.8480018530186596	0.9666136724960255
80	1	2	-0.891782762849133	0.9650238473767886
80	5	1	-0.8278469036140874	0.9666136724960255
80	5	2	-0.8056323345704846	0.9666136724960255
80	10	1	-0.8082395642084864	0.9666136724960255
80	10	2	-0.8156673322413279	0.9666136724960255
90	1	1	0.8480018530186596	0.9666136724960255
90	1	2	-0.8278469036140874	0.9666136724960255
90	5	1	-0.8278469036140874	0.9666136724960255
90	5	2	-0.8056323345704846	0.9666136724960255
90	10	1	-0.8082395642084864	0.9666136724960255
90	10	2	-0.8156673322413279	0.9666136724960255
100	1	1	0.8480018530186596	0.9666136724960255
100	1	2	-0.8278469036140874	0.9666136724960255
100	5	1	-0.8278469036140874	0.9666136724960255
100	5	2	-0.8056323345704846	0.9666136724960255
100	10	1	-0.8082395642084864	0.9666136724960255
100	10	2	-0.8156673322413279	0.9666136724960255
---------
10	1	1	1.1078578689413328	0.9571428571428572
10	1	2	-1.1024206398336653	0.9571428571428572
10	5	1	-0.8278469036140874	0.9714285714285714
10	5	2	-0.951831981648824	0.9714285714285714
10	10	1	-0.8082395642084864	0.9714285714285714
10	10	2	-0.9618669793196674	0.9714285714285714
20	1	1	1.1078578689413328	0.9571428571428572
20	1	2	-0.891782762849133	0.9714285714285714
20	5	1	-0.8278469036140874	0.9714285714285714
20	5	2	-0.8056323345704846	0.9714285714285714
20	10	1	-0.8082395642084864	0.9714285714285714
20	10	2	-0.8156673322413279	0.9714285714285714
30	1	1	-0.9907050612378495	0.9714285714285714
30	1	2	-0.891782762849133	0.9714285714285714
30	5	1	-0.8278469036140874	0.9714285714285714
30	5	2	-0.8056323345704846	0.9714285714285714
30	10	1	-0.8082395642084864	0.9714285714285714
30	10	2	-0.8156673322413279	0.9714285714285714
40	1	1	-0.9907050612378495	0.9714285714285714
40	1	2	-0.891782762849133	0.9714285714285714
40	5	1	-0.8278469036140874	0.9714285714285714
40	5	2	-0.8056323345704846	0.9714285714285714
40	10	1	-0.8082395642084864	0.9714285714285714
40	10	2	-0.8156673322413279	0.9714285714285714
50	1	1	-0.9907050612378495	0.9714285714285714
50	1	2	-0.891782762849133	0.9714285714285714
50	5	1	-0.8278469036140874	0.9714285714285714
50	5	2	-0.8056323345704846	0.9714285714285714
50	10	1	-0.8082395642084864	0.9714285714285714
