K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.9993226009758485	0.9650238473767886
10	1	2	1.0300819903633327	0.9634340222575517
10	5	1	0.859142486762953	0.9666136724960255
10	5	2	3.377725257926995	0.8155802861685215
10	10	1	0.7831068558597302	0.9650238473767886
10	10	2	3.0691664458339165	0.8314785373608903
20	1	1	0.9993226009758485	0.9650238473767886
20	1	2	1.0300819903633327	0.9634340222575517
20	5	1	0.859142486762953	0.9666136724960255
20	5	2	1.4112519368968732	0.9411764705882353
20	10	1	0.7831068558597302	0.9650238473767886
20	10	2	1.1026931248037946	0.9618441971383148
30	1	1	0.9993226009758485	0.9650238473767886
30	1	2	1.0300819903633327	0.9634340222575517
30	5	1	0.859142486762953	0.9666136724960255
30	5	2	0.9561896749102147	0.9650238473767886
30	10	1	0.7831068558597302	0.9650238473767886
30	10	2	1.0184797408065922	0.9634340222575517
40	1	1	0.9993226009758485	0.9650238473767886
40	1	2	0.9983826835466222	0.9650238473767886
40	5	1	0.859142486762953	0.9666136724960255
40	5	2	0.9561896749102147	0.9650238473767886
40	10	1	0.7831068558597302	0.9650238473767886
40	10	2	0.987792002745581	0.9650238473767886
50	1	1	0.8190745556051471	0.9666136724960255
50	1	2	0.9983826835466222	0.9650238473767886
50	5	1	0.859142486762953	0.9666136724960255
50	5	2	0.9561896749102147	0.9650238473767886
50	10	1	0.7831068558597302	0.9650238473767886
50	10	2	0.987792002745581	0.9650238473767886
60	1	1	0.8190745556051471	0.9666136724960255
60	1	2	0.9983826835466222	0.9650238473767886
60	5	1	0.859142486762953	0.9666136724960255
60	5	2	0.8356318584780551	0.9666136724960255
60	10	1	0.7831068558597302	0.9650238473767886
60	10	2	0.8168549140827067	0.9666136724960255
70	1	1	0.8190745556051471	0.9666136724960255
70	1	2	0.9983826835466222	0.9650238473767886
70	5	1	0.859142486762953	0.9666136724960255
70	5	2	0.8356318584780551	0.9666136724960255
70	10	1	0.7831068558597302	0.9650238473767886
70	10	2	0.8168549140827067	0.9666136724960255
80	1	1	0.8190745556051471	0.9666136724960255
80	1	2	0.9983826835466222	0.9650238473767886
80	5	1	0.859142486762953	0.9666136724960255
80	5	2	0.8356318584780551	0.9666136724960255
80	10	1	0.7831068558597302	0.9650238473767886
80	10	2	0.8168549140827067	0.9666136724960255
90	1	1	0.8190745556051471	0.9666136724960255
90	1	2	0.8144368984175923	0.9666136724960255
90	5	1	0.859142486762953	0.9666136724960255
90	5	2	0.8356318584780551	0.9666136724960255
90	10	1	0.7831068558597302	0.9650238473767886
90	10	2	0.8168549140827067	0.9666136724960255
100	1	1	0.8190745556051471	0.9666136724960255
100	1	2	0.8144368984175923	0.9666136724960255
100	5	1	0.859142486762953	0.9666136724960255
100	5	2	0.8356318584780551	0.9666136724960255
100	10	1	0.7831068558597302	0.9650238473767886
100	10	2	0.8168549140827067	0.9666136724960255
---------
10	1	1	0.9993226009758485	0.9714285714285714
10	1	2	1.0300819903633327	0.9714285714285714
10	5	1	0.859142486762953	0.9714285714285714
10	5	2	3.377725257926995	0.8571428571428571
10	10	1	0.7831068558597302	0.9714285714285714
10	10	2	3.0691664458339165	0.8571428571428571
20	1	1	0.9993226009758485	0.9714285714285714
20	1	2	1.0300819903633327	0.9714285714285714
20	5	1	0.859142486762953	0.9714285714285714
20	5	2	1.4112519368968732	0.9428571428571428
20	10	1	0.7831068558597302	0.9714285714285714
20	10	2	1.1026931248037946	0.9571428571428572
30	1	1	0.9993226009758485	0.9714285714285714
30	1	2	1.0300819903633327	0.9714285714285714
30	5	1	0.859142486762953	0.9714285714285714
30	5	2	0.9561896749102147	0.9714285714285714
30	10	1	0.7831068558597302	0.9714285714285714
30	10	2	1.0184797408065922	0.9714285714285714
40	1	1	0.9993226009758485	0.9714285714285714
40	1	2	0.9983826835466222	0.9714285714285714
40	5	1	0.859142486762953	0.9714285714285714
40	5	2	0.9561896749102147	0.9714285714285714
40	10	1	0.7831068558597302	0.9714285714285714
40	10	2	0.987792002745581	0.9714285714285714
50	1	1	0.8190745556051471	0.9714285714285714
50	1	2	0.9983826835466222	0.9714285714285714
50	5	1	0.859142486762953	0.9714285714285714
50	5	2	0.9561896749102147	0.9714285714285714
50	10	1	0.7831068558597302	0.9714285714285714
50	10	2	0.987792002745581	0.9714285714285714
60	1	1	0.8190745556051471	0.9714285714285714
60	1	2	0.9983826835466222	0.9714285714285714
60	5	1	0.859142486762953	0.9714285714285714
60	5	2	0.8356318584780551	0.9714285714285714
60	10	1	0.7831068558597302	0.9714285714285714
60	10	2	0.8168549140827067	0.9714285714285714
70	1	1	0.8190745556051471	0.9714285714285714
70	1	2	0.9983826835466222	0.9714285714285714
70	5	1	0.859142486762953	0.9714285714285714
70	5	2	0.8356318584780551	0.9714285714285714
70	10	1	0.7831068558597302	0.9714285714285714
70	10	2	0.8168549140827067	0.9714285714285714
80	1	1	0.8190745556051471	0.9714285714285714
80	1	2	0.9983826835466222	0.9714285714285714
80	5	1	0.859142486762953	0.9714285714285714
80	5	2	0.8356318584780551	0.9714285714285714
80	10	1	0.7831068558597302	0.9714285714285714
80	10	2	0.8168549140827067	0.9714285714285714
90	1	1	0.8190745556051471	0.9714285714285714
90	1	2	0.8144368984175923	0.9714285714285714
90	5	1	0.859142486762953	0.9714285714285714
90	5	2	0.8356318584780551	0.9714285714285714
90	10	1	0.7831068558597302	0.9714285714285714
90	10	2	0.8168549140827067	0.9714285714285714
100	1	1	0.8190745556051471	0.9714285714285714
100	1	2	0.8144368984175923	0.9714285714285714
100	5	1	0.859142486762953	0.9714285714285714
100	5	2	0.8356318584780551	0.9714285714285714
100	10	1	0.7831068558597302	0.9714285714285714
100	10	2	0.8168549140827067	0.9714285714285714
