K_max	Best Sigma	Accuracy
10	0.7157612862394023	0.9650238473767886
20	0.9148581084058157	0.9666136724960255
30	0.9148581084058157	0.9666136724960255
40	0.9148581084058157	0.9666136724960255
50	0.8287546201759198	0.9697933227344993
60	0.8287546201759198	0.9697933227344993
70	0.8287546201759198	0.9697933227344993
80	0.8287546201759198	0.9697933227344993
90	0.8287546201759198	0.9697933227344993
100	0.8287546201759198	0.9697933227344993
---------
10	0.7157612862394023	0.9714285714285714
20	0.9148581084058157	0.9571428571428572
30	0.9148581084058157	0.9571428571428572
40	0.9148581084058157	0.9571428571428572
50	0.8287546201759198	0.9714285714285714
60	0.8287546201759198	0.9714285714285714
70	0.8287546201759198	0.9714285714285714
80	0.8287546201759198	0.9714285714285714
90	0.8287546201759198	0.9714285714285714
100	0.8287546201759198	0.9714285714285714
