K_max	Best Sigma	Accuracy
10	0.7706742439831326	0.9634340222575517
20	0.7706742439831326	0.9634340222575517
30	0.8061945046605878	0.9666136724960255
40	0.8061945046605878	0.9666136724960255
50	0.8061945046605878	0.9666136724960255
60	0.8061945046605878	0.9666136724960255
70	0.8061945046605878	0.9666136724960255
80	0.8061945046605878	0.9666136724960255
90	0.8061945046605878	0.9666136724960255
100	0.8061945046605878	0.9666136724960255
---------
10	0.7706742439831326	0.9714285714285714
20	0.7706742439831326	0.9714285714285714
30	0.8061945046605878	0.9714285714285714
40	0.8061945046605878	0.9714285714285714
50	0.8061945046605878	0.9714285714285714
60	0.8061945046605878	0.9714285714285714
70	0.8061945046605878	0.9714285714285714
80	0.8061945046605878	0.9714285714285714
90	0.8061945046605878	0.9714285714285714
100	0.8061945046605878	0.9714285714285714
