K_max	Best Sigma	Accuracy
10	0.8775513441226303	0.9666136724960255
20	0.8775513441226303	0.9666136724960255
30	0.8775513441226303	0.9666136724960255
40	0.8775513441226303	0.9666136724960255
50	0.8646405553302674	0.9682034976152624
60	0.8646405553302674	0.9682034976152624
70	0.8646405553302674	0.9682034976152624
80	0.8646405553302674	0.9682034976152624
90	0.8646405553302674	0.9682034976152624
100	0.8646405553302674	0.9682034976152624
---------
10	0.8775513441226303	0.9714285714285714
20	0.8775513441226303	0.9714285714285714
30	0.8775513441226303	0.9714285714285714
40	0.8775513441226303	0.9714285714285714
50	0.8646405553302674	0.9714285714285714
60	0.8646405553302674	0.9714285714285714
70	0.8646405553302674	0.9714285714285714
80	0.8646405553302674	0.9714285714285714
90	0.8646405553302674	0.9714285714285714
100	0.8646405553302674	0.9714285714285714
