K_max	Best Sigma	Accuracy
10	0.8647141376635562	0.9682034976152624
20	0.8647141376635562	0.9682034976152624
30	0.8647141376635562	0.9682034976152624
40	0.8647141376635562	0.9682034976152624
50	0.8647141376635562	0.9682034976152624
60	0.8647141376635562	0.9682034976152624
70	0.808522630797812	0.9697933227344993
80	0.808522630797812	0.9697933227344993
90	0.808522630797812	0.9697933227344993
100	0.808522630797812	0.9697933227344993
---------
10	0.8647141376635562	0.9714285714285714
20	0.8647141376635562	0.9714285714285714
30	0.8647141376635562	0.9714285714285714
40	0.8647141376635562	0.9714285714285714
50	0.8647141376635562	0.9714285714285714
60	0.8647141376635562	0.9714285714285714
70	0.808522630797812	0.9714285714285714
80	0.808522630797812	0.9714285714285714
90	0.808522630797812	0.9714285714285714
100	0.808522630797812	0.9714285714285714
