K_max	Best Sigma	Accuracy
10	0.9614067150480257	0.9650238473767886
20	0.7452190541539454	0.9666136724960255
30	0.7452190541539454	0.9666136724960255
40	0.8792524187277295	0.9682034976152624
50	0.8792524187277295	0.9682034976152624
60	0.8282546357666847	0.9697933227344993
70	0.8282546357666847	0.9697933227344993
80	0.8282546357666847	0.9697933227344993
90	0.8282546357666847	0.9697933227344993
100	0.8282546357666847	0.9697933227344993
---------
10	0.9614067150480257	0.9714285714285714
20	0.7452190541539454	0.9714285714285714
30	0.7452190541539454	0.9714285714285714
40	0.8792524187277295	0.9571428571428572
50	0.8792524187277295	0.9571428571428572
60	0.8282546357666847	0.9714285714285714
70	0.8282546357666847	0.9714285714285714
80	0.8282546357666847	0.9714285714285714
90	0.8282546357666847	0.9714285714285714
100	0.8282546357666847	0.9714285714285714
