K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.7158867936790488	0.9682034976152624
10	1.5	0.7	0.5	0.8455971245086088	0.9682034976152624
10	1.5	0.5	0.1	0.7176894764824582	0.9682034976152624
10	1.5	0.5	0.5	0.8103397127892867	0.9682034976152624
10	2	0.7	0.1	0.7158867936790488	0.9682034976152624
10	2	0.7	0.5	0.8455971245086088	0.9682034976152624
10	2	0.5	0.1	0.7176894764824582	0.9682034976152624
10	2	0.5	0.5	0.8103397127892867	0.9682034976152624
20	1.5	0.7	0.1	0.7533323365070337	0.9682034976152624
20	1.5	0.7	0.5	0.8044460088224491	0.9682034976152624
20	1.5	0.5	0.1	0.7533323365070337	0.9682034976152624
20	1.5	0.5	0.5	0.8396959339645066	0.9682034976152624
20	2	0.7	0.1	0.7533323365070337	0.9682034976152624
20	2	0.7	0.5	0.8044460088224491	0.9682034976152624
20	2	0.5	0.1	0.7533323365070337	0.9682034976152624
20	2	0.5	0.5	0.8396959339645066	0.9682034976152624
30	1.5	0.7	0.1	0.7666214784115618	0.9682034976152624
30	1.5	0.7	0.5	0.7349038766066587	0.9682034976152624
30	1.5	0.5	0.1	0.7666214784115618	0.9682034976152624
30	1.5	0.5	0.5	0.7312731071450367	0.9682034976152624
30	2	0.7	0.1	0.7666214784115618	0.9682034976152624
30	2	0.7	0.5	0.7349038766066587	0.9682034976152624
30	2	0.5	0.1	0.7666214784115618	0.9682034976152624
30	2	0.5	0.5	0.7312731071450367	0.9682034976152624
40	1.5	0.7	0.1	0.8031359494878803	0.9682034976152624
40	1.5	0.7	0.5	0.7349038766066587	0.9682034976152624
40	1.5	0.5	0.1	0.7626660664894309	0.9682034976152624
40	1.5	0.5	0.5	0.833259420792432	0.9682034976152624
40	2	0.7	0.1	0.8031359494878803	0.9682034976152624
40	2	0.7	0.5	0.7349038766066587	0.9682034976152624
40	2	0.5	0.1	0.7626660664894309	0.9682034976152624
40	2	0.5	0.5	0.833259420792432	0.9682034976152624
50	1.5	0.7	0.1	0.719807554821675	0.9682034976152624
50	1.5	0.7	0.5	0.7349038766066587	0.9682034976152624
50	1.5	0.5	0.1	0.719807554821675	0.9682034976152624
50	1.5	0.5	0.5	0.8316540300231743	0.9682034976152624
50	2	0.7	0.1	0.719807554821675	0.9682034976152624
50	2	0.7	0.5	0.7349038766066587	0.9682034976152624
50	2	0.5	0.1	0.719807554821675	0.9682034976152624
50	2	0.5	0.5	0.8316540300231743	0.9682034976152624
60	1.5	0.7	0.1	0.715154139758267	0.9682034976152624
60	1.5	0.7	0.5	0.7138359831484086	0.9682034976152624
60	1.5	0.5	0.1	0.715154139758267	0.9682034976152624
60	1.5	0.5	0.5	0.8588534924859003	0.9682034976152624
60	2	0.7	0.1	0.715154139758267	0.9682034976152624
60	2	0.7	0.5	0.7138359831484086	0.9682034976152624
60	2	0.5	0.1	0.715154139758267	0.9682034976152624
60	2	0.5	0.5	0.8588534924859003	0.9682034976152624
70	1.5	0.7	0.1	0.7471003800965134	0.9682034976152624
70	1.5	0.7	0.5	0.8467171665186406	0.9682034976152624
70	1.5	0.5	0.1	0.7471003800965134	0.9682034976152624
70	1.5	0.5	0.5	0.8467171665186406	0.9682034976152624
70	2	0.7	0.1	0.7471003800965134	0.9682034976152624
70	2	0.7	0.5	0.8467171665186406	0.9682034976152624
70	2	0.5	0.1	0.7471003800965134	0.9682034976152624
70	2	0.5	0.5	0.8467171665186406	0.9682034976152624
80	1.5	0.7	0.1	0.7400217273124672	0.9682034976152624
80	1.5	0.7	0.5	0.8113239025984098	0.9682034976152624
80	1.5	0.5	0.1	0.7400217273124672	0.9682034976152624
80	1.5	0.5	0.5	0.8113239025984098	0.9682034976152624
80	2	0.7	0.1	0.7400217273124672	0.9682034976152624
80	2	0.7	0.5	0.8113239025984098	0.9682034976152624
80	2	0.5	0.1	0.7400217273124672	0.9682034976152624
80	2	0.5	0.5	0.8113239025984098	0.9682034976152624
90	1.5	0.7	0.1	0.7240955422083627	0.9682034976152624
90	1.5	0.7	0.5	0.731692977077887	0.9682034976152624
90	1.5	0.5	0.1	0.7240955422083627	0.9682034976152624
90	1.5	0.5	0.5	0.731692977077887	0.9682034976152624
90	2	0.7	0.1	0.7240955422083627	0.9682034976152624
90	2	0.7	0.5	0.731692977077887	0.9682034976152624
90	2	0.5	0.1	0.7240955422083627	0.9682034976152624
90	2	0.5	0.5	0.731692977077887	0.9682034976152624
100	1.5	0.7	0.1	0.7601080503643476	0.9682034976152624
100	1.5	0.7	0.5	0.7288439390018154	0.9682034976152624
100	1.5	0.5	0.1	0.7592942905730544	0.9682034976152624
100	1.5	0.5	0.5	0.8575957080387173	0.9682034976152624
100	2	0.7	0.1	0.7601080503643476	0.9682034976152624
100	2	0.7	0.5	0.7288439390018154	0.9682034976152624
100	2	0.5	0.1	0.7592942905730544	0.9682034976152624
100	2	0.5	0.5	0.8575957080387173	0.9682034976152624
---------
10	1.5	0.7	0.1	0.7158867936790488	0.9714285714285714
10	1.5	0.7	0.5	0.8455971245086088	0.9714285714285714
10	1.5	0.5	0.1	0.7176894764824582	0.9714285714285714
10	1.5	0.5	0.5	0.8103397127892867	0.9714285714285714
10	2	0.7	0.1	0.7158867936790488	0.9714285714285714
10	2	0.7	0.5	0.8455971245086088	0.9714285714285714
10	2	0.5	0.1	0.7176894764824582	0.9714285714285714
10	2	0.5	0.5	0.8103397127892867	0.9714285714285714
20	1.5	0.7	0.1	0.7533323365070337	0.9714285714285714
20	1.5	0.7	0.5	0.8044460088224491	0.9714285714285714
20	1.5	0.5	0.1	0.7533323365070337	0.9714285714285714
20	1.5	0.5	0.5	0.8396959339645066	0.9714285714285714
20	2	0.7	0.1	0.7533323365070337	0.9714285714285714
20	2	0.7	0.5	0.8044460088224491	0.9714285714285714
20	2	0.5	0.1	0.7533323365070337	0.9714285714285714
20	2	0.5	0.5	0.8396959339645066	0.9714285714285714
30	1.5	0.7	0.1	0.7666214784115618	0.9714285714285714
30	1.5	0.7	0.5	0.7349038766066587	0.9714285714285714
30	1.5	0.5	0.1	0.7666214784115618	0.9714285714285714
30	1.5	0.5	0.5	0.7312731071450367	0.9714285714285714
30	2	0.7	0.1	0.7666214784115618	0.9714285714285714
30	2	0.7	0.5	0.7349038766066587	0.9714285714285714
30	2	0.5	0.1	0.7666214784115618	0.9714285714285714
30	2	0.5	0.5	0.7312731071450367	0.9714285714285714
40	1.5	0.7	0.1	0.8031359494878803	0.9714285714285714
40	1.5	0.7	0.5	0.7349038766066587	0.9714285714285714
40	1.5	0.5	0.1	0.7626660664894309	0.9714285714285714
40	1.5	0.5	0.5	0.833259420792432	0.9714285714285714
40	2	0.7	0.1	0.8031359494878803	0.9714285714285714
40	2	0.7	0.5	0.7349038766066587	0.9714285714285714
40	2	0.5	0.1	0.7626660664894309	0.9714285714285714
40	2	0.5	0.5	0.833259420792432	0.9714285714285714
50	1.5	0.7	0.1	0.719807554821675	0.9714285714285714
50	1.5	0.7	0.5	0.7349038766066587	0.9714285714285714
50	1.5	0.5	0.1	0.719807554821675	0.9714285714285714
50	1.5	0.5	0.5	0.8316540300231743	0.9714285714285714
50	2	0.7	0.1	0.719807554821675	0.9714285714285714
50	2	0.7	0.5	0.7349038766066587	0.9714285714285714
50	2	0.5	0.1	0.719807554821675	0.9714285714285714
50	2	0.5	0.5	0.8316540300231743	0.9714285714285714
60	1.5	0.7	0.1	0.715154139758267	0.9714285714285714
60	1.5	0.7	0.5	0.7138359831484086	0.9714285714285714
60	1.5	0.5	0.1	0.715154139758267	0.9714285714285714
60	1.5	0.5	0.5	0.8588534924859003	0.9714285714285714
60	2	0.7	0.1	0.715154139758267	0.9714285714285714
60	2	0.7	0.5	0.7138359831484086	0.9714285714285714
60	2	0.5	0.1	0.715154139758267	0.9714285714285714
60	2	0.5	0.5	0.8588534924859003	0.9714285714285714
70	1.5	0.7	0.1	0.7471003800965134	0.9714285714285714
70	1.5	0.7	0.5	0.8467171665186406	0.9714285714285714
70	1.5	0.5	0.1	0.7471003800965134	0.9714285714285714
70	1.5	0.5	0.5	0.8467171665186406	0.9714285714285714
70	2	0.7	0.1	0.7471003800965134	0.9714285714285714
70	2	0.7	0.5	0.8467171665186406	0.9714285714285714
70	2	0.5	0.1	0.7471003800965134	0.9714285714285714
70	2	0.5	0.5	0.8467171665186406	0.9714285714285714
80	1.5	0.7	0.1	0.7400217273124672	0.9714285714285714
80	1.5	0.7	0.5	0.8113239025984098	0.9714285714285714
80	1.5	0.5	0.1	0.7400217273124672	0.9714285714285714
80	1.5	0.5	0.5	0.8113239025984098	0.9714285714285714
80	2	0.7	0.1	0.7400217273124672	0.9714285714285714
80	2	0.7	0.5	0.8113239025984098	0.9714285714285714
80	2	0.5	0.1	0.7400217273124672	0.9714285714285714
80	2	0.5	0.5	0.8113239025984098	0.9714285714285714
90	1.5	0.7	0.1	0.7240955422083627	0.9714285714285714
90	1.5	0.7	0.5	0.731692977077887	0.9714285714285714
90	1.5	0.5	0.1	0.7240955422083627	0.9714285714285714
90	1.5	0.5	0.5	0.731692977077887	0.9714285714285714
90	2	0.7	0.1	0.7240955422083627	0.9714285714285714
90	2	0.7	0.5	0.731692977077887	0.9714285714285714
90	2	0.5	0.1	0.7240955422083627	0.9714285714285714
90	2	0.5	0.5	0.731692977077887	0.9714285714285714
100	1.5	0.7	0.1	0.7601080503643476	0.9714285714285714
100	1.5	0.7	0.5	0.7288439390018154	0.9714285714285714
100	1.5	0.5	0.1	0.7592942905730544	0.9714285714285714
100	1.5	0.5	0.5	0.8575957080387173	0.9714285714285714
100	2	0.7	0.1	0.7601080503643476	0.9714285714285714
100	2	0.7	0.5	0.7288439390018154	0.9714285714285714
100	2	0.5	0.1	0.7592942905730544	0.9714285714285714
100	2	0.5	0.5	0.8575957080387173	0.9714285714285714
