K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.9249577317867362	0.9697933227344993
10	1	2	-1.005792074032121	0.9666136724960255
10	5	1	-0.8808613974039633	0.9682034976152624
10	5	2	-2.035887080480806	0.918918918918919
10	10	1	-0.9702034027154627	0.9682034976152624
10	10	2	-3.315867715138344	0.8251192368839427
20	1	1	0.9249577317867362	0.9697933227344993
20	1	2	-1.005792074032121	0.9666136724960255
20	5	1	0.915764707857977	0.9697933227344993
20	5	2	-0.7471308008126384	0.9666136724960255
20	10	1	-0.9702034027154627	0.9682034976152624
20	10	2	-2.123225077805148	0.9077901430842608
30	1	1	0.9249577317867362	0.9697933227344993
30	1	2	-0.9737156185747646	0.9682034976152624
30	5	1	0.915764707857977	0.9697933227344993
30	5	2	-0.7471308008126384	0.9666136724960255
30	10	1	-0.9702034027154627	0.9682034976152624
30	10	2	-0.8763863254023853	0.9666136724960255
40	1	1	0.9249577317867362	0.9697933227344993
40	1	2	-0.9737156185747646	0.9682034976152624
40	5	1	0.915764707857977	0.9697933227344993
40	5	2	-0.82043020602215	0.9682034976152624
40	10	1	-0.9199783921149709	0.9697933227344993
40	10	2	-0.8763863254023853	0.9666136724960255
50	1	1	0.9249577317867362	0.9697933227344993
50	1	2	-0.9737156185747646	0.9682034976152624
50	5	1	0.915764707857977	0.9697933227344993
50	5	2	-0.82043020602215	0.9682034976152624
50	10	1	-0.9199783921149709	0.9697933227344993
50	10	2	-0.8162199340169733	0.9682034976152624
60	1	1	0.9249577317867362	0.9697933227344993
60	1	2	-0.9292089407448478	0.9697933227344993
60	5	1	0.915764707857977	0.9697933227344993
60	5	2	-0.82043020602215	0.9682034976152624
60	10	1	-0.9199783921149709	0.9697933227344993
60	10	2	-0.8162199340169733	0.9682034976152624
70	1	1	0.9249577317867362	0.9697933227344993
70	1	2	-0.9292089407448478	0.9697933227344993
70	5	1	0.915764707857977	0.9697933227344993
70	5	2	-0.82043020602215	0.9682034976152624
70	10	1	-0.9199783921149709	0.9697933227344993
70	10	2	-0.8162199340169733	0.9682034976152624
80	1	1	0.9249577317867362	0.9697933227344993
80	1	2	-0.9292089407448478	0.9697933227344993
80	5	1	0.915764707857977	0.9697933227344993
80	5	2	-0.82043020602215	0.9682034976152624
80	10	1	-0.9199783921149709	0.9697933227344993
80	10	2	-0.9140670732793227	0.9697933227344993
90	1	1	0.9249577317867362	0.9697933227344993
90	1	2	-0.9292089407448478	0.9697933227344993
90	5	1	0.915764707857977	0.9697933227344993
90	5	2	-0.82043020602215	0.9682034976152624
90	10	1	-0.9199783921149709	0.9697933227344993
90	10	2	-0.9140670732793227	0.9697933227344993
100	1	1	0.9249577317867362	0.9697933227344993
100	1	2	-0.9292089407448478	0.9697933227344993
100	5	1	0.915764707857977	0.9697933227344993
100	5	2	-0.82043020602215	0.9682034976152624
100	10	1	-0.9199783921149709	0.9697933227344993
100	10	2	-0.9140670732793227	0.9697933227344993
---------
10	1	1	0.9249577317867362	0.9428571428571428
10	1	2	-1.005792074032121	0.9428571428571428
10	5	1	-0.8808613974039633	0.9428571428571428
10	5	2	-2.035887080480806	0.8857142857142857
10	10	1	-0.9702034027154627	0.9428571428571428
10	10	2	-3.315867715138344	0.8285714285714286
20	1	1	0.9249577317867362	0.9428571428571428
20	1	2	-1.005792074032121	0.9428571428571428
20	5	1	0.915764707857977	0.9428571428571428
20	5	2	-0.7471308008126384	0.9571428571428572
20	10	1	-0.9702034027154627	0.9428571428571428
20	10	2	-2.123225077805148	0.8857142857142857
30	1	1	0.9249577317867362	0.9428571428571428
30	1	2	-0.9737156185747646	0.9428571428571428
30	5	1	0.915764707857977	0.9428571428571428
30	5	2	-0.7471308008126384	0.9571428571428572
30	10	1	-0.9702034027154627	0.9428571428571428
30	10	2	-0.8763863254023853	0.9428571428571428
40	1	1	0.9249577317867362	0.9428571428571428
40	1	2	-0.9737156185747646	0.9428571428571428
40	5	1	0.915764707857977	0.9428571428571428
40	5	2	-0.82043020602215	0.9428571428571428
40	10	1	-0.9199783921149709	0.9428571428571428
40	10	2	-0.8763863254023853	0.9428571428571428
50	1	1	0.9249577317867362	0.9428571428571428
50	1	2	-0.9737156185747646	0.9428571428571428
50	5	1	0.915764707857977	0.9428571428571428
50	5	2	-0.82043020602215	0.9428571428571428
50	10	1	-0.9199783921149709	0.9428571428571428
50	10	2	-0.8162199340169733	0.9428571428571428
60	1	1	0.9249577317867362	0.9428571428571428
60	1	2	-0.9292089407448478	0.9428571428571428
60	5	1	0.915764707857977	0.9428571428571428
60	5	2	-0.82043020602215	0.9428571428571428
60	10	1	-0.9199783921149709	0.9428571428571428
60	10	2	-0.8162199340169733	0.9428571428571428
70	1	1	0.9249577317867362	0.9428571428571428
70	1	2	-0.9292089407448478	0.9428571428571428
70	5	1	0.915764707857977	0.9428571428571428
70	5	2	-0.82043020602215	0.9428571428571428
70	10	1	-0.9199783921149709	0.9428571428571428
70	10	2	-0.8162199340169733	0.9428571428571428
80	1	1	0.9249577317867362	0.9428571428571428
80	1	2	-0.9292089407448478	0.9428571428571428
80	5	1	0.915764707857977	0.9428571428571428
80	5	2	-0.82043020602215	0.9428571428571428
80	10	1	-0.9199783921149709	0.9428571428571428
80	10	2	-0.9140670732793227	0.9428571428571428
90	1	1	0.9249577317867362	0.9428571428571428
90	1	2	-0.9292089407448478	0.9428571428571428
90	5	1	0.915764707857977	0.9428571428571428
90	5	2	-0.82043020602215	0.9428571428571428
90	10	1	-0.9199783921149709	0.9428571428571428
90	10	2	-0.9140670732793227	0.9428571428571428
100	1	1	0.9249577317867362	0.9428571428571428
100	1	2	-0.9292089407448478	0.9428571428571428
100	5	1	0.915764707857977	0.9428571428571428
100	5	2	-0.82043020602215	0.9428571428571428
100	10	1	-0.9199783921149709	0.9428571428571428
100	10	2	-0.9140670732793227	0.9428571428571428
