K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.8354521617774744	0.9682034976152624
10	1	2	-0.7439821370833103	0.9682034976152624
10	5	1	0.9393833901698128	0.9697933227344993
10	5	2	4.9091058067866005	0.6899841017488076
10	10	1	9.948975070228089	0.6550079491255962
10	10	2	14.988844333669578	0.6550079491255962
20	1	1	0.8354521617774744	0.9682034976152624
20	1	2	-0.7439821370833103	0.9682034976152624
20	5	1	0.9393833901698128	0.9697933227344993
20	5	2	4.783508464047098	0.7011128775834659
20	10	1	9.948975070228089	0.6550079491255962
20	10	2	14.988844333669578	0.6550079491255962
30	1	1	0.8354521617774744	0.9682034976152624
30	1	2	-0.7439821370833103	0.9682034976152624
30	5	1	0.9393833901698128	0.9697933227344993
30	5	2	4.783508464047098	0.7011128775834659
30	10	1	9.948975070228089	0.6550079491255962
30	10	2	14.988844333669578	0.6550079491255962
40	1	1	0.8354521617774744	0.9682034976152624
40	1	2	-0.7439821370833103	0.9682034976152624
40	5	1	0.9393833901698128	0.9697933227344993
40	5	2	4.783508464047098	0.7011128775834659
40	10	1	9.948975070228089	0.6550079491255962
40	10	2	14.988844333669578	0.6550079491255962
50	1	1	0.8354521617774744	0.9682034976152624
50	1	2	-0.7439821370833103	0.9682034976152624
50	5	1	0.9393833901698128	0.9697933227344993
50	5	2	4.783508464047098	0.7011128775834659
50	10	1	9.948975070228089	0.6550079491255962
50	10	2	14.988844333669578	0.6550079491255962
60	1	1	0.8354521617774744	0.9682034976152624
60	1	2	-0.7439821370833103	0.9682034976152624
60	5	1	0.9393833901698128	0.9697933227344993
60	5	2	4.783508464047098	0.7011128775834659
60	10	1	9.948975070228089	0.6550079491255962
60	10	2	14.988844333669578	0.6550079491255962
70	1	1	0.9159309298690187	0.9697933227344993
70	1	2	-0.7439821370833103	0.9682034976152624
70	5	1	0.9393833901698128	0.9697933227344993
70	5	2	4.783508464047098	0.7011128775834659
70	10	1	9.948975070228089	0.6550079491255962
70	10	2	14.988844333669578	0.6550079491255962
80	1	1	0.9159309298690187	0.9697933227344993
80	1	2	-0.7439821370833103	0.9682034976152624
80	5	1	0.9393833901698128	0.9697933227344993
80	5	2	4.783508464047098	0.7011128775834659
80	10	1	9.948975070228089	0.6550079491255962
80	10	2	14.988844333669578	0.6550079491255962
