Reflection: 2
Expansion: 0
OuterContraction: 2
InContraction: 1
Shrink: 95
K_max	Best Sigma	Accuracy
10	0.4762334421228177	0.9523052464228935
20	0.4762334421228177	0.9523052464228935
30	0.4762334421228177	0.9523052464228935
40	0.4762334421228177	0.9523052464228935
50	0.4762334421228177	0.9523052464228935
60	0.4762334421228177	0.9523052464228935
70	0.4762334421228177	0.9523052464228935
80	0.4762334421228177	0.9523052464228935
90	0.4762334421228177	0.9523052464228935
100	0.4762334421228177	0.9523052464228935
---------
10	0.4762334421228177	0.9571428571428572
20	0.4762334421228177	0.9571428571428572
30	0.4762334421228177	0.9571428571428572
40	0.4762334421228177	0.9571428571428572
50	0.4762334421228177	0.9571428571428572
60	0.4762334421228177	0.9571428571428572
70	0.4762334421228177	0.9571428571428572
80	0.4762334421228177	0.9571428571428572
90	0.4762334421228177	0.9571428571428572
100	0.4762334421228177	0.9571428571428572
