Reflection: 3
Expansion: 0
OuterContraction: 2
InContraction: 2
Shrink: 93
K_max	Best Sigma	Accuracy
10	0.8127033146300099	0.9602543720190779
20	0.8127033146300099	0.9602543720190779
30	0.8127033146300099	0.9602543720190779
40	0.8127033146300099	0.9602543720190779
50	0.8127033146300099	0.9602543720190779
60	0.8127033146300099	0.9602543720190779
70	0.8127033146300099	0.9602543720190779
80	0.8127033146300099	0.9602543720190779
90	0.8127033146300099	0.9602543720190779
100	0.8127033146300099	0.9602543720190779
---------
10	0.8127033146300099	0.9857142857142858
20	0.8127033146300099	0.9857142857142858
30	0.8127033146300099	0.9857142857142858
40	0.8127033146300099	0.9857142857142858
50	0.8127033146300099	0.9857142857142858
60	0.8127033146300099	0.9857142857142858
70	0.8127033146300099	0.9857142857142858
80	0.8127033146300099	0.9857142857142858
90	0.8127033146300099	0.9857142857142858
100	0.8127033146300099	0.9857142857142858
