10	20	0.9682597157393437
10	40	0.9682649335803977
10	50	1.0
10	60	0.9680596006010744
10	80	0.9681627636874789
10	90	0.9681574952796793
10	100	0.9682649335803977
20	30	0.9682534774850454
20	50	0.9681574952796793
20	90	1.0
30	90	0.9681511965476839
40	50	0.9681627636874789
40	60	1.0
40	70	0.9683702850158424
40	80	1.0
40	100	1.0
50	60	0.9679554281248052
50	80	0.9680596006010744
50	90	0.9680542808044721
50	100	0.9681627636874789
60	70	0.9681670033026599
60	80	1.0
60	100	1.0
70	80	0.9682691325153492
70	100	0.9683702850158424
80	100	1.0
