K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.6775669779044299	0.9602543720190779
10	1.5	0.7	0.5	0.8054543517917974	0.9634340222575517
10	1.5	0.5	0.1	0.7251993137518006	0.9634340222575517
10	1.5	0.5	0.5	0.8405642805364426	0.9634340222575517
10	2	0.7	0.1	0.7258665653641375	0.9634340222575517
10	2	0.7	0.5	0.8054543517917974	0.9634340222575517
10	2	0.5	0.1	0.7251993137518006	0.9634340222575517
10	2	0.5	0.5	0.8405642805364426	0.9634340222575517
20	1.5	0.7	0.1	0.7235311847209583	0.9634340222575517
20	1.5	0.7	0.5	0.8054543517917974	0.9634340222575517
20	1.5	0.5	0.1	0.7251993137518006	0.9634340222575517
20	1.5	0.5	0.5	0.8384417017622794	0.9634340222575517
20	2	0.7	0.1	0.7258665653641375	0.9634340222575517
20	2	0.7	0.5	0.8054543517917974	0.9634340222575517
20	2	0.5	0.1	0.7251993137518006	0.9634340222575517
20	2	0.5	0.5	0.8384417017622794	0.9634340222575517
30	1.5	0.7	0.1	0.8203281169893124	0.9634340222575517
30	1.5	0.7	0.5	0.8054543517917974	0.9634340222575517
30	1.5	0.5	0.1	0.8203281169893124	0.9634340222575517
30	1.5	0.5	0.5	0.829241552242264	0.9634340222575517
30	2	0.7	0.1	0.8203281169893124	0.9634340222575517
30	2	0.7	0.5	0.8054543517917974	0.9634340222575517
30	2	0.5	0.1	0.8203281169893124	0.9634340222575517
30	2	0.5	0.5	0.829241552242264	0.9634340222575517
40	1.5	0.7	0.1	0.7270116896280637	0.9634340222575517
40	1.5	0.7	0.5	0.8108084036228962	0.9634340222575517
40	1.5	0.5	0.1	0.7260172596546051	0.9634340222575517
40	1.5	0.5	0.5	0.848212926009441	0.9634340222575517
40	2	0.7	0.1	0.7270116896280637	0.9634340222575517
40	2	0.7	0.5	0.8108084036228962	0.9634340222575517
40	2	0.5	0.1	0.7260172596546051	0.9634340222575517
40	2	0.5	0.5	0.848212926009441	0.9634340222575517
50	1.5	0.7	0.1	0.7269126993368398	0.9634340222575517
50	1.5	0.7	0.5	0.8108084036228962	0.9634340222575517
50	1.5	0.5	0.1	0.7259465523037308	0.9634340222575517
50	1.5	0.5	0.5	0.848212926009441	0.9634340222575517
50	2	0.7	0.1	0.7269126993368398	0.9634340222575517
50	2	0.7	0.5	0.8108084036228962	0.9634340222575517
50	2	0.5	0.1	0.7259465523037308	0.9634340222575517
50	2	0.5	0.5	0.848212926009441	0.9634340222575517
60	1.5	0.7	0.1	0.8199743115224409	0.9634340222575517
60	1.5	0.7	0.5	0.8108084036228962	0.9634340222575517
60	1.5	0.5	0.1	0.8199743115224409	0.9634340222575517
60	1.5	0.5	0.5	0.848212926009441	0.9634340222575517
60	2	0.7	0.1	0.8199743115224409	0.9634340222575517
60	2	0.7	0.5	0.8108084036228962	0.9634340222575517
60	2	0.5	0.1	0.8199743115224409	0.9634340222575517
60	2	0.5	0.5	0.848212926009441	0.9634340222575517
70	1.5	0.7	0.1	0.8199743115224409	0.9634340222575517
70	1.5	0.7	0.5	0.8108084036228962	0.9634340222575517
70	1.5	0.5	0.1	0.8199743115224409	0.9634340222575517
70	1.5	0.5	0.5	0.848212926009441	0.9634340222575517
70	2	0.7	0.1	0.8199743115224409	0.9634340222575517
70	2	0.7	0.5	0.8108084036228962	0.9634340222575517
70	2	0.5	0.1	0.8199743115224409	0.9634340222575517
70	2	0.5	0.5	0.848212926009441	0.9634340222575517
80	1.5	0.7	0.1	0.7207804954724509	0.9634340222575517
80	1.5	0.7	0.5	0.8411558440828013	0.9634340222575517
80	1.5	0.5	0.1	0.7215664066863102	0.9634340222575517
80	1.5	0.5	0.5	0.8411558440828013	0.9634340222575517
80	2	0.7	0.1	0.7207804954724509	0.9634340222575517
80	2	0.7	0.5	0.8411558440828013	0.9634340222575517
80	2	0.5	0.1	0.7215664066863102	0.9634340222575517
80	2	0.5	0.5	0.8411558440828013	0.9634340222575517
90	1.5	0.7	0.1	0.7207804954724509	0.9634340222575517
90	1.5	0.7	0.5	0.8058684462742485	0.9634340222575517
90	1.5	0.5	0.1	0.7281125921292122	0.9634340222575517
90	1.5	0.5	0.5	0.8411558440828013	0.9634340222575517
90	2	0.7	0.1	0.7207804954724509	0.9634340222575517
90	2	0.7	0.5	0.8058684462742485	0.9634340222575517
90	2	0.5	0.1	0.7281125921292122	0.9634340222575517
90	2	0.5	0.5	0.8411558440828013	0.9634340222575517
100	1.5	0.7	0.1	0.7260520286334863	0.9634340222575517
100	1.5	0.7	0.5	0.8509263401388651	0.9634340222575517
100	1.5	0.5	0.1	0.7260520286334863	0.9634340222575517
100	1.5	0.5	0.5	0.8145277243051775	0.9634340222575517
100	2	0.7	0.1	0.7260520286334863	0.9634340222575517
100	2	0.7	0.5	0.8509263401388651	0.9634340222575517
100	2	0.5	0.1	0.7260520286334863	0.9634340222575517
100	2	0.5	0.5	0.8145277243051775	0.9634340222575517
---------
10	1.5	0.7	0.1	0.6775669779044299	0.9857142857142858
10	1.5	0.7	0.5	0.8054543517917974	1.0
10	1.5	0.5	0.1	0.7251993137518006	1.0
10	1.5	0.5	0.5	0.8405642805364426	1.0
10	2	0.7	0.1	0.7258665653641375	1.0
10	2	0.7	0.5	0.8054543517917974	1.0
10	2	0.5	0.1	0.7251993137518006	1.0
10	2	0.5	0.5	0.8405642805364426	1.0
20	1.5	0.7	0.1	0.7235311847209583	1.0
20	1.5	0.7	0.5	0.8054543517917974	1.0
20	1.5	0.5	0.1	0.7251993137518006	1.0
20	1.5	0.5	0.5	0.8384417017622794	1.0
20	2	0.7	0.1	0.7258665653641375	1.0
20	2	0.7	0.5	0.8054543517917974	1.0
20	2	0.5	0.1	0.7251993137518006	1.0
20	2	0.5	0.5	0.8384417017622794	1.0
30	1.5	0.7	0.1	0.8203281169893124	1.0
30	1.5	0.7	0.5	0.8054543517917974	1.0
30	1.5	0.5	0.1	0.8203281169893124	1.0
30	1.5	0.5	0.5	0.829241552242264	1.0
30	2	0.7	0.1	0.8203281169893124	1.0
30	2	0.7	0.5	0.8054543517917974	1.0
30	2	0.5	0.1	0.8203281169893124	1.0
30	2	0.5	0.5	0.829241552242264	1.0
40	1.5	0.7	0.1	0.7270116896280637	1.0
40	1.5	0.7	0.5	0.8108084036228962	1.0
40	1.5	0.5	0.1	0.7260172596546051	1.0
40	1.5	0.5	0.5	0.848212926009441	1.0
40	2	0.7	0.1	0.7270116896280637	1.0
40	2	0.7	0.5	0.8108084036228962	1.0
40	2	0.5	0.1	0.7260172596546051	1.0
40	2	0.5	0.5	0.848212926009441	1.0
50	1.5	0.7	0.1	0.7269126993368398	1.0
50	1.5	0.7	0.5	0.8108084036228962	1.0
50	1.5	0.5	0.1	0.7259465523037308	1.0
50	1.5	0.5	0.5	0.848212926009441	1.0
50	2	0.7	0.1	0.7269126993368398	1.0
50	2	0.7	0.5	0.8108084036228962	1.0
50	2	0.5	0.1	0.7259465523037308	1.0
50	2	0.5	0.5	0.848212926009441	1.0
60	1.5	0.7	0.1	0.8199743115224409	1.0
60	1.5	0.7	0.5	0.8108084036228962	1.0
60	1.5	0.5	0.1	0.8199743115224409	1.0
60	1.5	0.5	0.5	0.848212926009441	1.0
60	2	0.7	0.1	0.8199743115224409	1.0
60	2	0.7	0.5	0.8108084036228962	1.0
60	2	0.5	0.1	0.8199743115224409	1.0
60	2	0.5	0.5	0.848212926009441	1.0
70	1.5	0.7	0.1	0.8199743115224409	1.0
70	1.5	0.7	0.5	0.8108084036228962	1.0
70	1.5	0.5	0.1	0.8199743115224409	1.0
70	1.5	0.5	0.5	0.848212926009441	1.0
70	2	0.7	0.1	0.8199743115224409	1.0
70	2	0.7	0.5	0.8108084036228962	1.0
70	2	0.5	0.1	0.8199743115224409	1.0
70	2	0.5	0.5	0.848212926009441	1.0
80	1.5	0.7	0.1	0.7207804954724509	1.0
80	1.5	0.7	0.5	0.8411558440828013	1.0
80	1.5	0.5	0.1	0.7215664066863102	1.0
80	1.5	0.5	0.5	0.8411558440828013	1.0
80	2	0.7	0.1	0.7207804954724509	1.0
80	2	0.7	0.5	0.8411558440828013	1.0
80	2	0.5	0.1	0.7215664066863102	1.0
80	2	0.5	0.5	0.8411558440828013	1.0
90	1.5	0.7	0.1	0.7207804954724509	1.0
90	1.5	0.7	0.5	0.8058684462742485	1.0
90	1.5	0.5	0.1	0.7281125921292122	1.0
90	1.5	0.5	0.5	0.8411558440828013	1.0
90	2	0.7	0.1	0.7207804954724509	1.0
90	2	0.7	0.5	0.8058684462742485	1.0
90	2	0.5	0.1	0.7281125921292122	1.0
90	2	0.5	0.5	0.8411558440828013	1.0
100	1.5	0.7	0.1	0.7260520286334863	1.0
100	1.5	0.7	0.5	0.8509263401388651	1.0
100	1.5	0.5	0.1	0.7260520286334863	1.0
100	1.5	0.5	0.5	0.8145277243051775	1.0
100	2	0.7	0.1	0.7260520286334863	1.0
100	2	0.7	0.5	0.8509263401388651	1.0
100	2	0.5	0.1	0.7260520286334863	1.0
100	2	0.5	0.5	0.8145277243051775	1.0
