K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.8164974035392261	0.9634340222575517
10	1.5	0.7	0.5	0.8591461929771931	0.9634340222575517
10	1.5	0.5	0.1	0.8280048743420966	0.9634340222575517
10	1.5	0.5	0.5	0.858468295369216	0.9634340222575517
10	2	0.7	0.1	0.8164974035392261	0.9634340222575517
10	2	0.7	0.5	0.8591461929771931	0.9634340222575517
10	2	0.5	0.1	0.8280048743420966	0.9634340222575517
10	2	0.5	0.5	0.858468295369216	0.9634340222575517
20	1.5	0.7	0.1	0.8136036233402475	0.9634340222575517
20	1.5	0.7	0.5	0.8591461929771931	0.9634340222575517
20	1.5	0.5	0.1	0.8121588097555213	0.9634340222575517
20	1.5	0.5	0.5	0.858468295369216	0.9634340222575517
20	2	0.7	0.1	0.8136036233402475	0.9634340222575517
20	2	0.7	0.5	0.8591461929771931	0.9634340222575517
20	2	0.5	0.1	0.8121588097555213	0.9634340222575517
20	2	0.5	0.5	0.858468295369216	0.9634340222575517
30	1.5	0.7	0.1	0.8442324727868484	0.9634340222575517
30	1.5	0.7	0.5	0.8591461929771931	0.9634340222575517
30	1.5	0.5	0.1	0.8442324727868484	0.9634340222575517
30	1.5	0.5	0.5	0.858468295369216	0.9634340222575517
30	2	0.7	0.1	0.8442324727868484	0.9634340222575517
30	2	0.7	0.5	0.8591461929771931	0.9634340222575517
30	2	0.5	0.1	0.8442324727868484	0.9634340222575517
30	2	0.5	0.5	0.858468295369216	0.9634340222575517
40	1.5	0.7	0.1	0.8374618942601807	0.9634340222575517
40	1.5	0.7	0.5	0.8128797763807869	0.9634340222575517
40	1.5	0.5	0.1	0.8429795105713499	0.9634340222575517
40	1.5	0.5	0.5	0.8254208549432116	0.9634340222575517
40	2	0.7	0.1	0.8374618942601807	0.9634340222575517
40	2	0.7	0.5	0.8128797763807869	0.9634340222575517
40	2	0.5	0.1	0.8429795105713499	0.9634340222575517
40	2	0.5	0.5	0.8254208549432116	0.9634340222575517
50	1.5	0.7	0.1	0.8138442767783215	0.9634340222575517
50	1.5	0.7	0.5	0.8128797763807869	0.9634340222575517
50	1.5	0.5	0.1	0.8261097837985933	0.9634340222575517
50	1.5	0.5	0.5	0.8254208549432116	0.9634340222575517
50	2	0.7	0.1	0.8138442767783215	0.9634340222575517
50	2	0.7	0.5	0.8128797763807869	0.9634340222575517
50	2	0.5	0.1	0.8261097837985933	0.9634340222575517
50	2	0.5	0.5	0.8254208549432116	0.9634340222575517
60	1.5	0.7	0.1	0.8497183060194079	0.9634340222575517
60	1.5	0.7	0.5	0.8214973246999475	0.9634340222575517
60	1.5	0.5	0.1	0.8497183060194079	0.9634340222575517
60	1.5	0.5	0.5	0.8214973246999475	0.9634340222575517
60	2	0.7	0.1	0.8497183060194079	0.9634340222575517
60	2	0.7	0.5	0.8214973246999475	0.9634340222575517
60	2	0.5	0.1	0.8497183060194079	0.9634340222575517
