K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.22733338860928445	0.9459459459459459
10	1.5	0.7	0.5	0.8346277663308243	0.9618441971383148
10	1.5	0.5	0.1	0.8569897226218102	0.9634340222575517
10	1.5	0.5	0.5	0.8402671407671369	0.9634340222575517
10	2	0.7	0.1	0.8523073997025017	0.9634340222575517
10	2	0.7	0.5	0.8569897226218102	0.9634340222575517
10	2	0.5	0.1	0.8536452062508755	0.9634340222575517
10	2	0.5	0.5	0.8402671407671369	0.9634340222575517
20	1.5	0.7	0.1	0.22503102573680583	0.9459459459459459
20	1.5	0.7	0.5	0.8346277663308243	0.9618441971383148
20	1.5	0.5	0.1	0.8513497277092577	0.9634340222575517
20	1.5	0.5	0.5	0.8402671407671369	0.9634340222575517
20	2	0.7	0.1	0.8457097327967051	0.9634340222575517
20	2	0.7	0.5	0.8569897226218102	0.9634340222575517
20	2	0.5	0.1	0.8457097327967051	0.9634340222575517
20	2	0.5	0.5	0.8402671407671369	0.9634340222575517
30	1.5	0.7	0.1	0.25457877307819127	0.9459459459459459
30	1.5	0.7	0.5	0.8794029066030429	0.9618441971383148
30	1.5	0.5	0.1	0.8591218721585825	0.9634340222575517
30	1.5	0.5	0.5	0.8402671407671369	0.9634340222575517
30	2	0.7	0.1	0.8629597413247726	0.9634340222575517
30	2	0.7	0.5	0.8569897226218102	0.9634340222575517
30	2	0.5	0.1	0.8612540216953548	0.9634340222575517
30	2	0.5	0.5	0.8402671407671369	0.9634340222575517
40	1.5	0.7	0.1	0.2739858389816752	0.9459459459459459
40	1.5	0.7	0.5	0.8794029066030429	0.9618441971383148
40	1.5	0.5	0.1	0.8448067657935208	0.9634340222575517
40	1.5	0.5	0.5	0.8402671407671369	0.9634340222575517
40	2	0.7	0.1	0.8423050686646351	0.9634340222575517
40	2	0.7	0.5	0.8569897226218102	0.9634340222575517
40	2	0.5	0.1	0.8465006840809708	0.9634340222575517
40	2	0.5	0.5	0.8402671407671369	0.9634340222575517
50	1.5	0.7	0.1	0.22237686656500372	0.9459459459459459
50	1.5	0.7	0.5	0.8144944355977465	0.9618441971383148
50	1.5	0.5	0.1	0.8402958371956054	0.9634340222575517
50	1.5	0.5	0.5	0.8474024222727254	0.9634340222575517
50	2	0.7	0.1	0.8543052785240665	0.9634340222575517
50	2	0.7	0.5	0.8435675021330916	0.9634340222575517
50	2	0.5	0.1	0.8550722625519932	0.9634340222575517
50	2	0.5	0.5	0.8474024222727254	0.9634340222575517
60	1.5	0.7	0.1	0.20885347142822747	0.9459459459459459
60	1.5	0.7	0.5	0.8144944355977465	0.9618441971383148
60	1.5	0.5	0.1	0.8674977324407064	0.9634340222575517
60	1.5	0.5	0.5	0.8474024222727254	0.9634340222575517
60	2	0.7	0.1	0.8446260821043708	0.9634340222575517
60	2	0.7	0.5	0.8435675021330916	0.9634340222575517
60	2	0.5	0.1	0.8481585508236392	0.9634340222575517
60	2	0.5	0.5	0.8474024222727254	0.9634340222575517
70	1.5	0.7	0.1	0.21524167881637862	0.9459459459459459
70	1.5	0.7	0.5	0.897830185782154	0.9618441971383148
70	1.5	0.5	0.1	0.8667769465596472	0.9634340222575517
70	1.5	0.5	0.5	0.8474024222727254	0.9634340222575517
70	2	0.7	0.1	0.8654167118819874	0.9634340222575517
70	2	0.7	0.5	0.8435675021330916	0.9634340222575517
70	2	0.5	0.1	0.8630090006647939	0.9634340222575517
70	2	0.5	0.5	0.8474024222727254	0.9634340222575517
80	1.5	0.7	0.1	0.2028593798062437	0.9459459459459459
80	1.5	0.7	0.5	0.9472922264493895	0.9618441971383148
80	1.5	0.5	0.1	0.8645006866297145	0.9634340222575517
80	1.5	0.5	0.5	0.8474024222727254	0.9634340222575517
80	2	0.7	0.1	0.8513488729663128	0.9634340222575517
80	2	0.7	0.5	0.8435675021330916	0.9634340222575517
80	2	0.5	0.1	0.8408018094350029	0.9634340222575517
80	2	0.5	0.5	0.8474024222727254	0.9634340222575517
90	1.5	0.7	0.1	0.21127112322916855	0.9459459459459459
90	1.5	0.7	0.5	0.9134928884138199	0.9618441971383148
90	1.5	0.5	0.1	0.8653588909927864	0.9634340222575517
90	1.5	0.5	0.5	0.8474024222727254	0.9634340222575517
90	2	0.7	0.1	0.8675050722328762	0.9634340222575517
90	2	0.7	0.5	0.8435675021330916	0.9634340222575517
90	2	0.5	0.1	0.8645006866297145	0.9634340222575517
90	2	0.5	0.5	0.8474024222727254	0.9634340222575517
100	1.5	0.7	0.1	0.21372249103780505	0.9459459459459459
100	1.5	0.7	0.5	0.8741180207632653	0.9618441971383148
100	1.5	0.5	0.1	0.8662343794958709	0.9634340222575517
100	1.5	0.5	0.5	0.8474024222727254	0.9634340222575517
100	2	0.7	0.1	0.862255089879469	0.9634340222575517
100	2	0.7	0.5	0.8435675021330916	0.9634340222575517
100	2	0.5	0.1	0.8607506992344236	0.9634340222575517
100	2	0.5	0.5	0.8474024222727254	0.9634340222575517
---------
10	1.5	0.7	0.1	0.22733338860928445	0.9857142857142858
10	1.5	0.7	0.5	0.8346277663308243	1.0
10	1.5	0.5	0.1	0.8569897226218102	1.0
10	1.5	0.5	0.5	0.8402671407671369	1.0
10	2	0.7	0.1	0.8523073997025017	1.0
10	2	0.7	0.5	0.8569897226218102	1.0
10	2	0.5	0.1	0.8536452062508755	1.0
10	2	0.5	0.5	0.8402671407671369	1.0
20	1.5	0.7	0.1	0.22503102573680583	0.9857142857142858
20	1.5	0.7	0.5	0.8346277663308243	1.0
20	1.5	0.5	0.1	0.8513497277092577	1.0
20	1.5	0.5	0.5	0.8402671407671369	1.0
20	2	0.7	0.1	0.8457097327967051	1.0
20	2	0.7	0.5	0.8569897226218102	1.0
20	2	0.5	0.1	0.8457097327967051	1.0
20	2	0.5	0.5	0.8402671407671369	1.0
30	1.5	0.7	0.1	0.25457877307819127	0.9857142857142858
30	1.5	0.7	0.5	0.8794029066030429	1.0
30	1.5	0.5	0.1	0.8591218721585825	1.0
30	1.5	0.5	0.5	0.8402671407671369	1.0
30	2	0.7	0.1	0.8629597413247726	1.0
30	2	0.7	0.5	0.8569897226218102	1.0
30	2	0.5	0.1	0.8612540216953548	1.0
30	2	0.5	0.5	0.8402671407671369	1.0
40	1.5	0.7	0.1	0.2739858389816752	0.9857142857142858
40	1.5	0.7	0.5	0.8794029066030429	1.0
40	1.5	0.5	0.1	0.8448067657935208	1.0
40	1.5	0.5	0.5	0.8402671407671369	1.0
40	2	0.7	0.1	0.8423050686646351	1.0
40	2	0.7	0.5	0.8569897226218102	1.0
40	2	0.5	0.1	0.8465006840809708	1.0
40	2	0.5	0.5	0.8402671407671369	1.0
50	1.5	0.7	0.1	0.22237686656500372	0.9857142857142858
50	1.5	0.7	0.5	0.8144944355977465	1.0
50	1.5	0.5	0.1	0.8402958371956054	1.0
50	1.5	0.5	0.5	0.8474024222727254	1.0
50	2	0.7	0.1	0.8543052785240665	1.0
50	2	0.7	0.5	0.8435675021330916	1.0
50	2	0.5	0.1	0.8550722625519932	1.0
50	2	0.5	0.5	0.8474024222727254	1.0
60	1.5	0.7	0.1	0.20885347142822747	0.9857142857142858
60	1.5	0.7	0.5	0.8144944355977465	1.0
60	1.5	0.5	0.1	0.8674977324407064	1.0
60	1.5	0.5	0.5	0.8474024222727254	1.0
60	2	0.7	0.1	0.8446260821043708	1.0
60	2	0.7	0.5	0.8435675021330916	1.0
60	2	0.5	0.1	0.8481585508236392	1.0
60	2	0.5	0.5	0.8474024222727254	1.0
70	1.5	0.7	0.1	0.21524167881637862	0.9857142857142858
70	1.5	0.7	0.5	0.897830185782154	1.0
70	1.5	0.5	0.1	0.8667769465596472	1.0
70	1.5	0.5	0.5	0.8474024222727254	1.0
70	2	0.7	0.1	0.8654167118819874	1.0
70	2	0.7	0.5	0.8435675021330916	1.0
70	2	0.5	0.1	0.8630090006647939	1.0
70	2	0.5	0.5	0.8474024222727254	1.0
80	1.5	0.7	0.1	0.2028593798062437	0.9857142857142858
80	1.5	0.7	0.5	0.9472922264493895	1.0
80	1.5	0.5	0.1	0.8645006866297145	1.0
80	1.5	0.5	0.5	0.8474024222727254	1.0
80	2	0.7	0.1	0.8513488729663128	1.0
80	2	0.7	0.5	0.8435675021330916	1.0
80	2	0.5	0.1	0.8408018094350029	1.0
80	2	0.5	0.5	0.8474024222727254	1.0
90	1.5	0.7	0.1	0.21127112322916855	0.9857142857142858
90	1.5	0.7	0.5	0.9134928884138199	1.0
90	1.5	0.5	0.1	0.8653588909927864	1.0
90	1.5	0.5	0.5	0.8474024222727254	1.0
90	2	0.7	0.1	0.8675050722328762	1.0
90	2	0.7	0.5	0.8435675021330916	1.0
90	2	0.5	0.1	0.8645006866297145	1.0
90	2	0.5	0.5	0.8474024222727254	1.0
100	1.5	0.7	0.1	0.21372249103780505	0.9857142857142858
100	1.5	0.7	0.5	0.8741180207632653	1.0
100	1.5	0.5	0.1	0.8662343794958709	1.0
100	1.5	0.5	0.5	0.8474024222727254	1.0
100	2	0.7	0.1	0.862255089879469	1.0
100	2	0.7	0.5	0.8435675021330916	1.0
