K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	-0.8235710984827344	0.9682034976152624
10	1	2	-0.7644907631211474	0.9666136724960255
10	5	1	-0.8349045170970254	0.9682034976152624
10	5	2	-0.8697180893464638	0.9666136724960255
10	10	1	-0.9934708258698958	0.9682034976152624
10	10	2	-2.711271282753427	0.863275039745628
20	1	1	-0.8235710984827344	0.9682034976152624
20	1	2	-0.8397127004369428	0.9682034976152624
20	5	1	-0.8349045170970254	0.9682034976152624
20	5	2	-0.9941320912522967	0.9682034976152624
20	10	1	-0.9934708258698958	0.9682034976152624
20	10	2	-2.711271282753427	0.863275039745628
30	1	1	-0.8235710984827344	0.9682034976152624
30	1	2	-0.8397127004369428	0.9682034976152624
30	5	1	-0.8349045170970254	0.9682034976152624
30	5	2	-0.9941320912522967	0.9682034976152624
30	10	1	-0.9934708258698958	0.9682034976152624
30	10	2	-2.711271282753427	0.863275039745628
40	1	1	-0.8235710984827344	0.9682034976152624
40	1	2	-0.8397127004369428	0.9682034976152624
40	5	1	-0.8349045170970254	0.9682034976152624
40	5	2	-0.9941320912522967	0.9682034976152624
40	10	1	-0.9934708258698958	0.9682034976152624
40	10	2	-2.711271282753427	0.863275039745628
50	1	1	-0.8235710984827344	0.9682034976152624
50	1	2	-0.8397127004369428	0.9682034976152624
50	5	1	-0.8349045170970254	0.9682034976152624
50	5	2	-0.9941320912522967	0.9682034976152624
50	10	1	-0.9934708258698958	0.9682034976152624
50	10	2	-2.711271282753427	0.863275039745628
60	1	1	-0.8235710984827344	0.9682034976152624
60	1	2	-0.8397127004369428	0.9682034976152624
60	5	1	-0.8349045170970254	0.9682034976152624
60	5	2	-0.9941320912522967	0.9682034976152624
60	10	1	-0.9934708258698958	0.9682034976152624
60	10	2	-2.711271282753427	0.863275039745628
70	1	1	-0.8235710984827344	0.9682034976152624
70	1	2	-0.8397127004369428	0.9682034976152624
70	5	1	-0.8349045170970254	0.9682034976152624
70	5	2	-0.9941320912522967	0.9682034976152624
70	10	1	-0.9934708258698958	0.9682034976152624
70	10	2	-2.711271282753427	0.863275039745628
80	1	1	-0.8235710984827344	0.9682034976152624
80	1	2	-0.8397127004369428	0.9682034976152624
80	5	1	-0.8349045170970254	0.9682034976152624
80	5	2	-0.9941320912522967	0.9682034976152624
80	10	1	-0.9934708258698958	0.9682034976152624
80	10	2	-2.711271282753427	0.863275039745628
90	1	1	-0.8235710984827344	0.9682034976152624
90	1	2	-0.8397127004369428	0.9682034976152624
90	5	1	-0.8349045170970254	0.9682034976152624
90	5	2	-0.9941320912522967	0.9682034976152624
90	10	1	-0.9934708258698958	0.9682034976152624
90	10	2	-2.4832024561836104	0.8839427662957074
