[1.34, -0.47, 1.95]	[2.31, 1.15, 0.43]	[-0.22, 0.58, 0.67]	[0.09, 0.73, 1.87]	[0.11, -1.31, -2.43]	[-0.73, -2.31, -0.58]	[-0.96, -2.48, 2.46]	[-2.19, 2.21, 1.9]
[0.54, 1.19, -0.3]	[-1.91, -1.78, -0.99]	[-1.03, 1.28, -1.91]	[0.5, 0.65, 0.94]	[0.95, 2.08, 1.43]	[2.48, 2.21, 1.01]	[-1.22, -0.94, -1.14]	[-0.51, 0.24, 0.65]
[-2.09, -1.38, 1.1]	[-1.35, 1.35, -1.65]	[-0.33, 1.51, 1.4]	[1.36, 0.56, -0.18]	[-0.63, 1.88, -0.83]	[-1.6, -1.76, 1.23]	[1.52, -1.18, -1.06]	[2.4, -0.23, 1.14]
[-0.81, -0.47, -1.61]	[1.93, 1.33, 0.78]	[0.92, 1.88, 0.73]	[1.14, 2.14, -0.38]	[1.08, 1.31, 2.08]	[-1.14, 2.01, 1.98]	[-0.9, 0.07, 2.28]	[-0.64, -0.72, -1.0]
[0.7, 1.93, -0.36]	[2.2, -1.2, 1.19]	[-0.71, 0.53, -0.14]	[0.22, -1.62, 0.52]	[0.52, -1.61, 1.04]	[-1.96, -2.45, 1.32]	[-1.08, -2.3, -2.11]	[1.45, 0.28, 0.31]
[-2.24, -0.43, -1.08]	[-2.1, 1.23, 2.48]	[-0.8, -1.9, -0.4]	[-2.42, 2.27, -2.49]	[-1.74, 2.0, 0.72]	[-1.29, 0.81, -0.65]	[-1.93, 1.94, 2.4]	[-2.26, 2.41, 0.89]
[-2.14, -2.3, -2.02]	[-0.31, 1.18, -2.19]	[1.42, 0.16, 0.82]	[-2.41, 2.47, -1.4]	[-0.26, 1.81, -0.89]	[0.66, 0.19, 1.08]	[-1.61, 0.66, -1.12]	[-0.48, 1.39, 1.18]
[-1.17, 0.74, -0.02]	[0.75, 0.25, -2.5]	[-0.75, 0.71, 0.93]	[0.91, -1.17, -2.28]	[-2.13, -2.35, -1.17]	[0.66, 1.67, 1.76]	[-0.44, 0.66, 1.32]	[-0.62, -0.44, 1.48]
[2.26, -2.22, -0.25]	[-1.28, 0.43, 2.27]	[1.44, 0.52, 0.16]	[-0.15, 0.33, 2.3]	[-1.86, -0.11, 0.17]	[0.55, 0.98, -2.12]	[0.19, 1.31, 0.56]	[-1.67, 0.38, -0.52]
[2.25, -0.92, 0.74]	[-1.13, -1.7, 2.08]	[1.18, -1.95, -2.17]	[-2.02, -2.08, 1.02]	[1.54, 1.42, 0.69]	[-1.41, -0.93, 2.48]	[0.32, 0.64, -1.55]	[2.1, 1.04, -0.06]
