[-1.32, 2.19, -1.56]	[-0.23, 2.28, 0.97]	[-1.62, -0.35, 2.25]	[-0.04, 2.01, 0.07]	[-0.34, -0.87, 2.05]	[0.7, -1.7, -2.1]	[2.1, 2.33, -1.44]	[-2.36, 1.04, -1.05]
[1.98, -1.13, 1.83]	[1.18, 0.71, 1.71]	[-1.71, -0.9, 1.82]	[-1.72, -0.44, 2.28]	[0.17, 1.34, 2.18]	[-2.24, -0.17, 1.85]	[-0.34, -0.2, 2.43]	[2.44, 0.94, 0.67]
[0.04, -2.31, 0.84]	[0.26, -1.65, -0.47]	[0.04, -1.63, -0.05]	[1.8, -0.68, -0.98]	[-0.43, 0.85, 1.56]	[-2.08, -2.19, -2.2]	[-0.73, 2.39, 2.22]	[-1.12, 1.94, 2.04]
[1.23, 1.3, 2.46]	[-1.07, -1.98, -0.19]	[-2.24, 0.22, 0.51]	[1.73, 0.23, -1.47]	[0.95, -1.53, 0.37]	[-1.57, 1.0, 1.69]	[-0.49, 0.75, 1.36]	[2.31, -0.04, 0.18]
[1.83, 0.21, 1.88]	[1.1, -1.73, -1.49]	[-2.42, -1.24, 2.16]	[-1.38, 1.17, 0.96]	[0.59, -0.17, -0.4]	[0.52, 0.03, 1.03]	[1.61, -1.09, -2.2]	[-1.87, -2.4, 2.43]
[1.08, 0.0, -0.37]	[-1.58, 1.68, -2.19]	[1.84, 0.63, 1.8]	[1.47, 1.64, 1.88]	[0.04, 0.7, -1.35]	[-0.11, -0.28, 1.9]	[-1.08, -0.15, -0.09]	[0.56, 1.06, 0.11]
[0.86, 1.53, 1.96]	[-2.11, 1.93, -0.08]	[-1.85, 2.0, 1.94]	[1.08, 0.09, 2.35]	[-1.73, -0.17, 0.72]	[1.14, 0.85, 1.06]	[0.3, 2.3, 1.03]	[2.31, -0.2, 2.4]
[1.99, 0.12, 1.44]	[1.15, 1.28, -0.72]	[-0.61, -0.15, -0.54]	[2.21, -0.09, 2.38]	[1.7, -1.4, 2.16]	[-1.04, -2.32, -0.44]	[-1.41, -1.5, -1.52]	[-0.37, -0.48, -1.9]
[1.75, -0.58, 1.42]	[-1.63, -0.12, -1.46]	[0.35, -1.34, 1.56]	[0.95, -2.03, -2.48]	[2.04, 1.7, -1.41]	[1.35, -0.89, -1.72]	[0.21, -1.23, 1.33]	[2.09, -2.35, -2.06]
[2.2, 1.45, 0.24]	[-1.64, -1.41, 1.77]	[-1.87, 1.02, -0.22]	[1.44, -1.53, 1.71]	[1.66, 1.03, 0.29]	[0.03, 0.79, -0.36]	[1.95, -0.61, 2.48]	[-1.22, 1.47, 0.46]
