[2.34, -0.28, 0.78]	[0.34, 2.27, 0.53]	[2.38, -0.09, -1.82]	[-1.44, 2.32, 2.32]	[0.8, 2.45, -0.52]	[2.2, 1.71, 1.47]	[2.23, 0.35, 0.59]	[-1.26, 1.95, 2.39]
[0.05, 1.09, 1.7]	[-1.02, -2.4, 0.03]	[0.88, -0.57, 0.75]	[-0.75, -1.43, -1.49]	[0.32, -1.06, 2.46]	[-2.11, 0.2, 0.49]	[-0.37, -1.26, 0.38]	[-0.04, -1.94, -2.14]
[-0.79, 1.14, -2.21]	[1.48, -2.17, 2.49]	[-0.86, -1.05, -0.04]	[0.58, -0.58, 1.46]	[2.4, -0.77, 0.35]	[-2.44, 1.26, -0.76]	[0.21, 0.14, 2.3]	[-1.48, -1.44, 0.23]
[1.27, -1.96, 2.2]	[1.05, 2.34, -0.7]	[1.74, -1.45, -1.79]	[0.12, 1.57, 2.3]	[1.71, -1.66, -1.1]	[0.83, -0.03, 2.5]	[-0.25, 1.66, 2.33]	[-1.55, 0.82, -0.18]
[0.88, 0.76, -1.76]	[1.35, -1.41, 2.16]	[0.56, -0.8, -0.16]	[-1.2, -1.44, 0.03]	[-2.39, 1.17, -1.17]	[0.46, 0.15, 0.36]	[-1.63, -2.37, 0.18]	[2.41, -2.2, -1.45]
[-1.58, 0.96, -0.39]	[-1.33, -2.38, 2.41]	[-1.89, 0.98, -0.51]	[-0.37, 2.12, -0.78]	[0.81, 1.37, -1.39]	[0.14, 1.38, 2.43]	[-1.03, 1.47, -1.81]	[1.13, -1.49, 1.35]
[0.32, 1.37, 0.31]	[1.05, 1.99, -0.25]	[-1.11, 0.76, 1.8]	[-2.44, 0.3, -2.15]	[-2.17, 1.01, -1.47]	[0.76, -2.1, -1.96]	[0.51, 0.4, -2.45]	[-1.15, 0.49, -1.68]
[-0.01, 1.34, 0.63]	[1.86, -2.17, 1.87]	[-2.36, -1.2, 2.48]	[0.19, -0.92, 0.77]	[-1.69, 1.12, 2.32]	[0.45, -1.36, 2.24]	[-1.92, -2.5, -0.89]	[1.48, 0.06, -1.68]
[1.53, -1.34, -1.43]	[-0.06, -0.24, -0.92]	[1.4, -1.33, 1.85]	[0.57, -1.36, -0.44]	[-1.87, -1.65, -0.6]	[-0.69, 0.16, 0.39]	[-1.29, 2.37, -0.15]	[1.48, 1.13, -1.33]
[-0.44, 1.96, 0.21]	[-0.19, 0.8, 2.04]	[1.77, 1.61, -2.21]	[-2.48, -1.65, -1.35]	[1.2, -0.38, 0.92]	[-0.54, 2.21, 0.79]	[2.3, -1.69, -2.04]	[0.81, -2.09, -2.47]
