[-0.42, -1.46, -2.43]	[-0.64, -1.31, -0.3]	[1.38, -1.52, -0.4]	[0.7, -0.7, -2.49]	[-1.73, -1.44, 0.67]	[-0.54, -0.63, -1.85]	[-1.54, 0.27, -1.14]	[1.08, -1.32, -0.16]
[-0.21, -1.22, -1.26]	[0.97, 1.4, 0.36]	[0.64, -2.1, -1.92]	[-0.44, -2.44, -1.07]	[2.39, -1.05, -0.32]	[-1.4, 0.76, -0.61]	[-2.06, 0.49, -0.2]	[0.29, -1.51, 1.43]
[-1.37, -1.66, 0.32]	[-1.39, -0.08, -1.82]	[1.24, 1.37, -1.57]	[1.41, -1.97, -1.04]	[0.33, -0.17, -1.11]	[0.85, 1.34, -1.9]	[1.16, 2.12, -0.71]	[1.1, -1.68, -0.85]
[-0.78, -1.79, 1.16]	[1.51, -0.21, 1.14]	[-1.98, -0.62, -2.28]	[0.71, -1.03, -1.28]	[1.0, -1.43, 2.31]	[-1.5, -0.75, 1.43]	[-1.67, -2.1, -1.59]	[-1.43, 2.12, -0.92]
[-2.38, 1.52, 0.78]	[-0.37, -2.31, 1.19]	[0.91, -1.66, 0.19]	[0.07, 2.48, 0.72]	[-2.03, -0.9, -2.32]	[-2.4, -0.13, -0.49]	[0.49, 1.1, 2.0]	[1.71, -0.16, -1.93]
[0.05, -0.99, 1.79]	[-1.68, -0.37, 1.09]	[0.74, -1.51, 0.77]	[-1.48, 2.33, -0.27]	[-2.2, -1.29, 0.5]	[2.21, 0.05, -1.23]	[-2.48, 0.86, 0.9]	[-0.45, -0.15, -2.26]
[2.0, 0.71, 1.11]	[0.74, 2.24, -1.28]	[-1.94, 2.14, 0.2]	[0.14, -1.63, -0.38]	[-1.88, -2.07, 2.02]	[0.04, 2.42, 1.49]	[1.95, 0.31, 2.2]	[2.02, 1.19, 0.58]
[2.38, -1.78, 1.3]	[0.42, -2.47, -1.54]	[-0.45, 0.57, 1.21]	[1.97, 1.7, 1.97]	[-0.35, 1.45, -0.32]	[0.48, -0.17, 0.84]	[-0.71, 0.04, 0.16]	[-1.98, -1.47, -1.12]
[-1.28, 1.35, 1.59]	[0.78, -0.5, -1.75]	[-1.33, -1.62, 1.74]	[-1.12, -0.4, 1.6]	[2.49, -0.41, 0.99]	[2.16, -1.31, 0.21]	[0.23, 1.18, 0.79]	[-0.69, -1.52, -0.21]
[2.25, -2.33, 0.99]	[-1.65, 1.46, -0.03]	[0.42, 1.78, 1.8]	[-2.42, -1.49, -0.13]	[-2.27, -0.06, 0.1]	[-0.58, 1.33, 1.47]	[-0.55, 0.06, 1.37]	[-1.69, 0.04, -0.99]
