[-0.74, -1.91, -2.09]	[-1.61, 1.29, -0.29]	[1.72, 0.42, -1.11]	[-0.32, -0.53, 0.53]	[1.13, -1.83, 1.85]	[0.1, -0.01, -0.23]	[0.34, -0.18, -2.09]	[0.16, -2.35, -1.28]
[-1.84, -0.74, 0.63]	[-0.18, -0.88, 1.56]	[1.96, -1.9, -2.13]	[-0.4, -0.34, 0.38]	[2.16, 1.42, 1.84]	[1.81, -1.01, -0.15]	[-0.29, -0.55, -0.38]	[0.8, -1.43, -0.34]
[1.97, 1.74, -2.14]	[0.75, 1.3, 1.24]	[-1.47, 0.55, 2.4]	[1.24, -0.21, -1.97]	[-1.89, -0.78, 0.84]	[0.61, -0.42, 1.19]	[1.57, -1.27, 0.92]	[-1.33, 2.12, 0.24]
[-2.19, -0.45, 0.47]	[-2.1, -0.67, 2.11]	[-1.3, -0.13, 2.4]	[1.61, -1.75, 2.18]	[1.53, 1.81, -2.01]	[0.8, 0.18, 2.5]	[-1.96, 1.69, 0.65]	[-1.97, -0.46, 1.19]
[-2.24, 1.64, 0.89]	[0.05, -0.06, 2.1]	[-2.34, -0.93, 0.61]	[0.76, 1.36, 2.36]	[2.36, 2.36, 2.19]	[-0.28, 1.09, 1.1]	[1.3, 0.6, 0.36]	[-0.68, -2.12, 0.31]
[-2.11, -0.91, -1.61]	[-0.72, -0.41, -0.19]	[-0.06, 1.92, 1.58]	[-1.14, -1.41, -2.09]	[2.41, 1.87, -2.42]	[-2.29, 0.54, 0.8]	[1.16, -1.16, 1.88]	[1.83, 1.79, -0.31]
[1.89, -2.2, 2.38]	[-2.03, 1.91, -1.14]	[2.09, 1.49, -0.28]	[0.54, 1.68, 1.64]	[-1.69, 0.14, -1.51]	[0.73, 1.97, -2.39]	[0.28, 0.16, -0.29]	[1.71, -2.48, -0.45]
[0.17, -0.36, -1.68]	[-0.45, 0.47, 2.33]	[-0.93, -0.23, 0.37]	[0.49, 0.32, -1.64]	[-1.29, 1.32, 2.45]	[0.03, 0.44, 0.35]	[-1.65, 1.52, 0.85]	[-2.43, 0.94, 0.21]
[-1.89, 0.23, 0.54]	[-0.41, 1.18, 1.15]	[0.15, 1.93, -2.08]	[1.44, 1.91, -1.97]	[-1.25, -1.32, -0.72]	[-0.43, 0.34, -1.98]	[-0.2, 1.1, 1.7]	[1.03, 0.01, 0.37]
[-1.08, -0.66, -0.14]	[1.66, 2.41, 0.08]	[-2.34, -1.24, -1.18]	[-0.68, -0.98, 1.46]	[1.47, 1.99, 2.37]	[-0.69, -0.21, -1.76]	[1.87, 0.29, 1.86]	[-0.7, 2.07, 0.53]
