[1.71, -1.16, 0.3]	[0.19, -0.53, 0.77]	[2.49, -1.93, 1.28]	[1.66, -1.82, 0.28]	[-1.43, 2.49, 0.31]	[-0.32, -0.54, -1.09]	[0.88, -2.04, 2.13]	[2.12, -0.02, -2.47]
[-1.59, -2.19, -1.66]	[-0.53, 0.06, 0.03]	[0.91, -2.08, -1.87]	[0.84, -2.08, 1.36]	[-1.98, -1.61, 2.12]	[-1.21, 2.09, 0.65]	[1.55, -0.74, 2.24]	[-0.94, -1.56, -0.16]
[1.55, -0.66, 1.6]	[0.68, 2.29, 0.57]	[0.63, -0.79, -0.24]	[1.69, 2.06, 0.13]	[-1.48, -1.6, -2.11]	[-0.16, -1.36, 0.75]	[-0.75, -2.1, -2.06]	[-1.89, -1.03, 1.1]
[-2.4, 2.08, 2.2]	[1.38, 1.99, 2.2]	[1.09, -0.52, -1.96]	[-0.03, 0.07, -2.48]	[1.12, 0.87, -2.19]	[-1.02, -1.45, -1.36]	[0.29, 0.17, -1.37]	[-1.58, 1.91, -1.33]
[-0.09, 2.27, 1.21]	[-0.07, -0.35, 0.0]	[-2.48, 1.44, 1.98]	[-0.92, -1.86, 1.14]	[1.52, 0.32, -1.1]	[2.16, -0.84, -1.19]	[1.4, -0.8, 0.95]	[1.73, 1.12, -1.17]
[-2.43, 1.71, 1.8]	[2.28, -0.3, -0.85]	[-0.7, -2.21, -0.03]	[-1.92, 1.78, 0.22]	[-1.75, -1.02, -0.58]	[-2.32, -1.91, -2.46]	[0.56, 0.45, 0.23]	[-1.26, 1.96, 1.35]
[1.0, 0.5, -0.57]	[-0.68, -1.04, 0.66]	[-2.0, 0.18, -1.19]	[1.32, 0.84, -0.15]	[0.1, 2.46, -0.56]	[1.04, -0.14, 2.45]	[0.48, -2.29, -0.91]	[-2.43, 0.34, 1.22]
[1.69, -2.3, -1.77]	[2.08, 2.32, -0.19]	[-0.5, 2.2, 0.01]	[-1.0, 2.39, 1.27]	[1.23, 2.19, 0.18]	[-1.0, 0.98, 1.25]	[-1.32, 2.24, 1.26]	[1.37, 2.06, 0.33]
[-1.95, -1.94, -1.56]	[-0.49, -0.77, 1.22]	[2.24, 1.04, -0.42]	[-0.08, 2.06, -1.25]	[-0.96, 0.16, 0.77]	[1.82, 0.09, -1.91]	[-1.07, 0.79, -0.51]	[-2.32, 1.86, -2.26]
[-1.68, 1.07, 1.86]	[-2.25, -0.73, 0.46]	[2.32, 1.57, -1.52]	[-1.24, 0.65, -0.35]	[1.78, 2.41, 0.2]	[-2.37, 2.28, 1.61]	[-2.15, -0.74, -2.28]	[-1.79, -2.26, -0.93]
