[-1.34, -1.86, 0.34]	[0.12, -0.57, -1.33]	[-1.93, -1.97, -1.98]	[-1.54, -1.77, -0.6]	[-1.79, -1.88, -0.96]	[-0.08, 0.36, 0.62]	[0.1, -1.05, 1.08]	[1.81, -2.1, 2.28]
[0.45, -1.4, -2.44]	[0.06, -2.07, -1.36]	[-0.88, -0.67, 0.32]	[0.05, -0.17, -1.33]	[0.67, -0.96, 0.48]	[1.7, 2.12, -0.4]	[-0.35, -1.76, 0.46]	[-0.38, -2.38, 0.0]
[1.9, 2.44, 1.14]	[2.28, -0.58, -1.78]	[2.49, -1.45, 0.52]	[0.27, -0.22, -0.26]	[0.06, -2.04, 0.97]	[0.55, 1.29, -1.85]	[-2.24, 1.07, 2.12]	[1.61, -0.16, 0.54]
[0.12, -1.33, -0.91]	[-2.11, -0.59, -2.41]	[0.29, -2.12, 0.61]	[-1.42, 1.05, 0.85]	[-1.09, -0.13, 1.88]	[-0.14, -1.94, 1.09]	[1.36, 1.87, 1.47]	[-0.1, -0.23, 0.05]
[-2.36, -0.6, 0.56]	[-1.54, -1.47, -0.39]	[-0.69, 0.27, 2.14]	[-1.89, -1.59, 1.1]	[-0.27, -0.61, -2.27]	[1.95, 0.04, 1.45]	[2.05, 0.16, 1.09]	[0.54, -0.72, -1.68]
[-0.37, 1.49, 1.48]	[-1.95, 1.03, 0.17]	[0.71, 0.29, 1.04]	[-1.86, -1.8, 0.17]	[-0.87, 0.99, -2.07]	[0.5, 1.71, -0.28]	[1.28, 0.88, -0.78]	[1.74, 2.14, 2.04]
[-1.13, 0.61, -0.64]	[-1.85, -2.23, 1.73]	[-1.95, -0.19, 1.93]	[0.99, -1.02, -1.03]	[-0.66, -0.23, 2.0]	[-0.39, 2.17, -1.13]	[-2.2, -2.1, 0.78]	[0.98, -1.72, 1.98]
[0.67, 0.54, -1.96]	[2.23, 0.35, 1.01]	[-2.25, -1.8, 1.31]	[-1.2, 1.52, 2.14]	[-0.64, 0.24, 0.28]	[-2.3, 1.21, -1.14]	[-2.44, -0.44, 2.02]	[0.66, -1.52, 1.2]
[-0.97, 0.24, -1.08]	[-2.15, -1.02, 1.22]	[-1.71, 1.24, 2.48]	[0.95, 1.26, -0.19]	[1.33, 1.56, 0.33]	[0.96, -1.45, -0.15]	[1.63, 1.77, 2.22]	[0.82, -0.6, -0.1]
[0.17, 0.14, -0.84]	[1.6, -0.41, -0.16]	[1.45, -0.77, -0.1]	[-2.08, -1.4, -0.25]	[-1.26, -1.61, -0.69]	[0.55, -1.61, -1.55]	[0.07, 1.34, 0.29]	[-1.68, -0.08, 1.03]
