[-0.89, -0.65, 0.06]	[2.48, 1.0, -0.03]	[-1.37, 0.25, -1.51]	[1.83, -2.45, -2.28]	[-0.39, -0.86, 2.45]	[0.14, -0.61, 0.89]	[-0.05, -1.96, -0.41]	[0.29, -0.53, 1.69]
[2.35, 0.33, -2.49]	[2.13, -2.39, 1.07]	[-2.26, -1.9, 0.55]	[-2.26, -2.21, 0.88]	[-0.79, -2.22, 1.39]	[-2.46, 0.32, -0.86]	[-0.17, -0.39, 0.56]	[-0.01, 1.28, 0.2]
[-1.97, 1.21, 1.8]	[1.7, 0.92, -1.11]	[1.15, 1.89, -1.28]	[0.89, 0.08, 0.31]	[-0.25, 2.4, 0.38]	[-2.11, 0.32, 0.0]	[-0.9, 1.08, -0.83]	[1.23, -1.37, 1.36]
[-1.49, -2.31, 2.35]	[0.98, -1.5, 0.08]	[1.0, 1.59, 1.0]	[0.23, -1.93, 0.85]	[1.84, -2.38, 1.71]	[1.53, -0.91, 2.11]	[-0.43, -1.87, 2.48]	[-2.3, -0.85, 2.43]
[1.38, -1.33, -0.38]	[-1.21, 0.19, 1.81]	[-1.9, 0.94, 1.5]	[1.41, 2.36, -2.45]	[2.3, 0.63, -1.16]	[-1.71, 1.15, 1.7]	[-0.06, 1.29, -1.53]	[1.59, 2.07, -2.34]
[0.56, -1.37, 2.06]	[-0.02, -2.37, 1.62]	[-2.2, 2.24, -2.14]	[-1.7, -2.16, -0.01]	[1.76, -2.09, 1.12]	[1.55, -1.63, -1.75]	[-2.35, 0.02, 1.94]	[-1.01, 2.41, 1.67]
[0.65, -0.79, 2.05]	[0.78, -1.45, 1.9]	[2.04, -1.1, -1.14]	[-2.11, 0.79, 1.14]	[-0.51, 1.62, -1.23]	[-1.18, -1.41, 0.89]	[1.72, -0.69, -0.45]	[-1.52, 0.52, 2.15]
[-0.33, 0.16, 1.74]	[-0.82, 1.43, -1.87]	[1.44, 1.99, -0.4]	[-1.32, 1.07, -1.52]	[-0.46, 0.4, 2.35]	[2.32, 1.21, -1.28]	[1.17, -0.09, 0.18]	[1.12, -1.67, -0.51]
[-1.79, -0.74, 2.09]	[-1.28, -1.14, -2.26]	[-1.28, -2.0, -0.33]	[-2.41, 0.1, -0.21]	[-1.46, -0.84, 2.49]	[-2.25, -0.27, -1.48]	[1.98, 1.85, 1.44]	[-0.62, -0.47, 0.96]
[-2.37, 2.11, -1.87]	[0.31, 1.0, 0.91]	[1.89, 0.93, -2.27]	[0.45, -1.26, -1.0]	[-0.64, -0.34, 0.2]	[-1.97, -0.8, 0.52]	[-0.25, 1.64, -1.07]	[-0.53, -1.19, 0.79]
