[0.32, -0.74, -2.44]	[1.26, 0.95, 0.33]	[1.36, -0.2, 2.44]	[1.86, 0.66, 0.72]	[-0.58, 0.82, -1.45]	[-2.17, 0.02, 1.36]	[2.39, -1.69, -0.39]	[-2.47, 1.48, 2.28]
[1.02, 2.18, 1.36]	[-1.5, 0.81, 1.5]	[1.7, -0.1, 1.17]	[-1.6, -1.19, 1.71]	[-0.62, -0.21, 2.41]	[0.83, -0.7, 1.45]	[0.03, -1.87, -0.03]	[1.76, -1.18, -0.14]
[0.69, 0.88, -0.23]	[0.51, 0.33, -2.25]	[1.72, -0.65, 2.44]	[0.27, 1.64, 1.0]	[-1.41, -1.41, -0.58]	[1.99, -1.24, 0.93]	[1.43, 2.21, -1.43]	[-2.38, -0.04, 0.75]
[-0.16, 0.4, -0.26]	[-2.48, 0.09, -0.51]	[1.12, 1.94, 1.17]	[1.81, -0.89, -0.58]	[2.34, -2.1, -0.18]	[0.79, -1.49, -2.0]	[-1.93, -2.34, 2.17]	[-0.26, -1.34, 1.84]
[0.78, -2.39, -1.32]	[-1.38, -0.9, 2.34]	[-2.03, -1.79, -1.08]	[0.2, 0.98, 1.87]	[2.08, -1.3, 1.51]	[0.76, 0.96, -0.97]	[-1.42, 2.48, 1.71]	[-0.08, -0.23, 0.66]
[-2.44, -2.33, 0.64]	[-0.89, 1.48, 0.4]	[1.79, 2.2, -1.01]	[1.72, -1.12, 0.52]	[0.38, -1.18, 1.39]	[1.91, 2.22, -0.74]	[0.13, -0.84, -1.96]	[-1.3, -0.44, 1.99]
[-0.63, -0.71, 0.57]	[2.45, 2.18, 2.45]	[-0.56, -2.19, 0.42]	[0.46, 1.7, 1.42]	[1.26, -0.46, -1.7]	[1.1, 1.79, -0.82]	[1.05, -1.85, -1.25]	[-0.25, -1.19, -0.77]
[-0.08, -1.07, 2.03]	[-1.32, -1.63, 1.89]	[0.23, 0.69, 1.16]	[0.53, 0.31, 0.52]	[-1.4, 1.82, -2.25]	[0.42, 0.94, 0.8]	[-0.18, -2.23, -2.2]	[-2.38, -1.22, -2.44]
[-2.13, 1.29, 1.39]	[0.84, -0.45, 2.19]	[1.63, 2.17, 1.19]	[1.81, 1.15, 2.38]	[-1.68, 0.2, -0.04]	[1.43, 0.72, 1.13]	[0.86, 1.88, 1.98]	[1.53, 0.1, -2.0]
[-1.97, 0.09, -0.74]	[2.01, 0.05, -0.31]	[1.74, 0.94, 2.44]	[-1.29, 1.52, -0.95]	[0.49, 0.96, 1.43]	[0.88, -0.1, -2.31]	[0.6, 1.21, -0.52]	[1.73, -0.34, -1.16]
