[-2.36, 1.14, 1.36]	[-1.04, 0.29, -1.23]	[-1.78, 1.08, -0.2]	[-1.68, -0.25, 2.48]	[0.52, -0.84, -0.81]	[1.62, -1.43, -1.11]	[-1.31, -0.33, 1.13]	[-0.92, -0.94, -2.03]
[1.92, 1.55, 0.43]	[2.01, 0.16, 1.87]	[2.39, 0.27, -1.88]	[0.57, 0.0, -0.52]	[2.39, 0.9, -0.95]	[-1.41, 0.38, -0.06]	[1.76, 1.69, 2.22]	[-2.24, -2.12, 0.8]
[2.27, 1.5, 1.91]	[-1.12, -0.18, -1.44]	[1.89, -0.78, 0.81]	[-1.49, -0.45, 0.87]	[1.3, 0.21, 1.62]	[-2.48, 1.57, 2.36]	[2.32, -2.06, -0.33]	[-1.03, 0.73, 1.71]
[1.08, 1.12, -0.14]	[-0.11, 1.47, -1.1]	[-0.46, 1.0, -0.05]	[-2.01, -0.22, -1.5]	[-1.02, 1.59, 0.57]	[2.22, -0.64, -2.32]	[1.06, -2.14, 2.21]	[-0.25, 1.28, -1.03]
[-1.83, 0.2, 1.37]	[-0.03, 1.47, -0.7]	[2.5, 0.91, 1.93]	[0.33, 2.08, -0.92]	[-1.66, -0.59, -0.02]	[-2.49, -2.15, 1.6]	[-2.28, -0.62, 0.96]	[-0.98, 1.28, 2.12]
[-0.95, -2.18, 0.93]	[1.84, -2.48, 0.99]	[2.23, -2.22, 0.27]	[1.81, -1.09, -2.02]	[-2.46, 1.06, 1.55]	[2.11, -2.16, 0.59]	[2.07, -1.92, 1.51]	[1.91, 0.53, 2.26]
[-1.91, 1.24, 0.26]	[1.48, -0.97, -0.06]	[-2.21, 0.65, 2.42]	[-1.91, -0.49, 0.73]	[-1.78, 0.94, -1.69]	[2.19, 1.87, -1.61]	[1.9, -2.04, 0.32]	[-0.3, -0.83, -0.16]
[1.34, 0.62, 0.15]	[-1.62, -1.15, -2.08]	[-2.18, 1.7, -2.32]	[0.62, -1.67, -0.32]	[1.04, 0.88, 0.25]	[0.85, -0.01, 2.49]	[1.18, 1.37, -0.57]	[1.31, 1.42, 2.23]
[1.64, -0.73, -0.08]	[-1.8, 2.29, -0.74]	[-0.34, 1.55, 0.25]	[-0.52, -1.91, 1.02]	[0.96, 2.1, 1.57]	[0.04, 0.33, 0.56]	[-1.01, 0.19, -2.44]	[1.64, -1.08, -1.23]
[-2.33, -1.71, -2.2]	[2.32, -2.2, 1.37]	[-0.91, 2.05, 1.3]	[1.23, 1.05, -2.0]	[0.57, -0.38, -1.25]	[-1.08, -1.66, 1.31]	[-2.21, 0.23, -0.87]	[1.82, -0.79, -1.61]
