[1.06, -2.11, 1.2]	[0.76, -2.12, 1.66]	[0.25, 0.23, -0.48]	[0.72, -0.37, -2.19]	[-0.93, -2.43, 2.37]	[1.15, -1.52, 0.45]	[2.02, -2.08, -2.49]	[2.33, -0.48, 0.17]
[0.16, -1.23, 0.55]	[-2.16, -0.18, -1.48]	[-1.27, 2.27, 2.31]	[1.23, -0.07, 0.74]	[-0.55, -0.5, -0.75]	[-0.83, 0.01, -0.46]	[-0.14, -1.6, 0.78]	[2.47, -1.66, -2.38]
[-1.96, 1.46, -0.36]	[-0.15, 0.6, -1.24]	[0.87, -1.07, -1.53]	[-2.09, 0.24, -1.48]	[1.78, 0.39, 0.7]	[2.0, -2.42, -1.45]	[1.25, 1.89, 0.77]	[1.29, 1.91, -0.2]
[2.37, -1.21, -0.66]	[2.37, 1.44, -1.68]	[-1.41, -0.09, -0.16]	[0.82, -1.14, 0.06]	[0.87, -1.48, 0.06]	[0.05, -0.19, 1.69]	[2.14, 2.07, -1.1]	[0.78, -0.78, 0.91]
[1.18, 2.44, 1.04]	[-1.28, 2.22, -0.56]	[-0.47, -1.43, 1.15]	[0.64, -2.36, 0.41]	[-1.82, 1.9, 0.2]	[0.28, -1.1, -1.45]	[-2.45, 1.92, -1.84]	[1.76, 0.48, -1.28]
[-2.26, -2.41, 1.64]	[-1.2, 0.29, 0.74]	[0.2, 2.5, -0.24]	[1.92, 1.84, 1.18]	[-0.45, -0.21, 0.4]	[-1.61, 1.92, -1.5]	[-2.27, -2.16, -1.87]	[1.66, 1.47, -2.1]
[0.51, 1.32, 0.83]	[2.22, 1.66, 0.36]	[-2.47, 0.56, 0.35]	[-1.74, 0.74, 1.2]	[-0.04, -2.14, -1.7]	[-1.48, 0.63, -2.06]	[2.02, 1.79, 2.42]	[-0.46, -0.46, -0.37]
[-2.46, 1.6, 2.07]	[-0.95, -0.91, 0.81]	[2.48, -0.76, -1.89]	[-0.19, -0.8, 0.34]	[1.32, -1.06, -0.83]	[-0.45, 0.83, 0.39]	[1.31, -2.31, -1.34]	[-2.11, 2.16, -0.77]
[-1.57, 1.78, 0.56]	[-1.85, 0.86, 1.46]	[2.43, -1.46, -0.76]	[-2.4, 2.33, -1.33]	[-0.75, 1.84, -0.64]	[2.19, -0.82, -1.71]	[-1.37, -1.58, -1.97]	[-0.44, -0.16, 2.0]
[-0.53, -1.7, -0.24]	[1.04, 0.77, 2.29]	[0.15, -0.55, -2.33]	[0.21, 1.53, 1.1]	[-2.0, 0.33, 1.34]	[-1.09, -1.16, 1.14]	[-1.75, 2.4, -2.4]	[-0.95, -1.29, 1.42]
