[-2.23, -2.13, 0.83]	[-2.1, 1.92, 0.57]	[-1.22, -2.19, -0.07]	[2.2, -0.8, 2.21]	[-0.72, -1.6, -0.46]	[-1.73, 1.74, -2.26]	[-2.35, 0.6, -0.56]	[-2.25, 1.32, -1.15]
[1.11, -2.48, 1.01]	[0.45, 2.39, 0.57]	[-2.03, -0.5, -2.26]	[-0.21, 0.62, 1.25]	[-0.59, 0.5, 0.95]	[2.01, 2.31, -0.62]	[0.97, 1.64, 0.89]	[-0.67, -0.46, 2.1]
[0.23, -0.67, -0.74]	[2.29, 1.21, 0.38]	[0.29, 0.29, 1.5]	[-0.96, 1.99, 1.2]	[0.59, 1.98, -1.0]	[-1.0, -2.4, -0.84]	[0.2, -1.57, -0.89]	[-1.64, -0.17, 0.16]
[-2.02, 2.09, 1.7]	[-0.06, -2.3, -2.04]	[-0.89, 1.6, -1.77]	[-1.44, 2.03, 1.5]	[0.19, 1.84, 2.16]	[1.0, 1.3, 2.34]	[-1.42, -2.41, -1.72]	[2.3, 1.89, 1.29]
[2.49, 0.23, 2.28]	[0.39, 1.12, 1.08]	[-0.53, -1.36, -1.58]	[0.85, -1.05, 0.26]	[-0.24, -1.33, -0.29]	[2.21, -0.91, -1.61]	[0.97, 0.71, -0.67]	[-2.17, 2.25, -2.12]
[2.06, 0.79, 1.62]	[-1.33, 0.19, 0.66]	[-1.64, 0.0, -2.09]	[-1.13, 2.46, 0.63]	[-2.22, 0.14, 1.72]	[-0.99, -1.02, 0.43]	[-0.2, 0.24, 0.82]	[-1.05, -2.38, -1.89]
[2.32, 0.14, 0.49]	[-1.53, 1.49, -2.08]	[-1.05, 0.09, -0.88]	[0.09, 1.51, 2.26]	[0.83, 2.06, -1.91]	[2.24, 2.2, 1.56]	[1.74, -1.14, -0.09]	[-0.17, -1.65, -0.82]
[1.96, 2.17, -1.78]	[0.35, -1.83, -1.23]	[0.48, -2.34, 2.03]	[2.5, 0.16, -2.12]	[0.72, 0.68, 2.09]	[-0.58, 0.15, -2.41]	[-0.66, 0.78, 2.44]	[1.57, 1.75, 2.36]
[0.64, 1.21, 0.51]	[-0.99, 1.86, 2.28]	[-1.17, -1.34, -1.68]	[-1.84, -1.41, -2.23]	[-1.34, 2.27, 1.32]	[2.41, 0.41, -1.96]	[1.11, 1.39, -1.94]	[-0.61, -1.25, 0.07]
[-0.98, 0.05, 1.41]	[-0.99, -0.7, 0.62]	[-0.31, -0.85, 1.7]	[-2.28, -0.14, 0.29]	[2.32, -2.0, 1.17]	[-1.4, -2.23, 0.94]	[-1.3, 2.39, 0.77]	[-0.62, -2.1, 1.77]
