[-0.39, 0.26, -0.76]	[-2.3, -2.04, -2.4]	[0.83, -0.46, 0.15]	[1.76, -0.38, 1.99]	[-0.2, 2.2, -1.06]	[-0.74, 1.47, -1.07]	[1.94, -0.64, -0.96]	[-0.68, -1.23, 0.98]
[-1.04, 2.45, -0.29]	[1.96, -2.05, -1.53]	[2.3, -1.24, -1.41]	[1.41, 0.4, 1.97]	[2.47, -2.01, 1.96]	[1.59, 1.13, -1.66]	[-2.0, -1.16, 1.18]	[0.92, 0.85, 1.12]
[1.62, -2.49, 1.41]	[-1.5, 2.12, 0.25]	[1.97, -1.9, -0.28]	[0.48, -0.15, -0.02]	[1.82, 1.53, 1.95]	[0.4, -0.73, 0.59]	[1.95, 2.22, -0.6]	[-2.09, 0.81, 1.66]
[-0.73, 1.81, -0.75]	[1.69, -0.49, 0.18]	[-2.36, 0.69, -2.1]	[2.24, 0.83, -1.64]	[-2.35, -0.49, -0.74]	[-0.67, -0.12, 1.21]	[-1.06, -0.65, 1.89]	[0.76, 1.4, 0.53]
[1.23, 0.03, -1.71]	[-0.08, 1.86, 1.23]	[1.57, 2.46, -0.41]	[-0.7, 0.82, 2.26]	[0.09, 0.66, -1.75]	[2.34, -0.42, -0.82]	[-0.49, -1.95, -0.71]	[0.93, -1.35, -1.22]
[1.56, -1.96, 0.2]	[2.24, 1.82, -1.09]	[0.92, 0.33, 2.33]	[0.97, 1.25, -1.55]	[-0.47, -1.92, -0.6]	[1.7, 0.31, 0.55]	[-2.02, 0.66, -0.83]	[-0.89, 0.89, -1.94]
[1.72, -2.24, -0.63]	[0.66, -1.11, 1.06]	[-1.4, -1.6, -0.73]	[-0.23, -1.32, -2.28]	[-1.18, 0.57, -2.5]	[0.47, -2.06, 2.28]	[-0.65, 0.41, -1.91]	[-1.05, -0.67, -2.17]
[1.94, 1.68, -1.26]	[0.81, 0.82, -2.21]	[-0.38, 1.16, 1.74]	[0.65, 0.98, 0.2]	[1.42, -1.56, 1.0]	[1.27, 1.25, -1.8]	[-1.37, -1.52, -1.37]	[1.03, 2.44, -1.1]
[-1.55, -0.28, 0.61]	[-1.27, 1.4, -0.11]	[0.93, -1.46, 1.46]	[-2.12, 1.85, 0.35]	[2.38, 1.94, -2.23]	[-0.33, 2.4, -2.41]	[0.81, 2.15, 0.62]	[0.04, -2.04, -1.24]
[2.47, 2.48, -1.88]	[-1.71, -1.25, 0.61]	[0.99, 0.66, 0.24]	[-2.09, 1.71, 0.2]	[2.45, 0.35, 1.85]	[-1.95, 0.8, -0.76]	[-2.42, 0.99, 2.04]	[1.48, 0.06, 1.5]
