[0.52, -1.0, 0.28]	[0.51, 0.5, 1.51]	[-0.12, -0.94, 1.72]	[-0.85, 0.27, 2.04]	[-1.36, -1.47, -1.95]	[0.3, 2.46, -0.05]
[-2.01, -0.65, -2.27]	[0.1, -1.17, -0.39]	[1.68, -1.36, -1.36]	[-1.58, -0.95, 0.07]	[1.93, -1.42, -2.46]	[0.62, -2.13, 2.25]
[-2.27, 0.1, 0.72]	[-1.08, 0.51, -1.32]	[0.1, -0.27, -2.06]	[1.48, -1.12, 0.55]	[-0.73, -0.13, 1.93]	[1.28, -1.67, 1.0]
[-1.83, 1.14, -0.43]	[0.03, -0.55, 0.31]	[-1.0, 1.03, -2.42]	[-1.6, 0.25, 1.68]	[1.24, 1.23, -1.62]	[-0.77, -1.43, -2.26]
[-0.4, -2.4, 0.0]	[1.2, -2.45, 0.12]	[0.46, 1.86, 0.56]	[-1.92, -0.27, 1.84]	[-0.23, 1.78, 0.89]	[0.5, 0.12, 0.77]
[0.21, -0.56, -0.5]	[0.27, -0.74, -1.55]	[1.86, 0.92, -1.52]	[-1.7, 0.94, -0.06]	[-0.58, 0.84, 0.04]	[1.12, 1.63, 0.3]
[2.34, -1.71, -2.41]	[-1.37, -0.9, -0.15]	[-0.58, -1.17, 1.48]	[2.5, 1.57, -0.96]	[-0.7, 1.65, 2.47]	[1.0, -1.86, -0.15]
[1.18, -1.04, 1.44]	[-1.8, -0.72, 0.92]	[0.99, 1.91, 0.1]	[-1.69, -0.45, -0.84]	[2.05, -1.49, -2.24]	[-0.55, -0.21, -0.8]
[-0.2, -0.5, 0.18]	[-2.16, -2.05, 1.3]	[-2.02, -0.72, 1.02]	[2.22, -0.45, 1.48]	[-1.38, -2.02, 2.17]	[1.08, 1.46, 0.38]
[-1.34, -1.77, -1.44]	[-0.1, -1.44, -1.21]	[0.14, -1.36, -0.93]	[-2.03, -2.27, 1.1]	[2.08, -0.89, -1.61]	[1.16, 1.88, 2.22]
