[-0.91, -2.41, 2.26]	[0.74, -1.5, -1.7]	[1.17, 1.47, -0.6]	[1.39, -1.01, -1.55]	[-0.98, -1.68, -2.39]	[-1.14, 2.01, 2.19]
[-0.04, -1.9, -2.21]	[-0.17, 0.93, 0.06]	[-0.31, -1.16, -0.89]	[0.87, 1.57, 1.54]	[1.54, 0.01, -0.96]	[0.89, 2.04, -2.29]
[1.01, 0.22, 2.24]	[0.87, -2.01, -2.1]	[-1.51, 2.13, 2.11]	[-0.15, 2.44, 0.24]	[0.49, -1.76, 1.78]	[1.76, 2.26, -2.39]
[1.19, 0.04, -0.05]	[2.0, -2.14, -0.53]	[1.83, 2.19, -0.55]	[0.53, 0.84, 1.01]	[-1.67, 0.6, -2.04]	[-1.29, 1.45, 1.79]
[2.39, 1.63, -2.29]	[1.4, -1.04, -2.38]	[2.05, -2.36, 1.57]	[2.4, -1.59, -2.17]	[-1.98, 1.02, 0.99]	[-2.36, -0.92, -1.8]
[0.43, -0.67, 2.31]	[1.77, -0.58, 1.13]	[-1.18, 1.6, 0.27]	[-1.43, -1.9, -0.17]	[-0.46, -2.02, 1.55]	[2.26, -1.71, 1.81]
[-0.22, 0.25, 0.67]	[0.08, 1.22, -0.07]	[-0.66, -1.62, -0.17]	[0.25, 0.57, -0.88]	[-0.7, 1.24, 1.82]	[1.46, -1.85, 0.09]
[2.23, -1.63, -0.85]	[-2.36, 0.56, 1.82]	[1.13, 1.5, 0.53]	[-1.82, -2.01, 1.31]	[-0.25, 0.42, 0.61]	[1.0, -0.44, -1.0]
[1.73, -2.31, -1.06]	[1.15, -0.09, 0.85]	[2.48, 0.52, 1.64]	[-1.54, 0.33, 1.63]	[-0.25, -2.22, -1.42]	[-1.82, 1.51, 0.21]
[2.43, 1.65, -1.87]	[-0.24, 0.71, 1.2]	[-2.43, 1.2, -0.3]	[0.34, 1.65, -1.28]	[-2.02, 1.17, -0.06]	[-0.64, -1.11, -1.52]
