[1.17, -2.18, -0.44]	[-0.66, 2.07, -1.74]	[-1.44, 1.57, 1.45]	[2.26, -1.83, 0.31]	[-1.63, -2.24, 2.4]	[0.15, -0.53, 0.65]
[-1.93, -1.38, 0.37]	[-0.11, 0.14, -0.08]	[-0.71, -2.03, 1.27]	[-1.03, -2.15, 1.33]	[0.77, 0.42, 0.14]	[1.34, -1.39, -0.73]
[-1.54, 1.02, 2.33]	[-0.62, 2.33, 0.31]	[-2.02, -1.24, 2.09]	[1.33, -0.56, -0.1]	[-0.6, 0.51, -1.29]	[-0.53, -1.67, 0.71]
[-1.78, -1.13, 2.47]	[2.32, 1.36, 1.34]	[-2.5, 1.15, -0.34]	[1.11, 1.49, 0.84]	[-1.12, 2.08, -0.05]	[-0.18, -1.56, -0.97]
[-2.39, 1.0, -1.38]	[0.64, -1.95, 1.63]	[2.23, 1.98, 1.51]	[1.42, -1.55, -1.83]	[-0.27, 0.47, -0.76]	[-2.05, 2.32, 1.8]
[2.27, 0.95, -1.82]	[-0.98, -0.11, 2.48]	[-1.72, 1.21, 2.49]	[-1.83, -1.12, -1.7]	[-0.22, -1.32, 1.1]	[-1.83, 2.28, -0.25]
[1.78, 2.12, -0.43]	[-1.48, -0.46, 0.27]	[0.55, 0.74, -2.08]	[0.05, 1.03, 1.35]	[-1.27, 1.68, 0.48]	[-0.08, -1.52, -1.91]
[-1.41, 0.09, 0.21]	[-1.06, 1.06, -0.49]	[-0.4, 0.85, -1.04]	[-1.38, 0.69, 1.31]	[0.97, 1.77, -1.66]	[2.43, 0.23, 1.84]
[-1.22, 0.2, 1.22]	[-0.18, 0.39, -0.75]	[1.57, -2.07, 1.2]	[0.5, 0.91, -1.47]	[-1.04, 1.15, -1.02]	[-0.87, -1.72, 0.02]
[0.29, -0.5, 1.24]	[-1.29, -0.27, -1.6]	[1.64, 0.29, 0.31]	[1.42, -1.22, 1.49]	[0.8, -2.19, -2.13]	[-1.82, -0.87, 1.59]
