[-1.19, -1.61, -2.03]	[-0.02, 1.98, 2.27]	[2.03, 0.2, 0.56]	[-0.31, -1.32, -2.12]	[-1.66, 1.69, -1.09]	[-1.82, -0.22, -2.01]
[-2.26, 1.61, 0.47]	[2.23, 1.26, -0.68]	[2.31, 2.36, -1.94]	[-1.36, 0.02, 0.72]	[0.75, 1.0, 1.03]	[1.08, 0.24, -2.08]
[-2.46, 1.2, -0.79]	[1.37, -1.03, -0.51]	[2.44, 1.68, 0.87]	[-1.19, 2.25, 1.64]	[-0.61, 1.03, -1.62]	[-1.78, -0.72, 2.44]
[2.29, 1.78, 1.44]	[1.07, -0.02, -1.97]	[-0.71, -1.46, -0.61]	[1.69, -1.84, -1.33]	[-0.76, 1.47, 1.05]	[-0.74, 0.74, -2.22]
[-0.25, 1.65, -0.8]	[-2.22, 0.73, 2.05]	[-0.85, 2.04, -0.8]	[-1.97, 1.5, 1.48]	[-1.24, 1.67, -0.02]	[1.35, 1.01, -1.16]
[-1.83, 1.81, -2.19]	[1.7, 0.73, -1.72]	[0.43, 0.61, 1.65]	[2.1, -1.98, 1.42]	[2.11, -2.32, -0.6]	[-1.19, -1.28, -1.56]
[-2.04, 1.77, 1.73]	[-1.58, 1.3, -1.25]	[-1.91, 0.74, 2.13]	[2.01, 0.02, -1.66]	[1.18, -1.74, 2.14]	[0.03, -2.17, -1.12]
[-0.67, 1.86, 0.57]	[-2.04, 1.89, 1.41]	[-1.62, -1.46, 2.26]	[-1.2, -1.57, -0.83]	[2.15, 2.07, 1.56]	[0.93, 2.24, -0.34]
[-1.65, -0.58, -0.92]	[-0.42, 0.82, 0.95]	[0.96, -0.19, 1.84]	[1.07, -2.0, -2.12]	[-1.45, -1.92, 0.84]	[0.4, 0.48, 0.07]
[-2.21, 1.57, 0.92]	[0.83, -0.9, 0.07]	[-0.66, -1.53, 0.93]	[0.08, -0.48, 0.06]	[-1.67, -1.92, -1.31]	[1.14, 2.15, -0.92]
