[1.84, -1.03, -1.68]	[-0.23, -1.3, -0.24]	[1.56, 1.22, 0.63]	[-1.08, 1.25, -0.23]	[2.3, -0.04, -1.21]	[-0.51, -1.27, -2.25]
[-0.09, -1.04, 2.31]	[1.24, -1.36, 0.31]	[-1.23, -2.15, 1.14]	[-0.65, -1.65, -1.04]	[0.6, -0.2, -0.77]	[-1.44, 1.51, -0.72]
[-0.6, 2.4, -0.49]	[-0.59, 2.31, 1.15]	[-1.14, -2.45, -2.25]	[0.79, 2.31, -0.85]	[2.44, -2.14, 0.66]	[-1.19, 0.83, 1.64]
[1.79, -2.42, 1.1]	[2.24, -0.01, -1.92]	[-1.29, -0.75, 0.96]	[1.09, 1.61, -1.35]	[-1.73, 0.28, 1.35]	[-2.11, 0.68, -0.9]
[2.35, -0.95, -1.93]	[-0.12, 0.69, 1.16]	[1.81, 1.13, -1.23]	[1.42, 2.38, -1.95]	[1.37, -2.03, -2.35]	[2.01, -1.64, 0.12]
[1.38, 0.2, 0.04]	[-0.24, 1.24, -1.6]	[1.63, -1.01, 2.06]	[0.54, -0.29, -0.91]	[-1.99, -1.22, 1.14]	[-1.17, 0.21, -1.39]
[1.38, 0.05, -1.79]	[-1.86, -2.27, -0.59]	[1.25, 2.39, 0.86]	[-1.82, 1.75, 0.6]	[1.35, 1.39, -2.42]	[0.81, -0.36, 1.17]
[1.46, -2.1, -1.13]	[-1.06, -0.84, 0.99]	[-2.21, 1.48, -0.32]	[0.44, 1.29, 1.64]	[1.11, 0.23, -1.76]	[-1.81, 2.35, 0.06]
[-2.49, 0.98, -1.68]	[-2.45, 1.75, -0.42]	[1.35, -2.03, 0.66]	[-0.06, 2.5, 0.75]	[1.67, -0.11, 0.56]	[2.24, 1.79, 0.41]
[-1.76, -0.71, -1.21]	[1.02, -1.62, 1.26]	[-2.11, 1.74, -0.62]	[0.45, -0.7, 1.26]	[2.0, 2.03, -2.47]	[1.79, -0.26, 2.14]
