[-0.33, 1.77, -1.01]	[1.24, 0.26, -0.12]	[0.17, 1.29, -0.4]	[-1.18, 1.81, 0.28]	[-1.36, 1.13, -1.03]	[0.87, 1.74, 2.13]
[-1.78, -1.57, -0.72]	[0.96, 2.5, -0.84]	[2.45, -1.72, 0.14]	[1.39, -2.23, 0.97]	[-0.62, -1.44, -0.44]	[-2.42, -0.06, 2.17]
[-0.3, -0.79, 1.47]	[-1.25, 0.8, -0.06]	[-0.75, 1.93, -0.53]	[-0.1, 0.21, 2.31]	[0.53, 0.31, 0.57]	[1.06, -1.89, 0.91]
[0.68, 1.33, 2.5]	[-1.98, 2.29, -0.2]	[-0.35, 2.11, -2.14]	[0.23, 0.45, -0.75]	[0.12, 0.35, 1.36]	[0.46, 2.12, -1.42]
[0.02, -0.25, 0.25]	[-0.5, -1.67, -1.32]	[2.35, 2.07, -1.11]	[0.82, -0.8, -0.44]	[0.08, 0.24, 0.21]	[-2.29, 0.56, -0.08]
[0.4, 1.29, -1.82]	[1.22, 1.9, 0.16]	[0.27, -2.26, -0.75]	[1.47, -0.24, -1.68]	[-1.93, 1.09, -1.16]	[1.74, -0.45, -0.48]
[-1.97, -0.17, -0.82]	[-1.93, 2.26, 1.99]	[-0.36, -0.75, 2.44]	[-1.84, 2.27, -1.28]	[0.73, 1.39, -0.25]	[0.97, -0.65, -2.23]
[-1.65, 2.47, -1.4]	[-0.45, 2.06, -1.6]	[-1.97, -1.52, 0.06]	[-2.15, 0.88, -1.92]	[-0.22, 2.12, -1.15]	[-0.05, -0.22, 2.05]
[-0.52, -2.02, -0.87]	[2.26, 2.34, 1.83]	[0.84, -0.08, -1.96]	[-0.06, -1.18, -1.69]	[-0.56, -0.35, 0.61]	[-0.46, -1.67, 1.08]
[0.52, -0.13, -0.35]	[-0.02, 1.02, 0.97]	[-2.25, -2.32, -1.03]	[1.46, -0.94, -0.68]	[-0.98, 0.9, -1.01]	[-1.39, -0.58, -0.83]
