[1.83, 0.17, 0.2]	[-0.2, -2.09, -1.9]	[0.51, -2.22, -0.3]	[-0.01, -1.67, -0.64]	[-1.7, 1.94, -0.74]	[-1.37, -0.53, 1.51]
[-1.55, 0.22, 0.07]	[1.94, -2.4, 2.08]	[1.66, 2.17, 2.13]	[1.9, 1.09, -1.01]	[-2.25, 1.32, -0.01]	[1.39, 1.59, -1.31]
[-0.18, -0.73, 1.06]	[0.49, -1.26, 1.57]	[1.14, 2.17, -1.35]	[1.03, -0.68, 0.69]	[1.69, 1.99, 2.41]	[0.28, -0.22, -0.43]
[0.27, -0.62, 0.92]	[-1.27, 0.56, -1.55]	[1.87, 1.55, 1.38]	[-1.14, 2.49, -2.17]	[-1.5, -0.31, -0.57]	[0.48, -1.05, -0.88]
[1.22, 2.45, 1.96]	[-0.83, 0.13, -1.36]	[-0.18, 1.17, 0.28]	[0.02, -1.23, 1.44]	[-2.32, 2.07, 0.43]	[2.26, -1.77, 2.21]
[-0.54, -0.65, -1.29]	[-1.01, 0.94, -0.42]	[-2.41, 0.66, -1.11]	[2.11, -0.89, 2.15]	[-0.14, 0.47, 1.27]	[1.86, -2.22, -1.64]
[0.26, 0.94, 0.39]	[-1.2, 0.86, -0.3]	[-1.63, -1.4, 2.2]	[1.08, 0.66, 1.72]	[1.62, -1.12, -1.35]	[-1.03, -0.41, 1.21]
[0.36, -0.02, -0.94]	[-1.37, 0.74, 1.33]	[0.64, -1.97, -0.52]	[1.01, -0.24, 1.32]	[1.81, 1.42, 1.1]	[-1.29, -1.87, 0.74]
[-1.62, -0.26, 0.51]	[-2.37, -0.09, -0.79]	[-2.09, -1.17, -1.66]	[-1.28, 1.71, -2.11]	[0.79, 2.14, 0.34]	[1.31, -1.25, 0.87]
[-0.63, -0.14, -2.32]	[0.07, 2.22, -1.57]	[0.72, -1.98, 1.28]	[-1.43, -0.19, 2.39]	[-0.73, 1.32, 1.21]	[1.22, -0.11, 1.23]
