[-1.65, -1.4, -0.93]	[-0.43, -1.09, 0.53]	[1.37, 2.42, -0.47]	[-2.03, 2.34, -2.25]	[-0.48, 2.5, 0.03]	[0.11, 0.79, 2.08]
[1.08, -2.3, 0.2]	[-0.05, -2.02, 1.75]	[-0.56, 0.6, 1.29]	[0.09, -2.37, -0.52]	[-0.5, 1.17, -1.55]	[2.46, -0.49, 0.79]
[0.55, 0.15, -2.04]	[0.75, 0.78, -0.39]	[-2.27, 0.37, 1.6]	[1.42, -2.26, -1.74]	[1.83, 0.02, -2.46]	[-1.04, 2.07, -0.9]
[0.91, -1.56, 0.55]	[-0.3, 0.38, 2.27]	[0.18, 1.89, -0.24]	[2.17, 2.07, 1.6]	[0.21, -1.84, 1.23]	[2.2, 2.04, -2.27]
[2.21, 2.18, 0.77]	[1.62, -1.4, 0.63]	[2.33, -2.07, -0.98]	[2.1, -1.42, 0.63]	[1.19, -1.4, 1.62]	[1.89, -1.47, 1.29]
[0.63, 0.35, -1.7]	[-2.14, -0.64, -0.01]	[2.38, 0.27, 2.32]	[1.73, -0.53, 0.58]	[-2.48, -1.67, -1.33]	[0.85, 2.0, -2.22]
[-1.13, 0.64, 1.08]	[-1.01, -1.39, 0.71]	[-0.15, -1.38, -1.9]	[-1.06, -1.68, 2.46]	[-1.26, 0.78, -0.17]	[0.08, 2.21, 0.64]
[0.6, 1.39, 1.17]	[-1.68, 1.04, -2.18]	[1.61, -1.18, 0.92]	[1.18, -1.17, 0.08]	[1.59, 2.2, -0.01]	[0.16, -0.47, -0.52]
[1.1, -2.0, 0.47]	[-1.22, 1.13, 1.79]	[-0.44, 0.72, 2.1]	[-2.04, 1.52, 2.37]	[-0.29, 0.01, 1.79]	[-0.43, 0.7, 1.67]
[2.13, 1.66, 1.64]	[0.84, 0.31, -1.81]	[-0.69, -0.7, 0.38]	[1.85, -0.3, -1.25]	[0.27, 2.42, 0.69]	[-0.97, -2.14, -1.6]
