[1.15, 2.01, -0.32]	[0.62, 0.33, 0.56]	[-0.2, 0.2, 0.03]	[1.81, 1.38, -2.27]	[0.08, 0.53, -1.27]	[-0.7, 0.12, 1.94]
[-1.15, 0.17, -0.28]	[2.08, 0.31, 0.63]	[0.58, -0.84, 2.01]	[1.62, 1.63, 0.2]	[-0.29, -1.06, -0.04]	[1.79, -2.48, 1.87]
[2.23, -0.95, 2.3]	[0.72, 1.24, 2.3]	[-0.53, 2.05, -0.23]	[-2.12, 1.5, 1.38]	[-1.56, 1.78, 0.52]	[2.04, 1.42, -1.34]
[0.78, 0.42, -1.82]	[0.4, -0.38, 2.29]	[-1.81, 0.64, -0.32]	[0.32, 0.13, 0.32]	[0.4, 0.35, -0.73]	[1.36, -0.39, -1.58]
[1.6, -0.48, -0.75]	[-0.33, 2.34, -0.2]	[0.42, 2.26, 2.4]	[-0.87, 0.94, -1.22]	[0.27, 0.84, 2.19]	[2.2, 0.19, -1.36]
[-1.57, 1.71, -1.13]	[0.45, -0.36, -1.45]	[0.89, 0.64, -2.25]	[-0.08, -2.21, 1.13]	[-1.07, 0.79, 0.19]	[0.79, -1.4, -2.27]
[-1.81, -0.57, 0.7]	[2.18, -0.83, 2.14]	[-2.07, 1.94, -0.85]	[1.63, -1.63, 0.33]	[1.5, 1.71, -2.1]	[-0.12, -1.38, 2.19]
[0.25, -0.48, -0.23]	[-0.13, -0.31, -0.69]	[-2.1, -0.32, 0.53]	[-1.34, -0.91, -1.02]	[0.89, 2.38, 0.31]	[-0.22, 0.7, -2.4]
[-0.74, 0.25, -2.12]	[0.15, 1.02, 1.08]	[1.74, -1.14, 0.34]	[1.48, 0.56, -1.61]	[-1.04, -1.13, -0.35]	[1.81, -2.4, -0.47]
[-0.41, 0.9, -0.72]	[-1.52, -0.53, -0.81]	[2.06, 0.57, -0.33]	[2.28, -0.95, -2.15]	[2.5, 1.89, -1.61]	[2.47, -1.6, -0.03]
