[-1.87, -2.43, -1.43]	[-0.42, 1.65, -2.28]	[0.29, -0.31, 2.36]	[-0.16, -1.01, -0.56]	[0.0, -1.22, 1.54]	[-1.38, 1.28, -1.57]
[-1.6, -2.26, -2.25]	[2.19, -0.14, 1.59]	[-1.67, -0.85, -2.29]	[1.07, -1.11, -1.7]	[1.05, 0.37, 0.58]	[-0.76, -1.2, -1.26]
[-0.69, 0.15, 2.02]	[2.23, -0.7, -1.29]	[1.43, -0.07, 0.84]	[-0.48, 1.27, -1.05]	[2.44, 0.44, 0.32]	[1.78, -1.19, 0.36]
[1.79, -2.12, -0.62]	[1.85, 1.7, -1.85]	[1.51, -1.78, -1.92]	[-0.11, -2.43, -0.69]	[-0.48, -0.02, 0.74]	[1.95, 0.08, 2.29]
[1.54, -2.31, 2.49]	[-1.15, 1.4, -1.61]	[1.8, -1.84, 2.17]	[0.05, -0.51, -2.11]	[1.36, 0.74, -1.02]	[-2.08, 0.23, 1.05]
[0.63, -2.31, -1.37]	[-1.67, 1.11, -0.36]	[-1.98, 0.14, -0.95]	[1.67, -1.1, -1.22]	[0.83, 0.9, -0.79]	[0.4, -1.89, -2.36]
[-1.14, -1.81, -1.27]	[1.34, -1.73, 0.38]	[-1.16, -2.45, 2.06]	[-2.17, -0.44, -1.86]	[-0.16, 0.0, -0.68]	[-1.42, 0.94, -1.52]
[-0.56, 2.02, 2.33]	[-0.73, 1.86, -0.11]	[-1.74, -0.92, 1.45]	[1.82, 1.17, 0.8]	[-0.37, 1.14, -1.07]	[1.93, 1.05, 1.12]
[0.73, 0.44, -1.25]	[-2.48, 1.06, 1.89]	[0.12, 2.47, -0.28]	[-0.39, -0.21, 2.1]	[0.26, 1.84, 0.45]	[-0.66, -1.45, -0.15]
[-1.58, 0.5, 1.54]	[-0.47, -1.12, -0.76]	[1.27, -2.03, 1.84]	[0.01, 0.58, -0.89]	[2.37, 2.48, 1.07]	[-1.44, -1.81, -2.34]
