[0.13, 1.36, -0.52]	[-1.14, 1.52, -2.4]	[-2.19, -2.33, -0.35]	[-1.69, -1.13, -1.68]	[1.28, 2.08, -1.16]	[-2.24, -0.01, 1.5]
[-0.2, 1.09, 1.76]	[0.1, -0.33, -1.53]	[-2.44, -0.63, -1.05]	[0.66, 0.83, 1.08]	[-0.09, 0.48, -2.45]	[1.26, 0.82, -2.5]
[0.79, -0.35, 0.86]	[-1.0, 1.81, 1.06]	[-1.14, 2.09, -0.12]	[-1.26, -0.12, -0.35]	[-1.72, 2.35, -1.28]	[-0.63, 1.32, 0.86]
[-2.5, 0.53, -1.45]	[1.96, 1.85, -1.07]	[0.68, -0.69, 2.32]	[-1.92, -0.86, 1.68]	[-0.72, 2.35, -0.11]	[-1.55, -1.43, 1.56]
[1.48, 0.81, 2.35]	[-2.07, -0.73, -0.62]	[1.42, -0.68, -1.12]	[0.2, -0.69, 1.86]	[-2.32, -1.52, -2.37]	[2.1, 1.75, -0.76]
[0.1, 0.26, 2.13]	[-1.86, 0.86, 1.81]	[2.34, 2.1, 1.41]	[0.35, -0.35, 0.78]	[-1.24, -2.5, -1.92]	[-1.12, 1.84, 2.03]
[2.32, 0.78, -2.03]	[-2.3, -0.37, -2.1]	[1.15, 0.01, 1.84]	[0.02, 2.46, -0.35]	[0.82, 1.98, 1.86]	[0.04, 0.56, 1.72]
[-2.27, 0.0, 1.23]	[-0.72, 2.41, 1.19]	[-1.53, -0.77, 2.13]	[1.22, -2.24, -2.48]	[-2.49, 2.41, -2.45]	[2.03, -1.94, 1.46]
[2.4, -0.59, 0.35]	[0.62, 1.29, 0.97]	[-0.72, -0.93, 0.93]	[-2.43, -1.2, 2.22]	[0.41, 1.16, 1.71]	[-1.06, -2.19, 0.73]
[-0.45, 1.48, -1.74]	[0.17, -0.65, -1.31]	[-1.96, 2.3, 0.67]	[-1.79, 2.25, -2.31]	[-1.0, 0.28, 0.13]	[1.04, -1.55, 0.13]
