10	20	0.3135573157438831
10	30	0.2252620793844034
10	40	0.2258852733150685
10	50	0.18311333022736326
10	60	0.10621269811682202
10	70	0.10321900264569879
10	80	0.10321900264569879
10	90	0.10628475064855855
10	100	0.10628475064855855
20	30	0.8265384796271181
20	40	0.8269714202576247
20	50	0.7372169353617632
20	60	0.5227819830384172
20	70	0.512278448147359
20	80	0.512278448147359
20	90	0.522894394730151
20	100	0.522894394730151
30	40	0.9998176158702832
30	50	0.9097527800479048
30	60	0.6774655982437574
30	70	0.6653935421529751
30	80	0.6653935421529751
30	90	0.6775507754680811
30	100	0.6775507754680811
40	50	0.9097137096308796
40	60	0.6778141744838517
40	70	0.6657602689169679
40	80	0.6657602689169679
40	90	0.6778989780434458
40	100	0.6778989780434458
50	60	0.7588662898677527
50	70	0.7459621218319146
50	80	0.7459621218319146
50	90	0.7589350752608086
50	100	0.7589350752608086
60	70	0.985950118538302
60	80	0.985950118538302
60	90	1.0
60	100	1.0
70	80	1.0
70	90	0.9859545280943545
70	100	0.9859545280943545
80	90	0.9859545280943545
80	100	0.9859545280943545
90	100	1.0
