10	20	0.5014194262553717
10	30	0.2900786532133795
10	40	0.27456984539580714
10	50	0.2715825108024258
10	60	0.22166548004053732
10	70	0.20383186861034683
10	80	0.20383186861034683
10	90	0.20383186861034683
10	100	0.20383186861034683
20	30	0.6988721005218439
20	40	0.6724821675931489
20	50	0.667286234629795
20	60	0.5797649354357579
20	70	0.5459721131797526
20	80	0.5459721131797526
20	90	0.5459721131797526
20	100	0.5459721131797526
30	40	0.9708251458100198
30	50	0.9650062259915557
30	60	0.8664302630123217
30	70	0.8266049298846699
30	80	0.8266049298846699
30	90	0.8266049298846699
30	100	0.8266049298846699
40	50	0.9941738727167816
40	60	0.8954179642570712
40	70	0.855345753068375
40	80	0.855345753068375
40	90	0.855345753068375
40	100	0.855345753068375
50	60	0.9012324449863127
50	70	0.8611205997950823
50	80	0.8611205997950823
50	90	0.8611205997950823
50	100	0.8611205997950823
60	70	0.9592974405192252
60	80	0.9592974405192252
60	90	0.9592974405192252
60	100	0.9592974405192252
70	80	1.0
70	90	1.0
70	100	1.0
80	90	1.0
80	100	1.0
90	100	1.0
