[0.7, 1.15, -0.41]	[-2.0, 0.72, 2.4]	[2.28, -1.69, -0.7]	[1.58, -0.03, -1.01]	[-2.03, 0.84, -0.35]
[0.98, 1.38, 1.94]	[-0.09, -1.18, 2.49]	[1.83, 2.14, 1.92]	[-0.16, 1.89, 0.1]	[-1.5, -0.06, 0.77]
[-1.32, 2.12, -0.8]	[0.1, 2.01, 0.73]	[1.16, 0.36, 1.82]	[2.02, 0.36, 0.59]	[0.84, 1.85, 2.31]
[0.43, 1.6, -0.35]	[1.62, -0.99, -0.25]	[0.63, 1.81, 0.7]	[2.03, -0.02, 2.23]	[1.5, -1.54, 0.77]
[-1.11, 2.09, 1.61]	[0.14, -1.32, 2.39]	[-1.1, -2.03, -0.79]	[2.41, 0.21, -1.18]	[-2.37, 0.44, 1.43]
[-1.11, -0.49, 2.2]	[0.32, 1.42, 1.78]	[1.02, 2.4, 0.86]	[-0.76, -2.39, -1.73]	[-0.05, -2.49, 0.59]
[0.88, -0.28, -1.64]	[-1.63, 1.41, -0.62]	[-2.02, -1.98, -0.07]	[-0.73, 0.62, -0.42]	[-1.74, 1.65, 1.31]
[-1.49, 1.55, 2.25]	[0.97, 2.23, 0.36]	[0.26, -2.46, -0.25]	[-1.21, -2.25, -0.81]	[-2.05, 1.95, 1.02]
[0.76, -2.43, -2.22]	[-0.31, 0.13, 1.0]	[-2.2, 1.91, -1.08]	[0.19, 0.3, -0.91]	[-2.21, -1.17, 0.56]
[-2.05, -0.57, -1.17]	[-1.3, 1.06, -0.81]	[1.59, 0.78, 0.24]	[-1.2, 0.51, 2.07]	[1.4, -0.22, 2.11]
