[-0.21, 1.18, -0.57]	[-0.19, 2.33, -1.02]	[2.39, 2.25, -1.51]	[0.12, 0.86, 2.0]	[1.02, -1.23, -0.1]
[-0.24, -1.85, 2.08]	[0.67, 1.58, -0.31]	[-2.16, 1.57, 1.49]	[2.28, -1.06, 0.59]	[1.39, -0.48, -1.82]
[1.1, 2.35, 1.79]	[0.71, -1.38, 1.72]	[2.02, 1.43, -1.58]	[1.76, -2.08, 0.9]	[2.46, -1.58, 0.11]
[-0.36, 0.28, -0.69]	[-1.09, 2.4, -0.36]	[2.31, -1.73, 0.41]	[2.13, 0.19, 2.39]	[1.88, 1.53, 1.51]
[-2.22, -1.83, 2.06]	[-0.8, 1.1, -1.44]	[0.46, -2.26, -0.71]	[-1.98, -1.93, -2.27]	[1.54, 1.34, -2.49]
[1.39, -0.5, 2.27]	[1.76, 1.37, -1.96]	[-2.38, 0.85, 1.74]	[0.71, -1.81, -0.17]	[2.23, 0.97, -2.04]
[-1.72, 0.64, 2.14]	[-0.32, 1.64, -1.16]	[1.43, -2.09, -1.68]	[0.75, -0.98, -1.6]	[1.89, -2.04, -1.11]
[-0.07, -2.35, -1.15]	[1.56, 0.88, 2.16]	[-0.87, -2.25, -1.56]	[-0.36, -1.15, 2.06]	[0.94, 1.88, 0.71]
[-0.42, 0.41, -1.09]	[-2.25, 2.01, -0.35]	[1.24, 1.21, -2.33]	[0.69, 0.39, 2.02]	[-1.7, 0.27, 0.84]
[-1.62, 0.49, 0.24]	[0.52, 1.44, -0.29]	[-2.02, 1.99, 0.9]	[-1.02, -2.08, -2.16]	[0.8, -0.13, -1.22]
