[-0.21, -0.38, -0.72]	[1.37, 0.75, 1.13]	[-1.43, 1.98, -0.96]	[-2.47, 0.46, -1.55]	[-1.48, -2.2, 2.09]
[0.32, -1.65, 0.1]	[2.15, 1.49, -1.41]	[-1.12, 2.03, -1.78]	[-1.49, 0.89, -1.54]	[-2.19, -0.14, 0.11]
[-0.52, 1.27, -1.31]	[-0.79, 0.88, -1.93]	[-0.46, -1.72, 2.48]	[1.23, -2.5, -2.49]	[-0.21, -2.34, -2.28]
[1.53, 1.18, -1.91]	[-2.24, 0.34, 2.07]	[-1.88, -0.02, -1.54]	[-1.32, -2.09, 1.06]	[-0.31, 2.34, -1.59]
[2.35, -1.72, -2.24]	[1.42, 0.73, 1.1]	[0.4, -0.66, -0.85]	[-2.13, -0.15, 1.32]	[-2.08, -0.08, -1.15]
[1.75, 0.44, 1.9]	[1.27, 0.12, -0.96]	[0.54, 1.51, -1.48]	[1.96, -0.75, 0.95]	[-1.73, 1.85, 0.53]
[0.18, 2.15, -2.45]	[0.8, 0.23, 1.38]	[-0.56, -1.8, -0.22]	[1.52, -0.81, -0.48]	[-0.34, 0.82, -1.19]
[-0.56, 0.3, 0.99]	[1.98, 0.79, -1.91]	[1.88, -0.57, -1.25]	[0.76, -1.34, 0.27]	[-0.85, 1.68, -2.27]
[-0.51, -0.43, -2.14]	[2.13, 0.79, -0.49]	[1.75, 2.44, 2.16]	[-2.13, -1.48, 1.17]	[0.09, 1.74, -1.58]
[-0.04, -1.91, 1.54]	[1.75, -0.45, -1.39]	[-1.35, 1.42, -0.09]	[-1.32, 1.48, -1.35]	[2.26, -1.82, -1.12]
