[2.23, -1.15, 1.02]	[1.08, -2.39, 1.23]	[0.46, 2.18, -1.93]	[1.71, 2.35, 0.96]	[1.56, -2.48, -0.23]
[0.44, -0.12, 0.02]	[-1.7, 0.06, -2.19]	[0.21, -1.02, 1.07]	[-2.01, -0.03, -0.01]	[-1.82, 0.21, -2.03]
[-0.85, 2.05, -2.27]	[1.04, 1.76, 0.16]	[2.16, 1.22, -0.51]	[-1.19, 1.48, -2.1]	[-0.36, -2.18, -0.48]
[-2.29, 0.25, 0.39]	[2.05, -0.49, 1.35]	[2.33, 2.01, 0.23]	[-0.15, 0.86, 1.58]	[0.43, 0.07, -1.57]
[1.91, 0.05, -1.85]	[1.45, 1.76, -2.04]	[-2.31, -1.86, -2.21]	[1.39, -2.18, -0.39]	[0.35, -1.5, -1.1]
[-0.68, 0.34, -1.87]	[0.37, 1.56, 0.17]	[-0.02, 0.69, 2.24]	[1.82, -1.23, -1.69]	[2.14, 1.1, -0.45]
[-0.71, -2.23, 1.89]	[2.44, 1.2, -0.22]	[-0.72, 1.99, -0.91]	[-2.41, -1.9, -0.84]	[0.68, 0.99, -2.03]
[0.74, -1.29, -2.34]	[1.8, -1.14, -0.57]	[0.33, 0.14, 1.38]	[-1.62, -0.83, 0.45]	[0.98, 1.36, -1.92]
[0.2, -0.7, -0.24]	[0.7, -1.6, 1.51]	[2.37, 0.59, 0.1]	[-1.63, 1.8, -1.76]	[0.88, 2.46, 0.55]
[1.61, 1.39, 1.56]	[-0.76, -0.12, 1.74]	[0.82, -1.97, 1.26]	[2.5, -2.37, 1.47]	[0.54, 1.07, 1.98]
