[0.1, -1.98, -1.31]	[-0.44, 1.07, 2.14]	[1.02, 1.17, 0.8]	[-2.25, 0.11, -0.75]	[0.42, 0.41, -0.89]
[0.53, 1.55, 1.34]	[0.65, -2.49, -0.51]	[-0.31, 1.49, -0.33]	[-1.05, -0.62, 0.99]	[0.29, 0.95, -0.19]
[-2.35, -1.43, -0.87]	[1.33, 0.49, -1.64]	[2.06, -1.05, -2.05]	[0.53, 1.84, 0.33]	[-1.5, -0.22, 1.14]
[0.94, -0.08, -0.19]	[-1.6, 1.83, -2.41]	[0.16, -0.12, -0.47]	[2.3, -0.66, 0.3]	[-2.28, 2.01, -0.25]
[-1.96, 0.09, 1.36]	[2.49, -0.81, 0.3]	[2.11, -1.66, -1.59]	[1.91, -1.96, 2.22]	[0.24, 1.41, -1.63]
[-2.07, -2.08, 1.42]	[-0.59, -0.34, 2.22]	[1.72, 1.1, 1.86]	[-0.79, 2.21, -1.64]	[-0.44, 1.77, 0.77]
[-0.55, -1.81, -1.67]	[-0.82, 0.61, 0.22]	[2.36, 1.2, -0.14]	[-1.1, -2.09, 0.48]	[-1.82, -2.29, 0.24]
[-1.49, 0.7, 1.61]	[-2.4, -0.35, -2.14]	[-0.51, 2.27, -1.29]	[-0.03, -1.46, 0.24]	[-1.47, -1.36, -0.74]
[-1.07, 2.02, 0.07]	[1.39, 1.07, 1.29]	[1.11, -2.19, 0.52]	[-0.04, 0.27, 0.4]	[-0.49, 0.8, 2.22]
[-1.87, 1.2, 0.75]	[1.2, 2.15, -0.32]	[0.78, 1.76, 0.14]	[1.28, -2.19, -1.8]	[0.06, -2.07, 1.25]
