[2.17, -1.62, 0.73]	[-1.98, 0.68, 1.26]	[1.65, 0.16, 0.63]	[0.88, -1.8, 1.89]	[-1.22, -0.23, -1.35]
[-0.89, 0.13, 1.77]	[0.76, 0.95, 1.79]	[-0.55, 2.24, -1.25]	[-1.98, 0.49, 0.24]	[0.2, -2.31, 1.7]
[1.23, 2.45, 0.16]	[-2.43, -1.75, 1.5]	[-2.41, 0.38, -2.28]	[-2.13, -1.66, 1.11]	[2.28, -2.28, -0.15]
[0.7, 0.74, -0.99]	[0.89, -0.05, -0.15]	[2.11, 1.23, -0.09]	[0.08, -0.51, 0.94]	[-0.99, 1.89, 1.19]
[0.81, 1.9, 1.51]	[-2.13, 1.92, -1.19]	[2.13, -1.27, -1.38]	[-1.55, -1.88, 2.42]	[-2.19, 1.21, -1.34]
[-0.12, -1.52, -2.41]	[2.14, -0.56, -1.8]	[1.7, 2.42, 0.03]	[-2.5, -1.09, 0.54]	[2.22, 0.46, 1.58]
[-0.6, -1.4, -0.16]	[-1.9, 1.25, 2.02]	[0.44, 1.37, -1.47]	[2.43, -2.41, 0.13]	[-2.23, 2.02, 1.25]
[0.77, 1.33, -2.42]	[-2.34, 0.68, -0.61]	[-1.83, 0.26, 0.19]	[-1.88, -1.51, 0.8]	[1.15, -2.06, 2.06]
[-1.04, 1.66, -0.31]	[1.42, -1.88, 2.2]	[-1.22, 1.23, 1.35]	[2.35, -1.9, 0.65]	[-1.17, 0.63, 0.56]
[-2.26, -0.3, -0.59]	[-0.63, 0.83, 1.89]	[-0.84, -2.15, -0.91]	[1.37, 1.73, 0.29]	[-1.45, -2.23, 0.46]
